Name,Logging,Property,Easting,Northing,Lat,Long,Cam nr,series,,picture,species name,Species,Type,Nr,Total,Year,Month ,Day,Hour Exact,Comment,camera brand,Location,Logging
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,88,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,14,2.30,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,112,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,19,4.45,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,145,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,21,0.46,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,154,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,23,0.11,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,157,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,23,5.25,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,169,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,24,21.47,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,172,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,24,22.45,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,193,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,1,4.14,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,199,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,1,20.51,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,205,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,2,1.38,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,286,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,5,3.24,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,289,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,5,4.20,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,301,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,7,19.58,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,319,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,11,3.18,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,311,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,13,12.06,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,82,Margay,Leopardus wiedii,Mammal,1,,2020,2,13,3.53,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,295,Margay,Leopardus wiedii,Mammal,1,,2020,3,6,5.12,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,325,Margay,Leopardus wiedii,Mammal,1,,2020,3,12,20.55,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,103,Ocelot,Leopardus pardalis,Mammal,1,,2020,2,17,20.52,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,151,Paca,Cuniculus paca,Mammal,1,,2020,2,22,4.02,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,40,Puma,Puma concolor,Mammal,1,,2020,2,3,9.58,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,49,Puma,Puma concolor,Mammal,1,,2020,2,7,7.58,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,79,Puma,Puma concolor,Mammal,1,,2020,2,10,18.49,,,,
11A,No,Laguna Seca,290901,1952397,17.64857700,-88.97100100,11,A,,67,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,2,7,12.35,,,,
11F,No,Laguna Seca,290902,1952395,17.648562,-88.970998,11,F,,31,Agouti,Dasyprocta punctata,Mammal,1,,2020,10,17,15.16,,,,
11F,No,Laguna Seca,290902,1952395,17.648562,-88.970998,11,F,,40,Agouti,Dasyprocta punctata,Mammal,1,,2020,10,20,6.58,,,,
11F,No,Laguna Seca,290902,1952395,17.648562,-88.970998,11,F,,43,Agouti,Dasyprocta punctata,Mammal,1,,2020,10,20,14.41,,,,
11F,No,Laguna Seca,290902,1952395,17.648562,-88.970998,11,F,,55,Agouti,Dasyprocta punctata,Mammal,1,,2020,10,23,5.56,,,,
11F,No,Laguna Seca,290902,1952395,17.648562,-88.970998,11,F,,13,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,9,27,23.46,,,,
11F,No,Laguna Seca,290902,1952395,17.648562,-88.970998,11,F,,25,Ocelot,Leopardus pardalis,Mammal,1,,2020,10,6,19.51,,,,
11F,No,Laguna Seca,290902,1952395,17.648562,-88.970998,11,F,,28,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,10,17,7.21,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,407,Baird's Tapir,Tapirus bairdii,Mammal,1,,2020,2,27,22.47,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,8,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,1,18.14,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,11,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,1,20.37,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,14,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,2,5.00,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,20,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,3,0.26,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,23,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,3,4.17,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,26,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,3,12.25,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,32,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,3,23.10,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,38,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,4,4.45,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,59,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,4,21.42,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,62,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,5,5.13,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,65,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,5,8.03,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,68,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,5,20.19,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,71,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,6,5.15,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,77,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,6,20.41,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,80,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,7,4.28,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,95,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,7,18.45,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,98,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,7,23.55,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,101,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,8,4.27,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,104,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,8,5.38,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,107,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,9,3.15,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,119,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,9,18.07,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,125,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,10,3.15,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,141,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,10,22.20,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,143,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,11,3.55,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,161,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,12,0.11,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,165,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,12,22.33,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,173,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,13,23.31,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,176,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,14,1.15,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,179,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,14,3.17,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,182,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,14,4.43,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,200,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,14,23.09,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,203,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,15,1.01,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,206,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,15,3.23,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,215,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,15,22.19,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,218,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,16,0.51,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,221,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,16,5.09,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,233,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,16,22.28,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,236,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,17,2.17,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,239,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,17,4.08,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,257,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,18,3.05,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,260,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,18,4.03,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,263,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,18,10.34,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,269,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,19,4.10,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,302,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,21,1.59,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,308,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,21,3.49,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,323,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,21,23.26,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,350,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,23,19.31,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,353,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,24,1.36,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,356,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,24,3.05,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,365,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,24,21.44,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,368,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,24,22.07,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,371,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,25,0.28,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,377,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,25,5.20,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,383,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,25,23.06,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,386,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,26,0.36,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,395,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,27,3.29,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,410,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,28,3.29,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,422,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,29,1.18,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,425,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,29,2.06,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,428,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,29,18.24,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,432,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,2,29,19.20,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,455,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,1,11.43,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,464,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,2,3.50,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,467,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,2,3.50,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,479,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,2,8.31,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,488,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,2,11.44,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,491,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,2,13.21,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,500,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,2,19.40,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,506,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,3,3.46,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,509,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,3,5.44,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,527,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,3,9.36,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,536,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,3,10.40,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,542,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,3,11.56,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,551,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,3,15.30,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,557,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,3,18.24,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,569,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,4,8.19,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,572,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,4,10.25,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,575,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,4,11.53,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,578,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,4,16.15,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,593,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,4,20.29,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,599,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,5,0.52,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,605,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,5,10.54,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,611,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,5,13.51,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,617,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,6,1.13,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,626,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,6,19.32,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,635,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,7,9.06,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,638,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,7,23.20,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,641,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,8,4.00,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,656,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,10,1.18,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,662,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,10,8.34,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,665,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,10,22.04,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,668,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,11,0.01,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,671,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,11,3.50,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,680,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,11,5.36,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,701,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,11,10.19,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,710,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,11,22.25,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,713,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,12,4.22,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,746,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,13,7.00,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,752,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,14,1.44,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,755,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,14,4.25,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,122,Jaguar,Panthera onca,Mammal,1,,2020,2,10,0.46,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,436,Mammal,Mammal,Mammal,1,,2020,3,1,1.05,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,110,Ocelot,Leopardus pardalis,Mammal,1,,2020,2,9,4.43,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,149,Ocelot,Leopardus pardalis,Mammal,1,,2020,2,11,20.08,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,458,Ocelot,Leopardus pardalis,Mammal,1,,2020,3,2,2.14,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,503,Ocelot,Leopardus pardalis,Mammal,1,,2020,3,3,2.14,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,29,Puma,Puma concolor,Mammal,1,,2020,2,3,14.18,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,362,Puma,Puma concolor,Mammal,1,,2020,2,24,19.06,,,,
12A,No,Laguna Seca,286165,1950274,17.62894700,-89.01541500,12,A,,41,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,2,4,13.30,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,368,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,23,23.54,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,415,Gray fox,Urocyon cinereoargenteus,Mammal,1,,2020,3,25,23.11,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,377,Mammal,Mammal,Mammal,1,,2020,3,24,6.20,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,480,Mammal,Mammal,Mammal,1,,2020,5,19,0.45,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,424,Margay,Leopardus wiedii,Mammal,1,,2020,5,14,0.50,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,853,Ocelot,Leopardus pardalis,Mammal,1,,2020,4,15,20.18,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,925,Paca,Cuniculus paca,Mammal,1,,2020,4,19,22.37,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,421,Puma,Puma concolor,Mammal,1,,2020,3,26,6.27,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,940,Puma,Puma concolor,Mammal,1,,2020,4,22,9.52,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,202,Puma,Puma concolor,Mammal,1,,2020,4,29,6.36,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,229,Puma,Puma concolor,Mammal,1,,2020,5,3,5.07,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,928,Red Brocket Deer,Mazama temama,Mammal,1,,2020,4,21,7.11,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,237,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,3,19,15.02,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,277,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,3,20,15.19,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,691,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,4,7,6.42,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,787,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,4,9,16.51,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,916,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,4,19,17.06,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,109,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,4,28,7.20,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,397,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,5,11,10.35,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,418,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,5,13,16.25,,,,
12B,No,Laguna Seca,286513,1952783,17.65165000,-89.01238700,12,B,,475,White-tailed Deer,Odocoileus virginianus,Mammal,1,,2020,5,18,13.03,,,,
12C,No,Laguna Seca,286025,1953545,17.65847900,-89.01706300,12,C,,148,Agouti,Dasyprocta punctata,Mammal,1,,2020,6,4,11.51,,,,
12C,No,Laguna Seca,286025,1953545,17.65847900,-89.01706300,12,C,,151,Agouti,Dasyprocta punctata,Mammal,1,,2020,6,5,9.19,,,,
12C,No,Laguna Seca,286025,1953545,17.65847900,-89.01706300,12,C,,175,Agouti,Dasyprocta punctata,Mammal,1,,2020,6,5,16.25,,,,
12C,No,Laguna Seca,286025,1953545,17.65847900,-89.01706300,12,C,,196,Agouti,Dasyprocta punctata,Mammal,1,,2020,6,6,14.48,,,,
12C,No,Laguna Seca,286025,1953545,17.65847900,-89.01706300,12,C,,205,Agouti,Dasyprocta punctata,Mammal,1,,2020,6,8,5.18,,,,
12C,No,Laguna Seca,286025,1953545,17.65847900,-89.01706300,12,C,,208,Agouti,Dasyprocta punctata,Mammal,1,,2020,6,9,7.51,,,,
12C,No,Laguna Seca,286025,1953545,17.65847900,-89.01706300,12,C,,251,Agouti,Dasyprocta punctata,Mammal,1,,2020,6,11,14.55,,,,
12C,No,Laguna Seca,286025,1953545,17.65847900,-89.01706300,12,C,,268,Agouti,Dasyprocta punctata,Mammal,1,,2020,6,13,7.40,,,,
