Location,Cam nr,Series,Easting,Northing,Picture,Species,Nr,Year,Month,Day,Hour_exact,Hour_BERDS,Comment,Camera Brand,No_Sr,Easting,Northing,
Yalbac511H,511,H,,,151,Tapir,1,2016,1,1,2.23,2.5,,Moultrie,511H,282087,1935456.716,
Yalbac510H,510,H,,,304,Tapir,1,2016,1,2,20.52,21,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,154,Tapir,1,2016,1,3,0.01,0,,Moultrie,511H,282087,1935456.716,
Yalbac507H,507,H,,,268,Tapir,1,2016,1,4,1.42,1.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,331,Tapir,1,2016,1,5,3.22,3.5,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,172,Tapir,1,2016,1,5,1.49,2,,Moultrie,511H,282087,1935456.716,
Yalbac511H,511,H,,,179,Tapir,1,2016,1,5,4.49,5,,Moultrie,511H,282087,1935456.716,
Yalbac509H,509,H,,,349,Tapir,1,2016,1,11,21.28,21.5,,Bushnell,509H,283730,1935382.07,
Yalbac511H,511,H,,,232,Tapir,1,2016,1,12,5.49,6,,Moultrie,511H,282087,1935456.716,
Yalbac507H,507,H,,,370,Tapir,1,2016,1,13,19.55,20,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,457,Tapir,1,2016,1,14,4.02,4,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,241,Tapir,1,2016,1,14,20.48,21,,Moultrie,511H,282087,1935456.716,
Yalbac510H,510,H,,,691,Tapir,1,2016,1,29,4.47,5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,706,Tapir,1,2016,1,29,22.3,22.5,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,442,Tapir,1,2016,1,30,21.55,22,,Moultrie,511H,282087,1935456.716,
Yalbac510H,510,H,,,753,Tapir,1,2016,2,3,22.18,22.5,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,448,Tapir,1,2016,2,4,23.11,23,,Moultrie,511H,282087,1935456.716,
Yalbac510H,510,H,,,762,Tapir,1,2016,2,6,6.58,7,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,766,Tapir,1,2016,2,7,22.51,23,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,777,Tapir,1,2016,2,9,2.28,2.5,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,460,Tapir,1,2016,2,9,2.55,3,,Moultrie,511H,282087,1935456.716,
Yalbac507H,507,H,,,823,Tapir,1,2016,2,12,0.01,0,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,819,Tapir,1,2016,2,12,22.01,22,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,493,Tapir,1,2016,2,12,22.35,22.5,,Moultrie,511H,282087,1935456.716,
Yalbac509H,509,H,,,2461,Tapir,1,2016,2,19,18.27,18.5,,Bushnell,509H,283730,1935382.07,
Yalbac510H,510,H,,,870,Tapir,1,2016,2,19,0.2,0,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,885,Tapir,1,2016,2,19,6.18,6.5,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,982,Tapir,1,2016,2,22,20.53,21,Time off,Bushnell,507H,283483,1934993.94,
Yalbac509H,509,H,,,2539,Tapir,1,2016,2,22,18,18,,Bushnell,509H,283730,1935382.07,
Yalbac507H,507,H,,,1004,Tapir,1,2016,2,24,4.41,4.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac507H,507,H,,,1016,Tapir,1,2016,2,24,18.32,18.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,927,Tapir,1,2016,2,25,0.17,0.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,954,Tapir,1,2016,2,28,6.33,6.5,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,550,Tapir,1,2016,2,28,3.36,3.5,,Moultrie,511H,282087,1935456.716,
Yalbac504c,504,C,,,20,Tapir,1,2015,4,10,19.52,20,,Scoutguard,504 C,292789,1954318,
Yalbac510D,510,D,,,58,Tapir,1,2015,6,6,20.49,21,,Moultrie,510 D,282702,1935595,
Yalbac511D,511,D,,,133,Tapir,1,2015,6,12,20.4,20.5,,Moultrie,511 D,283157,1935085,
Yalbac507D,507,D,,,61,Tapir,1,2015,7,4,20.49,21,,Bushnell,507 D,283856,1935164,
Yalbac503D,503,D,,,610,Tapir,1,2015,7,13,2.37,2.5,,Bushnell,503 D,292559,1958254,
Yalbac512E,512,E,,,655,Tapir,1,2015,8,6,1.24,1.5,,ScoutGuard,512 E,282178,1935684,
Yalbac503E,503,E,,,244,Tapir,2,2015,8,17,6.27,6.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,248,Tapir,2,2015,8,17,6.28,6.5,bathing,Bushnell,503 E,291322,1957347,
Yalbac509E,509,E,,,118,Tapir,1,2015,8,24,4.27,4.5,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,119,Tapir,1,2015,8,24,4.27,4.5,male,Bushnell,509 E,281203,1934430,
Yalbac507F,507,F,,,337,Tapir,1,2015,11,3,18.37,18.4,,Bushnell,507F,283119,1935211,
Yalbac507F,507,F,,,357,Tapir,1,2015,11,4,19.09,19,,Bushnell,507F,283119,1935211,
Yalbac510FG,510,FG,,,143,Tapir,1,2015,11,7,3.06,3,male,Moultrie,510FG,281361,1934328,
Yalbac509F,509,F,,,118,Tapir,1,2015,11,8,0.37,0.5,,Bushnell,509F,283280,1934662,
Yalbac509G,509,G,,,22,Tapir,1,2015,11,15,19.38,19.5,,Bushnell,509G,283441,1934595.208,
Yalbac509H,509,H,,,121,Tapir,1,2015,12,8,22.3,22.5,,Bushnell,509H,283730,1935382.07,
Yalbac510H,510,H,,,67,Tapir,1,2015,12,8,22.26,22.5,,Moultrie,510H,282719,1935522.766,
Yalbac509H,509,H,,,172,Tapir,1,2015,12,17,20.05,20,,Bushnell,509H,283730,1935382.07,
Yalbac510H,510,H,,,160,Tapir,1,2015,12,18,19.54,20,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,115,Tapir,1,2015,12,27,0.18,0.5,,Moultrie,511H,282087,1935456.716,
Yalbac504D,504,D,,,41,Tayra,1,2015,6,10,7.56,8,,Scoutguard,504 D,291590,1956114,
Yalbac507D,507,D,,,76,Tayra,2,2015,7,13,10.09,10,,Bushnell,507 D,283856,1935164,
Yalbac509F,509,F,,,76,Tayra,1,2015,10,21,11.12,11,,Bushnell,509F,283280,1934662,
Yalbac511G,511,G,,,103,Tayra,1,2015,10,30,16.32,16.5,,Moultrie,511FG,282114,1934484,
Yalbac511G,511,G,,,154,Tayra,2,2015,11,24,14.52,15,,Moultrie,511FG,282114,1934484,
Yalbac507G,507,G,,,72,Thicket Tinamou,1,2015,11,30,9.11,9,,Bushnell,507G,282985,1935446,
Yalbac506G,506,G,,,421,Thicket Tinamou,1,2015,12,21,15.3,15.5,,Bushnell,506G,292534,1956194,
Yalbac506G,506,G,,,428,Thicket Tinamou,1,2015,12,23,9.15,9.5,,Bushnell,506G,292534,1956194,
Yalbac506E,506,E,,,47,UNID Tinamou,1,2015,8,3,18.29,18.5,,Bushnell,506 E,292491,1955895,
Yalbac501c,501,C,,,128,White-lipped Peccary,5,2015,4,24,9.17,9.5,,Bushnell,501 C,292447,1954693,
Yalbac509c,509,C,,,100,White-lipped Peccary,9,2015,5,14,10.24,10.5,,Bushnell,509 C,280114,1935198,
Yalbac509c,509,C,,,139,White-lipped Peccary,5,2015,5,26,11.58,12,,Bushnell,509 C,280114,1935198,
Yalbac502G,502,G,,,3674,White-lipped Peccary,23,2015,11,23,12.38,12.5,,Moultrie,502G,289511,1956735,
Yalbac510FG,510,FG,,,165,White-lipped Peccary,5,2015,11,23,11.01,11,,Moultrie,510FG,281361,1934328,
Yalbac512G,512,G,,,61,White-lipped Peccary,1,2015,11,25,9.16,9,,ScoutGuard,512G,282179,1935657,
Yalbac509H,509,H,,,118,White-lipped Peccary,1,2015,12,7,14.07,14,,Bushnell,509H,283730,1935382.07,
Yalbac505G,505,G,,,259,White-nosed Coati,2,2016,1,8,9.3,9.5,,Moultrie,505G,291021,1956145,
Yalbac507H,507,H,,,337,White-nosed Coati,1,2016,1,8,12.08,12,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,376,White-nosed Coati,1,2016,1,8,17.38,17.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,589,White-nosed Coati,3,2016,1,20,13.58,14,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,655,White-nosed Coati,1,2016,1,25,16.19,16.5,,Moultrie,510H,282719,1935522.766,
Yalbac511H,511,H,,,445,White-nosed Coati,1,2016,1,31,1.23,1.5,,Moultrie,511H,282087,1935456.716,
Yalbac507H,507,H,,,706,White-nosed Coati,1,2016,2,2,10.32,10.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac507H,507,H,,,754,White-nosed Coati,1,2016,2,7,8.04,8,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,792,White-nosed Coati,1,2016,2,10,11.06,11,,Moultrie,510H,282719,1935522.766,
Yalbac510D,510,D,,,76,White-nosed Coati,7,2015,6,23,9.19,9.5,,Moultrie,510 D,282702,1935595,
Yalbac510D,510,D,,,85,White-nosed Coati,1,2015,6,23,14.35,14.5,,Moultrie,510 D,282702,1935595,
Yalbac507D,507,D,,,85,White-nosed Coati,1,2015,7,14,8,8,,Bushnell,507 D,283856,1935164,
Yalbac502E,502,E,,,3470,White-nosed Coati,1,2015,8,17,10.54,11,,Moultrie,502 E,290847,1955799,
Yalbac510FG,510,FG,,,65,White-nosed Coati,2,2015,10,6,15,15,,Moultrie,510FG,281361,1934328,
Yalbac501f,501,F,,,172,White-nosed Coati,1,2015,10,30,12.54,13,,,501F,292314,1958107,
Yalbac512F,512,F,,,167,White-nosed Coati,1,2015,11,1,13.29,13.5,,ScoutGuard,512F,281718,1935445,
Yalbac505G,505,G,,,76,White-nosed Coati,3,2015,12,1,10.29,10.5,,Moultrie,505G,291021,1956145,
Yalbac510H,510,H,,,49,White-nosed Coati,1,2015,12,6,10.54,11,,Moultrie,510H,282719,1935522.766,
Yalbac505G,505,G,,,145,White-nosed Coati,1,2015,12,15,9.47,10,,Moultrie,505G,291021,1956145,
Yalbac506G,506,G,,,403,White-nosed Coati,1,2015,12,17,13.55,14,,Bushnell,506G,292534,1956194,
Yalbac505G,505,G,,,157,White-nosed Coati,1,2015,12,20,16.17,16.5,,Moultrie,505G,291021,1956145,
Yalbac505G,505,G,,,166,White-nosed Coati,5,2015,12,22,11,11,,Moultrie,505G,291021,1956145,
Yalbac506G,506,G,,,433,White-nosed Coati,1,2015,12,23,15.28,15.5,,Bushnell,506G,292534,1956194,
Yalbac505G,505,G,,,211,White-nosed Coati,3,2015,12,31,9.47,10,,Moultrie,505G,291021,1956145,
Yalbac504c,504,C,,,598,White-nosed Coati,1,2015,4,14,11.22,11.5,,Scoutguard,504 C,292789,1954318,
Yalbac507c,507,C,,,64,White-nosed Coati,1,2015,4,16,6.27,6.5,,Bushnell,507 C,283656,1935412,
Yalbac501c,501,C,,,137,White-nosed Coati,1,2015,4,24,9.47,10,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,326,White-nosed Coati,1,2015,5,15,11.05,11,,Bushnell,501 C,292447,1954693,
Yalbac501c,501,C,,,464,White-nosed Coati,2,2015,5,27,17.41,17.5,,Bushnell,501 C,292447,1954693,
Yalbac504D,504,D,,,10,White-nosed Coati,4,2015,6,3,13.24,13.5,,Scoutguard,504 D,291590,1956114,
Yalbac506D,506,D,,,46,White-nosed Coati,3,2015,6,7,11.16,11,,Bushnell,506 D,291532,1956956,
Yalbac502D,502,D,,,3311,White-nosed Coati,1,2015,6,10,10.53,11,,Moultrie,502 D,291686,1955608,
Yalbac510H,510,H,,,401,White-tailed Deer,1,2016,1,12,17.06,17,,Moultrie,510H,282719,1935522.766,
Yalbac507H,507,H,,,412,White-tailed Deer,1,2016,1,16,3.49,4,Time off,Bushnell,507H,283483,1934993.94,
Yalbac510H,510,H,,,564,White-tailed Deer,1,2016,1,18,21.43,21.5,,Moultrie,510H,282719,1935522.766,
Yalbac510H,510,H,,,571,White-tailed Deer,1,2016,1,19,0.44,0.5,,Moultrie,510H,282719,1935522.766,
Yalbac509H,509,H,,,447,White-tailed Deer,1,2016,1,20,5,5,,Bushnell,509H,283730,1935382.07,
Yalbac509H,509,H,,,2116,White-tailed Deer,1,2016,1,31,14.4,14.5,,Bushnell,509H,283730,1935382.07,
Yalbac510c,510,C,,,61,White-tailed Deer,1,2015,4,17,13.56,14,,Moultrie,510 C,282382,1935493,
Yalbac510c,510,C,,,61,White-tailed Deer,1,2015,4,17,13.56,14,,Moultrie,510 C,282382,1935493,
Yalbac508C,508,C,,,15,White-tailed Deer,1,2015,4,18,7.08,7,,Scoutguard,508 C,280364,1934433,
Yalbac509c,509,C,,,15,White-tailed Deer,1,2015,4,18,7.08,7,,ScoutGuard,509 C,280114,1935198,
Yalbac509c,509,C,,,85,White-tailed Deer,1,2015,5,7,6.32,6.5,,Bushnell,509 C,280114,1935198,
Yalbac509c,509,C,,,148,White-tailed Deer,1,2015,5,30,8.22,8.5,,Bushnell,509 C,280114,1935198,
Yalbac508D,508,D,,,7,White-tailed Deer,1,2015,5,31,6.01,6,,Scoutguard,508 D,280218,1935038,
Yalbac509D,509,D,,,16,White-tailed Deer,1,2015,5,31,7.26,7.5,,Bushnell,509 D,280713,1934457,
Yalbac506D,506,D,,,4,White-tailed Deer,1,2015,6,1,7.12,7,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,7,White-tailed Deer,2,2015,6,1,7.45,8,Mother with fawn,Bushnell,506 D,291532,1956956,
Yalbac508D,508,D,,,14,White-tailed Deer,1,2015,6,2,18.19,18.5,Fawn,Scoutguard,508 D,280218,1935038,
Yalbac506D,506,D,,,19,White-tailed Deer,1,2015,6,3,7.18,7.5,,Bushnell,506 D,291532,1956956,
Yalbac501D,501,D,,,40,White-tailed Deer,1,2015,6,5,5.18,5.5,,Bushnell,501 D,292588,1957992,
Yalbac506D,506,D,,,25,White-tailed Deer,2,2015,6,5,8.35,8.5,Mother with fawn,Bushnell,506 D,291532,1956956,
Yalbac508D,508,D,,,22,White-tailed Deer,1,2015,6,5,14.45,15,,Scoutguard,508 D,280218,1935038,
Yalbac501D,501,D,,,43,White-tailed Deer,1,2015,6,6,13.51,14,,Bushnell,501 D,292588,1957992,
Yalbac503D,503,D,,,139,White-tailed Deer,1,2015,6,7,22.18,22.5,,Bushnell,503 D,292559,1958254,
Yalbac505D,505,D,,,40,White-tailed Deer,1,2015,6,7,9.43,9.5,,Moultrie,505 D,290391,1956661,
Yalbac505D,505,D,,,44,White-tailed Deer,1,2015,6,8,6.23,6.5,,Moultrie,505 D,290391,1956661,
Yalbac505D,505,D,,,46,White-tailed Deer,1,2015,6,8,14.21,14.5,,Moultrie,505 D,290391,1956661,
Yalbac501D,501,D,,,64,White-tailed Deer,1,2015,6,9,16.18,16.5,,Bushnell,501 D,292588,1957992,
Yalbac506D,506,D,,,58,White-tailed Deer,1,2015,6,9,8.09,8,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,67,White-tailed Deer,1,2015,6,9,9.53,10,,Bushnell,506 D,291532,1956956,
Yalbac504D,504,D,,,51,White-tailed Deer,1,2015,6,13,16.27,16.5,,Scoutguard,504 D,291590,1956114,
Yalbac506D,506,D,,,76,White-tailed Deer,1,2015,6,13,21.58,22,,Bushnell,506 D,291532,1956956,
Yalbac503D,503,D,,,316,White-tailed Deer,1,2015,6,14,20.52,21,,Bushnell,503 D,292559,1958254,
Yalbac506D,506,D,,,82,White-tailed Deer,2,2015,6,14,7.52,8,Mother with fawn,Bushnell,506 D,291532,1956956,
Yalbac509D,509,D,,,49,White-tailed Deer,1,2015,6,14,16.15,16.5,,Bushnell,509 D,280713,1934457,
Yalbac505D,505,D,,,58,White-tailed Deer,1,2015,6,15,12.34,12.5,,Moultrie,505 D,290391,1956661,
Yalbac504D,504,D,,,58,White-tailed Deer,1,2015,6,16,13.48,14,,Scoutguard,504 D,291590,1956114,
Yalbac509D,509,D,,,55,White-tailed Deer,1,2015,6,21,14.3,14.5,,Bushnell,509 D,280713,1934457,
Yalbac501D,501,D,,,103,White-tailed Deer,1,2015,6,22,16.54,17,,Bushnell,501 D,292588,1957992,
Yalbac506D,506,D,,,118,White-tailed Deer,1,2015,6,24,8.15,8.5,,Bushnell,506 D,291532,1956956,
Yalbac502D,502,D,,,3341,White-tailed Deer,2,2015,6,28,5.58,6,,Moultrie,502 D,291686,1955608,
Yalbac502D,502,D,,,3356,White-tailed Deer,1,2015,6,29,8.57,9,,Moultrie,502 D,291686,1955608,
Yalbac506D,506,D,,,148,White-tailed Deer,1,2015,7,1,6.44,6.5,,Bushnell,506 D,291532,1956956,
Yalbac502D,502,D,,,3359,White-tailed Deer,1,2015,7,2,13.33,13.5,,Moultrie,502 D,291686,1955608,
Yalbac502D,502,D,,,3371,White-tailed Deer,1,2015,7,5,8.2,8.5,,Moultrie,502 D,291686,1955608,
Yalbac502D,502,D,,,3377,White-tailed Deer,1,2015,7,7,6.52,7,,Moultrie,502 D,291686,1955608,
Yalbac510D,510,D,,,124,White-tailed Deer,1,2015,7,7,11.27,11.5,,Moultrie,510 D,282702,1935595,
Yalbac506D,506,D,,,163,White-tailed Deer,1,2015,7,8,7.34,7.5,,Bushnell,506 D,291532,1956956,
Yalbac502D,502,D,,,3380,White-tailed Deer,1,2015,7,9,7.04,7,,Moultrie,502 D,291686,1955608,
Yalbac506D,506,D,,,172,White-tailed Deer,1,2015,7,10,10.55,11,,Bushnell,506 D,291532,1956956,
Yalbac510D,510,D,,,139,White-tailed Deer,1,2015,7,10,12.06,12,,Moultrie,510 D,282702,1935595,
Yalbac502D,502,D,,,3383,White-tailed Deer,1,2015,7,11,6.15,6.5,,Moultrie,502 D,291686,1955608,
Yalbac506D,506,D,,,196,White-tailed Deer,1,2015,7,14,7.11,7,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,205,White-tailed Deer,1,2015,7,14,10.04,10,,Bushnell,506 D,291532,1956956,
Yalbac502D,502,D,,,3386,White-tailed Deer,1,2015,7,15,6.21,6.5,,Moultrie,502 D,291686,1955608,
Yalbac510D,510,D,,,166,White-tailed Deer,1,2015,7,18,8.55,9,,Moultrie,510 D,282702,1935595,
Yalbac510D,510,D,,,178,White-tailed Deer,1,2015,7,19,10.51,11,,Moultrie,510 D,282702,1935595,
Yalbac510D,510,D,,,181,White-tailed Deer,1,2015,7,19,13.17,13.5,,Moultrie,510 D,282702,1935595,
Yalbac510D,510,D,,,187,White-tailed Deer,1,2015,7,19,16.16,16.5,,Moultrie,510 D,282702,1935595,
Yalbac506D,506,D,,,229,White-tailed Deer,2,2015,7,20,17.58,18,,Bushnell,506 D,291532,1956956,
Yalbac510D,510,D,,,193,White-tailed Deer,2,2015,7,21,10.1,10,,Moultrie,510 D,282702,1935595,
Yalbac501D,501,D,,,151,White-tailed Deer,1,2015,7,22,14.53,15,Male,Bushnell,501 D,292588,1957992,
Yalbac510D,510,D,,,211,White-tailed Deer,1,2015,7,22,14.04,14,,Moultrie,510 D,282702,1935595,
Yalbac504D,504,D,,,88,White-tailed Deer,1,2015,7,24,13.59,14,,Scoutguard,504 D,291590,1956114,
Yalbac506D,506,D,,,262,White-tailed Deer,1,2015,7,24,13.41,13.5,,Bushnell,506 D,291532,1956956,
Yalbac502D,502,D,,,3395,White-tailed Deer,1,2015,7,28,14.2,14.5,,Moultrie,502 D,291686,1955608,
Yalbac506D,506,D,,,2431,White-tailed Deer,1,2015,7,28,7.46,8,,Bushnell,506 D,291532,1956956,
Yalbac504E,504,E,,,22,White-tailed Deer,1,2015,7,30,7.24,7.5,,Scoutguard,504 D,291590,1956114,
Yalbac506E,506,E,,,31,White-tailed Deer,1,2015,7,31,5.24,5.5,,Bushnell,506 E,292491,1955895,
Yalbac509E,509,E,,,28,White-tailed Deer,1,2015,7,31,17.47,18,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,33,White-tailed Deer,1,2015,7,31,17.48,17.5,,Bushnell,509 E,281203,1934430,
Yalbac501e,501,E,,,14,White-tailed Deer,1,2015,8,1,5.48,6,,Bushnell,501 E,291363,1956977,
Yalbac512E,512,E,,,166,White-tailed Deer,1,2015,8,1,21.14,21,male,ScoutGuard,512 E,282178,1935684,
Yalbac501e,501,E,,,22,White-tailed Deer,1,2015,8,2,5.43,5.5,,Bushnell,501 E,291363,1956977,
Yalbac502E,502,E,,,3415,White-tailed Deer,1,2015,8,2,13.28,13.5,male,Moultrie,502 E,290847,1955799,
Yalbac506E,506,E,,,35,White-tailed Deer,1,2015,8,2,6.44,6.5,,Bushnell,506 E,292491,1955895,
Yalbac512E,512,E,,,272,White-tailed Deer,1,2015,8,2,17.43,17.5,male,ScoutGuard,512 E,282178,1935684,
Yalbac506E,506,E,,,40,White-tailed Deer,1,2015,8,3,11.02,11,,Bushnell,506 E,292491,1955895,
Yalbac509E,509,E,,,46,White-tailed Deer,1,2015,8,3,13.43,13.5,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,47,White-tailed Deer,1,2015,8,3,13.43,13.5,,Bushnell,509 E,281203,1934430,
Yalbac506E,506,E,,,52,White-tailed Deer,1,2015,8,4,14.36,14.5,,Bushnell,506 E,292491,1955895,
Yalbac501e,501,E,,,37,White-tailed Deer,1,2015,8,7,6.51,7,,Bushnell,501 E,291363,1956977,
Yalbac501e,501,E,,,43,White-tailed Deer,1,2015,8,7,16.48,17,,Bushnell,501 E,291363,1956977,
Yalbac502E,502,E,,,3436,White-tailed Deer,1,2015,8,7,13.46,13.5,male,Moultrie,502 E,290847,1955799,
Yalbac512E,512,E,,,810,White-tailed Deer,1,2015,8,7,17.36,17.5,,ScoutGuard,512 E,282178,1935684,
Yalbac501e,501,E,,,46,White-tailed Deer,1,2015,8,8,14.11,14,,Bushnell,501 E,291363,1956977,
Yalbac507E,507,E,,,93,White-tailed Deer,1,2015,8,8,10.24,10.5,male,Bushnell,507 E,283482,1934992,
Yalbac507E,507,E,,,103,White-tailed Deer,1,2015,8,8,10.26,10.5,female,Bushnell,507 E,283482,1934992,
Yalbac503E,503,E,,,121,White-tailed Deer,2,2015,8,9,16.59,17,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,124,White-tailed Deer,1,2015,8,9,17.01,17,male,Bushnell,503 E,291322,1957347,
Yalbac506E,506,E,,,75,White-tailed Deer,1,2015,8,10,13.37,13.5,,Bushnell,506 E,292491,1955895,
Yalbac509E,509,E,,,79,White-tailed Deer,1,2015,8,10,8.44,8.5,male,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,79,White-tailed Deer,1,2015,8,10,8.44,8.5,,Bushnell,509 E,281203,1934430,
Yalbac502E,502,E,,,3439,White-tailed Deer,1,2015,8,12,12.52,13,male,Moultrie,502 E,290847,1955799,
Yalbac504E,504,E,,,304,White-tailed Deer,1,2015,8,12,12.28,12.5,,Scoutguard,504 E,290567,1955971,
Yalbac504E,504,E,,,307,White-tailed Deer,1,2015,8,12,13.28,13.5,,Scoutguard,504 E,290567,1955971,
Yalbac504E,504,E,,,310,White-tailed Deer,1,2015,8,12,17.38,17.5,,Scoutguard,504 E,290567,1955971,
Yalbac509E,509,E,,,88,White-tailed Deer,1,2015,8,12,8.45,9,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,91,White-tailed Deer,1,2015,8,12,9.11,9,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,103,White-tailed Deer,1,2015,8,12,13.03,13,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,105,White-tailed Deer,1,2015,8,12,13.03,13,,Bushnell,509 E,281203,1934430,
Yalbac502E,502,E,,,3448,White-tailed Deer,1,2015,8,13,15.14,15,,Moultrie,502 E,290847,1955799,
Yalbac504E,504,E,,,314,White-tailed Deer,1,2015,8,13,6.24,6.5,,Scoutguard,504 E,290567,1955971,
Yalbac504E,504,E,,,318,White-tailed Deer,1,2015,8,13,7.2,7.5,,Scoutguard,504 E,290567,1955971,
Yalbac505E,505,E,,,1,White-tailed Deer,1,2015,8,13,17.28,17.5,,Moultrie,505 E,290522,1956892,
Yalbac505E,505,E,,,1,White-tailed Deer,1,2015,8,13,5.28,5.5,,Moultrie,505 E,290522,1956892,
Yalbac506E,506,E,,,97,White-tailed Deer,1,2015,8,13,9.52,10,,Bushnell,506 E,292491,1955895,
Yalbac504E,504,E,,,328,White-tailed Deer,1,2015,8,14,4.21,4.5,,Scoutguard,504 E,290567,1955971,
Yalbac510E,510,E,,,77,White-tailed Deer,1,2015,8,14,10,10,,Moultrie,510 E,281670,1934730,
Yalbac501e,501,E,,,55,White-tailed Deer,1,2015,8,15,14.01,14,,Bushnell,501 E,291363,1956977,
Yalbac502E,502,E,,,3462,White-tailed Deer,1,2015,8,15,6.43,6.5,male,Moultrie,502 E,290847,1955799,
Yalbac506E,506,E,,,106,White-tailed Deer,1,2015,8,15,7.11,7,,Bushnell,506 E,292491,1955895,
Yalbac504E,504,E,,,339,White-tailed Deer,1,2015,8,16,11.52,12,,Scoutguard,504 E,290567,1955971,
Yalbac505E,505,E,,,4,White-tailed Deer,1,2015,8,16,16.41,16.5,,Moultrie,505 E,290522,1956892,
Yalbac505E,505,E,,,4,White-tailed Deer,1,2015,8,16,4.41,4.5,,Moultrie,505 E,290522,1956892,
Yalbac506E,506,E,,,119,White-tailed Deer,1,2015,8,16,12.45,12.5,,Bushnell,506 E,292491,1955895,
Yalbac501e,501,E,,,61,White-tailed Deer,1,2015,8,18,14.21,18,,Bushnell,501 E,291363,1956977,
Yalbac501e,501,E,,,64,White-tailed Deer,1,2015,8,18,19.34,19.5,,Bushnell,501 E,291363,1956977,
Yalbac502E,502,E,,,3475,White-tailed Deer,1,2015,8,19,15.12,15,male,Moultrie,502 E,290847,1955799,
Yalbac501e,501,E,,,67,White-tailed Deer,2,2015,8,20,9.53,10,,Bushnell,501 E,291363,1956977,
Yalbac510E,510,E,,,101,White-tailed Deer,1,2015,8,20,9.47,9.5,,Moultrie,510 E,281670,1934730,
Yalbac501e,501,E,,,88,White-tailed Deer,1,2015,8,21,5.39,5.5,,Bushnell,501 E,291363,1956977,
Yalbac502E,502,E,,,3479,White-tailed Deer,1,2015,8,21,17.13,17,,Moultrie,502 E,290847,1955799,
Yalbac504E,504,E,,,416,White-tailed Deer,1,2015,8,21,10.34,10.5,,Scoutguard,504 E,290567,1955971,
Yalbac504E,504,E,,,440,White-tailed Deer,1,2015,8,21,18.01,18,,Scoutguard,504 E,290567,1955971,
Yalbac505E,505,E,,,7,White-tailed Deer,1,2015,8,21,7.58,8,,Moultrie,505 E,290522,1956892,
Yalbac505E,505,E,,,8,White-tailed Deer,1,2015,8,21,7.59,8,male,Moultrie,505 E,290522,1956892,
Yalbac510E,510,E,,,104,White-tailed Deer,1,2015,8,21,16.45,16.5,,Moultrie,510 E,281670,1934730,
Yalbac510E,510,E,,,107,White-tailed Deer,1,2015,8,21,18.55,19,,Moultrie,510 E,281670,1934730,
Yalbac503E,503,E,,,364,White-tailed Deer,2,2015,8,22,12.29,12.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,366,White-tailed Deer,1,2015,8,22,12.29,12.5,,Bushnell,503 E,291322,1957347,
Yalbac505E,505,E,,,13,White-tailed Deer,1,2015,8,22,5.51,6,,Moultrie,505 E,290522,1956892,
