Location,Cam nr,Series,Easting,Northing,Picture,Species,Nr,Year,Month,Day,Hour_exact,Hour_BERDS,Comment,Camera Brand,No_Sr,Easting,Northing,
Yalbac506D,506,D,,,88,Gray Fox,1,2015,6,14,12.15,12,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,91,Gray Fox,1,2015,6,14,22.34,22.5,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,94,Gray Fox,1,2015,6,15,9.16,9.5,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,97,Gray Fox,1,2015,6,16,14.48,15,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,100,Gray Fox,1,2015,6,17,18.03,18,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,103,Gray Fox,1,2015,6,18,19.19,19.5,,Bushnell,506 D,291532,1956956,
Yalbac503D,503,D,,,379,Gray Fox,1,2015,6,20,7.03,7,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,406,Gray Fox,1,2015,6,22,12.59,13,,Bushnell,503 D,292559,1958254,
Yalbac506D,506,D,,,112,Gray Fox,1,2015,6,23,11.31,11.5,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,115,Gray Fox,1,2015,6,23,20.15,20.5,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,127,Gray Fox,1,2015,6,26,13.3,13.5,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,142,Gray Fox,1,2015,6,29,19.21,19.5,,Bushnell,506 D,291532,1956956,
Yalbac501D,501,D,,,109,Gray Fox,1,2015,6,30,7.07,7,,Bushnell,501 D,292588,1957992,
Yalbac506D,506,D,,,145,Gray Fox,1,2015,6,30,20.57,21,,Bushnell,506 D,291532,1956956,
Yalbac503D,503,D,,,517,Gray Fox,1,2015,7,1,15.18,15.5,,Bushnell,503 D,292559,1958254,
Yalbac506D,506,D,,,151,Gray Fox,1,2015,7,2,19.14,19,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,154,Gray Fox,1,2015,7,3,23.05,23,,Bushnell,506 D,291532,1956956,
Yalbac509D,509,D,,,61,Gray Fox,1,2015,7,3,20.08,20,,Bushnell,509 D,280713,1934457,
Yalbac506D,506,D,,,160,Gray Fox,1,2015,7,4,10.19,10.5,,Bushnell,506 D,291532,1956956,
Yalbac509D,509,D,,,64,Gray Fox,1,2015,7,4,19.45,20,,Bushnell,509 D,280713,1934457,
Yalbac510D,510,D,,,118,Gray Fox,1,2015,7,4,6.37,6.5,,Moultrie,510 D,282702,1935595,
Yalbac507D,507,D,,,64,Gray Fox,1,2015,7,5,4.47,5,Encounter with cane toad,Bushnell,507 D,283856,1935164,
Yalbac503D,503,D,,,565,Gray Fox,1,2015,7,6,8.16,8.5,,Bushnell,503 D,292559,1958254,
Yalbac504D,504,D,,,77,Gray Fox,1,2015,7,8,12.39,12.5,,Scoutguard,504 D,291590,1956114,
Yalbac503D,503,D,,,604,Gray Fox,1,2015,7,11,14.41,14.5,,Bushnell,503 D,292559,1958254,
Yalbac506D,506,D,,,175,Gray Fox,1,2015,7,11,12.2,12.5,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,181,Gray Fox,1,2015,7,11,13.44,13.5,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,184,Gray Fox,1,2015,7,12,4.53,5,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,190,Gray Fox,1,2015,7,13,11.26,11.5,,Bushnell,506 D,291532,1956956,
Yalbac501D,501,D,,,142,Gray Fox,1,2015,7,14,9.48,10,,Bushnell,501 D,292588,1957992,
Yalbac504D,504,D,,,80,Gray Fox,1,2015,7,14,12.23,12.5,,Scoutguard,504 D,291590,1956114,
Yalbac506D,506,D,,,202,Gray Fox,1,2015,7,14,9.55,10,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,208,Gray Fox,1,2015,7,14,10.56,11,,Bushnell,506 D,291532,1956956,
Yalbac504D,504,D,,,83,Gray Fox,1,2015,7,19,15.55,16,,Scoutguard,504 D,291590,1956114,
Yalbac501D,501,D,,,148,Gray Fox,1,2015,7,20,13.08,13,,Bushnell,501 D,292588,1957992,
Yalbac503D,503,D,,,808,Gray Fox,1,2015,7,20,19.15,19.5,,Bushnell,503 D,292559,1958254,
Yalbac506D,506,D,,,223,Gray Fox,1,2015,7,20,11.3,11.5,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,226,Gray Fox,1,2015,7,20,12.13,12,,Bushnell,506 D,291532,1956956,
Yalbac503D,503,D,,,820,Gray Fox,1,2015,7,21,11.13,11,,Bushnell,503 D,292559,1958254,
Yalbac506D,506,D,,,235,Gray Fox,1,2015,7,21,15.42,15.5,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,238,Gray Fox,1,2015,7,21,15.46,16,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,241,Gray Fox,1,2015,7,22,11.39,11.5,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,253,Gray Fox,1,2015,7,22,16.28,16.5,,Bushnell,506 D,291532,1956956,
Yalbac506D,506,D,,,256,Gray Fox,1,2015,7,23,20.23,20.5,,Bushnell,506 D,291532,1956956,
Yalbac503D,503,D,,,958,Gray Fox,1,2015,7,24,14.35,14.5,,Bushnell,503 D,292559,1958254,
Yalbac501D,501,D,,,163,Gray Fox,1,2015,7,25,19.24,19.5,,Bushnell,501 D,292588,1957992,
Yalbac503D,503,D,,,976,Gray Fox,1,2015,7,25,13.2,13.5,With prey,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,979,Gray Fox,1,2015,7,25,17.13,17,,Bushnell,503 D,292559,1958254,
Yalbac504D,504,D,,,97,Gray Fox,1,2015,7,27,17.02,17,,Scoutguard,504 D,291590,1956114,
Yalbac509D,509,D,,,109,Gray Fox,1,2015,7,27,4.26,4.5,,Bushnell,509 D,280713,1934457,
Yalbac504E,504,E,,,46,Gray Fox,1,2015,7,30,22.44,22.5,,Scoutguard,504 E,290567,1955971,
Yalbac509E,509,E,,,19,Gray Fox,1,2015,7,30,4.23,4.5,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,21,Gray Fox,1,2015,7,30,4.23,4.5,,Bushnell,509 E,281203,1934430,
Yalbac510E,510,E,,,16,Gray Fox,1,2015,7,30,5.25,5,,Moultrie,510 E,281670,1934730,
Yalbac512E,512,E,,,45,Gray Fox,1,2015,7,30,8.25,8.5,,ScoutGuard,512 E,282178,1935684,
Yalbac507E,507,E,,,36,Gray Fox,1,2015,7,31,22.28,22.5,,Bushnell,507 E,283482,1934992,
Yalbac509E,509,E,,,22,Gray Fox,1,2015,7,31,0.16,0,,Bushnell,509 E,281203,1934430,
Yalbac501e,501,E,,,19,Gray Fox,1,2015,8,1,19.17,19.5,,Bushnell,501 E,291363,1956977,
Yalbac504E,504,E,,,89,Gray Fox,1,2015,8,2,22.18,22.5,,Scoutguard,504 E,290567,1955971,
Yalbac510E,510,E,,,26,Gray Fox,1,2015,8,2,1.4,1.5,,Moultrie,510 E,281670,1934730,
Yalbac510E,510,E,,,29,Gray Fox,1,2015,8,2,19.23,19.5,,Moultrie,510 E,281670,1934730,
Yalbac509E,509,E,,,49,Gray Fox,1,2015,8,4,21.44,21.5,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,50,Gray Fox,1,2015,8,4,21.44,21.5,,Bushnell,509 E,281203,1934430,
Yalbac512E,512,E,,,527,Gray Fox,1,2015,8,4,19.17,19,,ScoutGuard,512 E,282178,1935684,
Yalbac502E,502,E,,,3418,Gray Fox,1,2015,8,5,3.08,3,,Moultrie,502 E,290847,1955799,
Yalbac510E,510,E,,,44,Gray Fox,1,2015,8,6,11.54,12,,Moultrie,510 E,281670,1934730,
Yalbac504E,504,E,,,219,Gray Fox,1,2015,8,7,5.27,5.5,,Scoutguard,504 E,290567,1955971,
Yalbac504E,504,E,,,221,Gray Fox,1,2015,8,7,10.45,11,,Scoutguard,504 E,290567,1955971,
Yalbac507E,507,E,,,86,Gray Fox,1,2015,8,7,14.59,15,,Bushnell,507 E,283482,1934992,
Yalbac509E,509,E,,,64,Gray Fox,1,2015,8,7,3.42,3.5,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,64,Gray Fox,1,2015,8,7,3.42,3.5,,Bushnell,509 E,281203,1934430,
Yalbac501e,501,E,,,49,Gray Fox,1,2015,8,8,16.42,15.5,,Bushnell,501 E,291363,1956977,
Yalbac509E,509,E,,,70,Gray Fox,1,2015,8,8,7.4,7.5,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,70,Gray Fox,1,2015,8,8,7.4,7.5,,Bushnell,509 E,281203,1934430,
Yalbac507E,507,E,,,172,Gray Fox,1,2015,8,10,23.39,0,,Bushnell,507 E,283482,1934992,
Yalbac509E,509,E,,,76,Gray Fox,1,2015,8,10,7.17,7.5,,Bushnell,509 E,281203,1934430,
Yalbac509E,509,E,,,77,Gray Fox,1,2015,8,10,7.17,7,,Bushnell,509 E,281203,1934430,
Yalbac501e,501,E,,,52,Gray Fox,1,2015,8,11,3.23,3.5,,Bushnell,501 E,291363,1956977,
Yalbac510E,510,E,,,56,Gray Fox,1,2015,8,11,20.13,20,,Moultrie,510 E,281670,1934730,
Yalbac510E,510,E,,,82,Gray Fox,1,2015,8,14,23.47,23.5,,Moultrie,510 E,281670,1934730,
Yalbac507E,507,E,,,212,Gray Fox,1,2015,8,16,5.04,5,,Bushnell,507 E,283482,1934992,
Yalbac507E,507,E,,,216,Gray Fox,1,2015,8,17,16.34,16.5,,Bushnell,507 E,283482,1934992,
Yalbac510E,510,E,,,92,Gray Fox,1,2015,8,17,20.38,20.5,,Moultrie,510 E,281670,1934730,
Yalbac504E,504,E,,,385,Gray Fox,1,2015,8,20,11.44,11.5,,Scoutguard,504 E,290567,1955971,
Yalbac507E,507,E,,,251,Gray Fox,1,2015,8,20,15.11,15,,Bushnell,507 E,283482,1934992,
Yalbac501e,501,E,,,85,Gray Fox,1,2015,8,21,3.25,3.5,,Bushnell,501 E,291363,1956977,
Yalbac507E,507,E,,,328,Gray Fox,1,2015,8,22,20.26,20.5,,Bushnell,507 E,283482,1934992,
Yalbac501e,501,E,,,100,Gray Fox,1,2015,8,23,19.2,19.5,,Bushnell,501 E,291363,1956977,
Yalbac502E,502,E,,,3485,Gray Fox,1,2015,8,24,4.59,5,,Moultrie,502 E,290847,1955799,
Yalbac504E,504,E,,,482,Gray Fox,1,2015,8,24,23.19,23.5,,Scoutguard,504 E,290567,1955971,
Yalbac506E,506,E,,,188,Gray Fox,1,2015,8,25,9.28,9.5,,Bushnell,506 E,292491,1955895,
Yalbac501e,501,E,,,109,Gray Fox,1,2015,8,26,12.57,13,,Bushnell,501 E,291363,1956977,
Yalbac504E,504,E,,,524,Gray Fox,1,2015,8,26,21.35,21.5,,Scoutguard,504 E,290567,1955971,
Yalbac507E,507,E,,,368,Gray Fox,1,2015,8,26,10.3,10.5,,Bushnell,507 E,283482,1934992,
Yalbac501e,501,E,,,112,Gray Fox,1,2015,8,27,19.21,19.2,,Bushnell,501 E,291363,1956977,
Yalbac510E,510,E,,,151,Gray Fox,1,2015,9,1,20.58,21,,Moultrie,510 E,281670,1934730,
Yalbac502E,502,E,,,3529,Gray Fox,1,2015,9,3,11.06,11,,Moultrie,502 E,290847,1955799,
Yalbac502E,502,E,,,3539,Gray Fox,1,2015,9,6,10.16,10,,Moultrie,502 E,290847,1955799,
Yalbac504E,504,E,,,661,Gray Fox,1,2015,9,6,11.45,12,,Scoutguard,504 E,290567,1955971,
Yalbac510E,510,E,,,201,Gray Fox,1,2015,9,6,15.2,15.5,,Moultrie,510 E,281670,1934730,
Yalbac507E,507,E,,,463,Gray Fox,1,2015,9,7,14.04,14,,Bushnell,507 E,283482,1934992,
Yalbac501e,501,E,,,178,Gray Fox,1,2015,9,8,3.54,4,,Bushnell,501 E,291363,1956977,
Yalbac501e,501,E,,,181,Gray Fox,1,2015,9,8,11.12,11,,Bushnell,501 E,291363,1956977,
Yalbac504E,504,E,,,739,Gray Fox,1,2015,9,9,14.27,14.5,,Scoutguard,504 E,290567,1955971,
Yalbac503E,503,E,,,731,Gray Fox,1,2015,9,11,13.43,13.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,734,Gray Fox,1,2015,9,11,13.43,13.5,,Bushnell,503 E,291322,1957347,
Yalbac510E,510,E,,,226,Gray Fox,1,2015,9,11,8.53,9,,Moultrie,510 E,281670,1934730,
Yalbac503E,503,E,,,787,Gray Fox,1,2015,9,12,12.59,13,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,788,Gray Fox,1,2015,9,12,12.59,13,,Bushnell,503 E,291322,1957347,
Yalbac510FG,510,FG,,,27,Gray Fox,1,2015,9,15,19.31,19.5,,Moultrie,510FG,281361,1934328,
Yalbac503F,503,F,,,56,Gray Fox,1,2015,9,17,14.37,14.5,,Bushnell,503F,291313,1957359,
Yalbac501f,501,F,,,13,Gray Fox,1,2015,9,18,10.5,11,,,501F,292314,1958107,
Yalbac507F,507,F,,,13,Gray Fox,1,2015,9,18,22.18,22,,Bushnell,507F,283119,1935211,
Yalbac507F,507,F,,,18,Gray Fox,1,2015,9,19,21.55,22,,Bushnell,507F,283119,1935211,
Yalbac501f,501,F,,,34,Gray Fox,1,2015,9,24,11.42,11.5,,,501F,292314,1958107,
Yalbac510FG,510,FG,,,43,Gray Fox,1,2015,9,26,18.5,19,,Moultrie,510FG,281361,1934328,
Yalbac501f,501,F,,,55,Gray Fox,1,2015,10,1,23.12,23,,,501F,292314,1958107,
Yalbac512F,512,F,,,106,Gray Fox,1,2015,10,6,2.36,2.5,,ScoutGuard,512F,281718,1935445,
Yalbac510FG,510,FG,,,76,Gray Fox,1,2015,10,12,14.11,14,,Moultrie,510FG,281361,1934328,
Yalbac501f,501,F,,,97,Gray Fox,1,2015,10,13,10.5,11,,,501F,292314,1958107,
Yalbac501f,501,F,,,103,Gray Fox,1,2015,10,14,4.25,4.5,,,501F,292314,1958107,
Yalbac510FG,510,FG,,,50,Gray Fox,1,2015,10,15,11.37,11.5,,Moultrie,510FG,281361,1934328,
Yalbac510FG,510,FG,,,82,Gray Fox,1,2015,10,18,12.57,13,,Moultrie,510FG,281361,1934328,
Yalbac501f,501,F,,,142,Gray Fox,1,2015,10,19,7.46,8,,,501F,292314,1958107,
Yalbac511G,511,G,,,82,Gray Fox,1,2015,10,21,18.28,18.5,,Moultrie,511FG,282114,1934484,
Yalbac511G,511,G,,,94,Gray Fox,1,2015,10,28,18.3,18.5,,Moultrie,511FG,282114,1934484,
Yalbac505F,505,F,,,106,Gray Fox,1,2015,10,31,1.34,1.5,,Moultrie,505F,290310,1956304,
Yalbac501f,501,F,,,184,Gray Fox,1,2015,11,1,9.24,9.5,,,501F,292314,1958107,
Yalbac505F,505,F,,,109,Gray Fox,1,2015,11,1,5.28,5.5,,Moultrie,505F,290310,1956304,
Yalbac505F,505,F,,,136,Gray Fox,1,2015,11,2,12.55,13,,Moultrie,505F,290310,1956304,
Yalbac502F,502,F,,,3654,Gray Fox,1,2015,11,6,18.14,18,,Moultrie,502F,289306,1957023,
Yalbac511G,511,G,,,125,Gray Fox,1,2015,11,8,16.33,16.5,,Moultrie,511FG,282114,1934484,
Yalbac507G,507,G,,,23,Gray Fox,1,2015,11,10,13.5,14,,Bushnell,507G,282985,1935446,
Yalbac510FG,510,FG,,,151,Gray Fox,1,2015,11,18,10.24,10,,Moultrie,510FG,281361,1934328,
Yalbac511G,511,G,,,139,Gray Fox,1,2015,11,20,13.22,13.5,,Moultrie,511FG,282114,1934484,
Yalbac506G,506,G,,,220,Gray Fox,1,2015,11,23,12.23,12.5,,Bushnell,506G,292534,1956194,
Yalbac509G,509,G,,,31,Gray Fox,1,2015,11,23,12.34,12.5,,Bushnell,509G,283441,1934595.208,
Yalbac506G,506,G,,,223,Gray Fox,1,2015,11,24,11.12,11,,Bushnell,506G,292534,1956194,
Yalbac505G,505,G,,,52,Gray Fox,1,2015,11,27,5.4,5.5,,Moultrie,505G,291021,1956145,
Yalbac512G,512,G,,,62,Gray Fox,1,2015,11,27,12.56,13,,ScoutGuard,512G,282179,1935657,
Yalbac506G,506,G,,,265,Gray Fox,1,2015,11,29,0.17,0,,Bushnell,506G,292534,1956194,
Yalbac506G,506,G,,,268,Gray Fox,1,2015,11,29,12.26,12.5,,Bushnell,506G,292534,1956194,
Yalbac510FG,510,FG,,,175,Gray Fox,1,2015,11,29,1.52,2,,Moultrie,510FG,281361,1934328,
Yalbac505G,505,G,,,67,Gray Fox,1,2015,11,30,10.19,10.5,,Moultrie,505G,291021,1956145,
Yalbac505G,505,G,,,70,Gray Fox,1,2015,11,30,11.15,11.5,,Moultrie,505G,291021,1956145,
Yalbac505G,505,G,,,73,Gray Fox,1,2015,11,30,19.07,19,,Moultrie,505G,291021,1956145,
Yalbac507H,507,H,,,22,Gray Fox,1,2015,12,1,10.38,10.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac507H,507,H,,,25,Gray Fox,1,2015,12,1,12.35,12.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac507H,507,H,,,139,Gray Fox,1,2016,12,1,19.44,19.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac512H,512,H,,,13,Gray Fox,1,2015,12,2,12.4,12.5,,ScoutGuard,512H,283335,1934690.881,
Yalbac505G,505,G,,,82,Gray Fox,1,2015,12,3,5.05,5,,Moultrie,505G,291021,1956145,
Yalbac512H,512,H,,,22,Gray Fox,1,2015,12,3,5.36,5.5,,ScoutGuard,512H,283335,1934690.881,
Yalbac506G,506,G,,,289,Gray Fox,1,2015,12,4,11.31,11.5,,Bushnell,506G,292534,1956194,
Yalbac506G,506,G,,,292,Gray Fox,1,2015,12,4,13.48,14,,Bushnell,506G,292534,1956194,
Yalbac505G,505,G,,,88,Gray Fox,1,2015,12,5,10.26,10.5,,Moultrie,505G,291021,1956145,
Yalbac506G,506,G,,,301,Gray Fox,1,2015,12,5,7.34,7.5,,Bushnell,506G,292534,1956194,
Yalbac507H,507,H,,,58,Gray Fox,1,2015,12,6,4.07,4,Time off,Bushnell,507H,283483,1934993.94,
Yalbac505G,505,G,,,94,Gray Fox,1,2015,12,7,2.2,2.5,,Moultrie,505G,291021,1956145,
Yalbac509H,509,H,,,112,Gray Fox,1,2015,12,7,10.57,11,,Bushnell,509H,283730,1935382.07,
Yalbac506G,506,G,,,334,Gray Fox,1,2015,12,8,12.04,12,,Bushnell,506G,292534,1956194,
Yalbac507H,507,H,,,85,Gray Fox,1,2015,12,8,3.38,3.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac507H,507,H,,,169,Gray Fox,1,2016,12,8,3.54,4,Time off,Bushnell,507H,283483,1934993.94,
Yalbac505G,505,G,,,124,Gray Fox,1,2015,12,9,11.2,11.5,,Moultrie,505G,291021,1956145,
Yalbac507H,507,H,,,178,Gray Fox,1,2016,12,10,10.05,10,Time off,Bushnell,507H,283483,1934993.94,
Yalbac507H,507,H,,,185,Gray Fox,1,2016,12,10,18.15,18.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac505G,505,G,,,130,Gray Fox,1,2015,12,11,3.38,3.5,,Moultrie,505G,291021,1956145,
Yalbac505G,505,G,,,133,Gray Fox,1,2015,12,11,12.3,12.5,,Moultrie,505G,291021,1956145,
Yalbac505G,505,G,,,142,Gray Fox,1,2015,12,13,21.31,21.5,,Moultrie,505G,291021,1956145,
Yalbac506G,506,G,,,397,Gray Fox,1,2015,12,15,12.02,12,,Bushnell,506G,292534,1956194,
Yalbac507H,507,H,,,238,Gray Fox,2,2016,12,15,20.19,20.5,Time off,Bushnell,507H,283483,1934993.94,
Yalbac505G,505,G,,,152,Gray Fox,1,2015,12,16,5.07,5,,Moultrie,505G,291021,1956145,
Yalbac505G,505,G,,,154,Gray Fox,1,2015,12,16,20.3,20.5,,Moultrie,505G,291021,1956145,
Yalbac508H,508,H,,,1791,Gray Fox,1,2015,12,17,1.2,1.5,,ScoutGuard,,,,
Yalbac510H,510,H,,,151,Gray Fox,1,2015,12,17,10.56,11,,Moultrie,510H,282719,1935522.766,
Yalbac505G,505,G,,,163,Gray Fox,1,2015,12,22,5.36,5.5,,Moultrie,505G,291021,1956145,
Yalbac505G,505,G,,,193,Gray Fox,1,2015,12,27,4.29,4.5,,Moultrie,505G,291021,1956145,
Yalbac505G,505,G,,,196,Gray Fox,1,2015,12,27,8.31,8.5,,Moultrie,505G,291021,1956145,
Yalbac511H,511,H,,,130,Gray Fox,1,2015,12,28,6.42,6.5,,Moultrie,511H,282087,1935456.716,
Yalbac511H,511,H,,,136,Gray Fox,1,2015,12,28,20.57,21,,Moultrie,511H,282087,1935456.716,
Yalbac505G,505,G,,,199,Gray Fox,1,2015,12,29,11.37,11.5,,Moultrie,505G,291021,1956145,
Yalbac505G,505,G,,,205,Gray Fox,1,2015,12,30,9.37,9.5,,Moultrie,505G,291021,1956145,
Yalbac505G,505,G,,,217,Gray Fox,1,2015,12,31,23.21,23.5,,Moultrie,505G,291021,1956145,
Yalbac505G,505,G,,,220,Gray Fox,1,2015,12,31,11.24,11.5,,Moultrie,505G,291021,1956145,
Yalbac504F,504,F,,,442,Gray Fox,1,2015,9,30,11,11,,HCO ScoutGuard,504F,289314,1956370,
Yalbac503E,503,E,,,13,Gray-headed Dove,1,2015,8,1,17.35,17.5,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,33,Gray-headed Dove,1,2015,8,2,9.15,9,,Bushnell,503 E,291322,1957347,
Yalbac503E,503,E,,,308,Gray-headed Dove,1,2015,8,20,12.34,12.5,,Bushnell,503 E,291322,1957347,
Yalbac504C,504,C,,,1209,Gray-headed Dove,1,2015,5,28,8.13,8,,ScoutGuard,504 C,292789,1954318,
Yalbac504C,504,C,,,1212,Gray-headed Dove,1,2015,5,28,9.1,9,,ScoutGuard,504 C,292789,1954318,
Yalbac504D,503,D,,,22,Gray-headed Dove,1,2015,5,30,16.09,16,,Bushnell,,,,
Yalbac503D,503,D,,,94,Gray-headed Dove,1,2015,6,4,13.03,13,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,103,Gray-headed Dove,1,2015,6,4,13.25,13.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,121,Gray-headed Dove,1,2015,6,4,17.02,17,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,127,Gray-headed Dove,1,2015,6,6,7.31,7.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,151,Gray-headed Dove,1,2015,6,8,10.52,11,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,235,Gray-headed Dove,1,2015,6,12,9.09,9,,Bushnell,503 D,292559,1958254,
Yalbac507D,507,D,,,31,Gray-headed Dove,1,2015,6,12,7.35,7.5,,Bushnell,507 D,283856,1935164,
Yalbac507D,507,D,,,31,Gray-headed Dove,2,2015,6,13,6.52,7,,Bushnell,507 D,283856,1935164,
Yalbac503D,503,D,,,289,Gray-headed Dove,1,2015,6,14,15.51,16,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,294,Gray-headed Dove,1,2015,6,14,16.27,16.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,328,Gray-headed Dove,1,2015,6,16,6.3,6.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,364,Gray-headed Dove,1,2015,6,19,10.1,10,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,382,Gray-headed Dove,1,2015,6,20,16.07,16,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,388,Gray-headed Dove,1,2015,6,21,16.57,17,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,409,Gray-headed Dove,1,2015,6,22,16.38,16.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,418,Gray-headed Dove,1,2015,6,23,14.23,14.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,448,Gray-headed Dove,1,2015,6,25,8.43,8.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,457,Gray-headed Dove,1,2015,6,26,10.38,10.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,469,Gray-headed Dove,1,2015,6,28,7.42,7.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,472,Gray-headed Dove,1,2015,6,28,8.16,8.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,478,Gray-headed Dove,1,2015,6,28,14.39,14.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,493,Gray-headed Dove,1,2015,6,30,15.45,16,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,523,Gray-headed Dove,1,2015,7,2,13.1,13,,Bushnell,503 D,292559,1958254,
Yalbac501D,501,D,,,122,Gray-headed Dove,2,2015,7,4,11.57,12,,Bushnell,501 D,292588,1957992,
Yalbac503D,503,D,,,532,Gray-headed Dove,1,2015,7,4,6.45,7,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,595,Gray-headed Dove,1,2015,7,11,7.3,7.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,619,Gray-headed Dove,1,2015,7,13,17.48,18,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,685,Gray-headed Dove,1,2015,7,16,14,14,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,739,Gray-headed Dove,1,2015,7,17,12.29,12.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,754,Gray-headed Dove,1,2015,7,18,11.28,11.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,772,Gray-headed Dove,2,2015,7,19,6.5,7,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,781,Gray-headed Dove,1,2015,7,19,12.47,13,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,799,Gray-headed Dove,1,2015,7,20,12.21,12.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,817,Gray-headed Dove,1,2015,7,21,10.55,11,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,943,Gray-headed Dove,1,2015,7,24,8.02,8,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,1,Gray-headed Dove,1,2015,7,26,13.47,14,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,7,Gray-headed Dove,1,2015,7,26,14.2,14.5,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,37,Gray-headed Dove,1,2015,7,27,18.08,18,,Bushnell,503 D,292559,1958254,
Yalbac503D,503,D,,,82,Gray-headed Dove,1,2015,7,28,15.07,15,,Bushnell,503 D,292559,1958254,
Yalbac512E,512,E,,,917,Gray-headed Dove,1,2015,8,14,7.26,7.5,,ScoutGuard,512 E,282178,1935684,
Yalbac512E,512,E,,,1493,Gray-headed Dove,1,2015,8,21,7.42,7.5,,ScoutGuard,512 E,282178,1935684,
Yalbac512E,512,E,,,2611,Gray-headed Dove,1,2015,9,10,8.1,8,,ScoutGuard,512 E,282178,1935684,
Yalbac512F,512,F,,,51,Gray-headed Dove,1,2015,9,22,7.43,7.5,,ScoutGuard,512F,281718,1935445,
Yalbac512F,512,F,,,86,Gray-headed Dove,1,2015,9,26,15.14,15,,ScoutGuard,512F,281718,1935445,
Yalbac507F,507,F,,,22,Gray-headed Dove,1,2015,10,3,7.11,7,,Bushnell,507F,283119,1935211,
Yalbac509F,509,F,,,97,Gray-headed Dove,1,2015,10,25,7.37,7.5,,Bushnell,509F,283280,1934662,
