Location,Camera,Easting,Northing,Cam nr,series,picture,species name,Nr,Year,Month ,Day,Hour Exact,Comment,camera brand,,Location,Logging,,
,811A,292245,1941778,811,a,17,Tayra,1,,1,2,13.00,,bushnell,811A,Laguna Seca,yes,,
,809D,290096,1941263,809,d,727,Tayra,1,,6,23,14.14,,bushnell,809D,Laguna Seca,yes,,
,805E,286387,1955474,805,e,43,Tayra,1,,7,3,6.57,,bushnell,805E,Yalbac,yes,,
,814E,291291,1941517,814,e,61,Tayra,1,,10,26,11.19,,bushnell,814E,Laguna Seca,yes,,
,805E,286387,1955474,805,e,175,Tayra,1,,8,5,11.06,,bushnell,805E,Yalbac,yes,,
,814E,291291,1941517,814,e,412,Tayra,1,,8,2,10.50,,bushnell,814E,Laguna Seca,yes,,
,802E,288640,1957207,802,e,7040013,Tayra,1,2018,7,4,6.27,,bushnell,802E,Yalbac,yes,,
,802E,288640,1957207,802,e,7070017,Tayra,1,2018,7,7,11.13,,bushnell,802E,Yalbac,yes,,
,802E,288640,1957207,802,e,7100021,Tayra,1,2018,7,10,16.45,,bushnell,802E,Yalbac,yes,,
,802E,288640,1957207,802,e,7230077,Tayra,1,2018,7,23,5.32,,bushnell,802E,Yalbac,yes,,
,814B,289938,1941186,814,b,21,Thicket Tinamou,1,,3,6,7.39,,bushnell,814B,Laguna Seca,yes,,
,814E,291291,1941517,814,e,416,Thicket Tinamou,1,,8,2,14.17,,bushnell,814E,Laguna Seca,yes,,
,801A,292707,1955722,801,a,5108,Unidentified mammal,1,2018,3,3,11.14,,Moultrie,801A,Yalbac,yes,,
,807C,293761,1956731,807,c,118,Unidentified mammal,1,,5,10,19.46,,bushnell,807C,Yalbac,yes,,
,809D,290096,1941263,809,d,103,Unidentified Mammal,1,,5,27,19.38,,bushnell,809D,Laguna Seca,yes,,
,804E,286000,1954721,804,e,53,Unidentified mammal,1,,7,3,11.29,,bushnell,804E,Yalbac,yes,,
,804G,285989,1954514,804,g,305,Unknown,1,,12,20,6.31,,bushnell,804G,Yalbac,yes,,
,804F,286001,1954723,804,f,37,Unknown bird,1,,9,13,17.19,,bushnell,804F,Yalbac,yes,,
,814B,289938,1941186,814,b,349,Unknown Rodent,1,,4,15,21.01,,bushnell,814B,Laguna Seca,yes,,
,814B,289938,1941186,814,b,353,Unknown Rodent,1,,4,15,21.59,,bushnell,814B,Laguna Seca,yes,,
,814B,289938,1941186,814,b,368,Unknown Rodent,1,,4,16,1.21,,bushnell,814B,Laguna Seca,yes,,
,805C,293772,1956551,805,c,55,Unknown Rodent,1,,5,17,0.52,,bushnell,805C,Yalbac,yes,,
,805C,293772,1956551,805,c,58,Unknown Rodent,1,,5,19,0.18,,bushnell,805C,Yalbac,yes,,
,804D,286002,1954720,804,d,158,Unknown Rodent,1,,6,13,0.18,,bushnell,804D,Yalbac,yes,,
,804D,286002,1954720,804,d,169,Unknown Rodent,1,,6,23,1.32,,bushnell,804D,Yalbac,yes,,
,813D,290557,1941423,813,d,197,Unknown Rodent,1,,6,16,0.33,,bushnell,813D,Laguna Seca,yes,,
,813E,290559,1941411,813,e,55,Unknown Rodent,1,,7,4,19.38,,bushnell,813E,Laguna Seca,yes,,
,813E,290559,1941411,813,e,70,Unknown Rodent,1,,7,6,19.42,,bushnell,813E,Laguna Seca,yes,,
,813E,290559,1941411,813,e,142,Unknown Rodent,1,,7,15,20.51,,bushnell,813E,Laguna Seca,yes,,
,813E,290559,1941411,813,e,146,Unknown Rodent,1,,7,15,23.34,,bushnell,813E,Laguna Seca,yes,,
,813D,290557,1941423,813,d,88,Virginia opossum,1,,6,1,2.35,,bushnell,813D,Laguna Seca,yes,,
,814E,291291,1941517,814,e,21,Virginia opossum,1,,6,28,23.31,,bushnell,814E,Laguna Seca,yes,,
,813E,290559,1941411,813,e,46,Virginia opossum,1,,7,3,23.41,,bushnell,813E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,660,Virginia opossum,1,,8,22,18.25,,bushnell,814E,Laguna Seca,yes,,
,805E,286387,1955474,805,e,130,White-lipped Peccary,26,,8,2,18.45,"2 adults, 1 piglet",bushnell,805E,Yalbac,yes,,
,803G,287359,1957524,803,g,310,White-lipped Peccary,8,,12,18,8.37,,bushnell,803G,Yalbac,yes,,
,813C,293930,1941444,813,c,59,White-nosed Coati,1,,5,8,14.01,,bushnell,813C,Laguna Seca,yes,,
,813C,293930,1941444,813,c,76,White-nosed Coati,1,,5,16,14.56,,bushnell,813C,Laguna Seca,yes,,
,814C,295491,1940684,814,c,174,White-nosed Coati,1,,5,3,7.02,,bushnell,814C,Laguna Seca,yes,,
,805D,286384,1955478,805,d,52,White-nosed Coati,17,,6,10,11.23,plus baby,bushnell,805D,Yalbac,yes,,
,805D,286384,1955478,805,d,118,White-nosed Coati,1,,6,25,5.13,,bushnell,805D,Yalbac,yes,,
,805D,286384,1955478,805,d,121,White-nosed Coati,1,,6,27,10.17,,bushnell,805D,Yalbac,yes,,
,805E,286387,1955474,805,e,7,White-nosed Coati,1,,6,27,12.49,,bushnell,805E,Yalbac,yes,,
,805E,286387,1955474,805,e,61,White-nosed Coati,1,,7,8,9.28,,bushnell,805E,Yalbac,yes,,
,804E,286000,1954721,804,e,97,White-nosed Coati,1,,7,7,10.03,,bushnell,804E,Yalbac,yes,,
,805E,286387,1955474,805,e,187,White-nosed Coati,1,,8,7,8.41,,bushnell,805E,Yalbac,yes,,
,805E,286387,1955474,805,e,235,White-nosed Coati,1,,8,11,6.48,,bushnell,805E,Yalbac,yes,,
,805E,286387,1955474,805,e,238,White-nosed Coati,1,,8,11,7.26,,bushnell,805E,Yalbac,yes,,
,807F,288221,1957509,807,f,13,White-nosed Coati,5,,9,12,8.40,,bushnell,807F,Yalbac,yes,,
,803F,287367,1957733,803,f,349,White-nosed Coati,1,,10,15,9.17,,bushnell,803F,Yalbac,yes,,
,803F,287367,1957733,803,f,352,White-nosed Coati,1,,10,15,12.58,,bushnell,803F,Yalbac,yes,,
,803F,287367,1957733,803,f,379,White-nosed Coati,3,,10,22,7.32,,bushnell,803F,Yalbac,yes,,
,802F,288642,1957201,802,f,9110009,White-nosed Coati,13,2018,9,11,17.50,,bushnell,802F,Yalbac,yes,,
,802F,288642,1957201,802,f,9150041,White-nosed Coati,7,2018,9,15,15.47,,bushnell,802F,Yalbac,yes,,
,802F,288642,1957201,802,f,9170061,White-nosed Coati,3,2018,9,17,17.37,,bushnell,802F,Yalbac,yes,,
,802F,288642,1957201,802,f,9180077,White-nosed Coati,1,2018,9,18,8.08,,bushnell,802F,Yalbac,yes,,
,802F,288642,1957201,802,f,10010125,White-nosed Coati,8,2018,10,1,16.01,,bushnell,802F,Yalbac,yes,,
,802F,288642,1957201,802,f,10020133,White-nosed Coati,5,2018,10,2,16.59,,bushnell,802F,Yalbac,yes,,
,804G,285989,1954514,804,g,65,White-nosed Coati,1,,11,21,14.49,,bushnell,804G,Yalbac,yes,,
,805G,286387,1955277,805,g,139,White-nosed Coati,11,,12,10,10.27,,bushnell,805G,Yalbac,yes,,
,805G,286387,1955277,805,g,250,White-nosed Coati,0,,12,14,13.34,,bushnell,805G,Yalbac,yes,,
,804G,285989,1954514,804,g,289,White-nosed Coati,1,,12,19,14.03,,bushnell,804G,Yalbac,yes,,
,802G,288636,1956993,802,g,12200021,White-nosed Coati,1,2018,12,20,16.12,,bushnell,802G,Yalbac,yes,,
,802G,288636,1956993,802,g,12280029,White-nosed Coati,1,2018,12,28,8.44,,bushnell,802G,Yalbac,yes,,
,801A,292707,1955722,801,a,4926,White-tailed Deer,1,2018,1,3,7.24,,Moultrie,801A,Yalbac,yes,,
,801A,292707,1955722,801,a,4942,White-tailed Deer,1,2018,1,4,10.03,,Moultrie,801A,Yalbac,yes,,
,801A,292707,1955722,801,a,4944,White-tailed Deer,1,2018,1,6,13.59,,Moultrie,801A,Yalbac,yes,,
,801A,292707,1955722,801,a,4947,White-tailed Deer,1,2018,1,10,10.53,,Moultrie,801A,Yalbac,yes,,
,801A,292707,1955722,801,a,4950,White-tailed Deer,2,2018,1,10,10.54,,Moultrie,801A,Yalbac,yes,,
,801A,292707,1955722,801,a,4959,White-tailed Deer,1,2018,1,13,11.05,,Moultrie,801A,Yalbac,yes,,
,801A,292707,1955722,801,a,4977,White-tailed Deer,1,2018,1,14,13.20,,Moultrie,801A,Yalbac,yes,,
,801A,292707,1955722,801,a,4983,White-tailed Deer,1,2018,1,15,7.46,,Moultrie,801A,Yalbac,yes,,
,801A,292707,1955722,801,a,4986,White-tailed Deer,1,2018,1,17,14.45,,Moultrie,801A,Yalbac,yes,,
,801A,292707,1955722,801,a,4992,White-tailed Deer,1,2018,1,19,16.16,,Moultrie,801A,Yalbac,yes,,
,801A,292707,1955722,801,a,5025,White-tailed Deer,1,2018,1,24,11.59,,Moultrie,801A,Yalbac,yes,,
,801A,292707,1955722,801,a,5094,White-tailed Deer,1,2018,2,24,22.52,,Moultrie,801A,Yalbac,yes,,
,801A,292707,1955722,801,a,5097,White-tailed Deer,1,2018,2,25,19.19,,Moultrie,801A,Yalbac,yes,,
,801A,292707,1955722,801,a,5103,White-tailed Deer,1,2018,3,3,12.36,,Moultrie,801A,Yalbac,yes,,
,809B,290308,1941220,809,b,73,White-tailed Deer,1,,3,30,1.51,,bushnell,809B,Laguna Seca,yes,,
,811B,292249,1941778,811,b,895,White-tailed Deer,1,,3,31,14.04,,bushnell,811B,Laguna Seca,yes,,
,809C,290470,1941089,809,c,25,White-tailed Deer,1,,4,21,10.41,,bushnell,809C,Laguna Seca,yes,,
,803C,293726,1956084,803,c,44,White-tailed Deer,1,,4,25,21.18,,bushnell,803C,Yalbac,yes,,
,813C,293930,1941444,813,c,98,White-tailed Deer,1,,5,21,15.17,,bushnell,813C,Laguna Seca,yes,,
,803C,293726,1956084,803,c,107,White-tailed Deer,1,,5,14,15.11,,bushnell,803C,Yalbac,yes,,
,807C,293761,1956731,807,c,109,White-tailed Deer,1,,5,8,9.12,,bushnell,807C,Yalbac,yes,,
,814C,295491,1940684,814,c,192,White-tailed Deer,1,,5,5,10.33,,bushnell,814C,Laguna Seca,yes,,
,809C,290470,1941089,809,c,199,White-tailed Deer,1,,5,5,12.37,,bushnell,809C,Laguna Seca,yes,,
,803C,293726,1956084,803,c,200,White-tailed Deer,1,,5,18,12.21,,bushnell,803C,Yalbac,yes,,
,814C,295491,1940684,814,c,201,White-tailed Deer,1,,5,6,9.02,,bushnell,814C,Laguna Seca,yes,,
,814C,295491,1940684,814,c,208,White-tailed Deer,1,,5,6,12.36,,bushnell,814C,Laguna Seca,yes,,
,809C,290470,1941089,809,c,226,White-tailed Deer,1,,5,6,8.56,,bushnell,809C,Laguna Seca,yes,,
,814C,295491,1940684,814,c,238,White-tailed Deer,1,,5,9,12.16,,bushnell,814C,Laguna Seca,yes,,
,809C,290470,1941089,809,c,280,White-tailed Deer,1,,5,10,14.38,,bushnell,809C,Laguna Seca,yes,,
,814C,295491,1940684,814,c,296,White-tailed Deer,1,,5,12,11.38,,bushnell,814C,Laguna Seca,yes,,
,814C,295491,1940684,814,c,300,White-tailed Deer,1,,5,12,12.01,,bushnell,814C,Laguna Seca,yes,,
,809C,290470,1941089,809,c,302,White-tailed Deer,1,,5,12,8.41,,bushnell,809C,Laguna Seca,yes,,
,814C,295491,1940684,814,c,332,White-tailed Deer,1,,5,13,8.07,,bushnell,814C,Laguna Seca,yes,,
,814C,295491,1940684,814,c,338,White-tailed Deer,1,,5,13,11.13,,bushnell,814C,Laguna Seca,yes,,
,809C,290470,1941089,809,c,349,White-tailed Deer,1,,5,15,14.33,,bushnell,809C,Laguna Seca,yes,,
,809C,290470,1941089,809,c,400,White-tailed Deer,1,,5,21,11.37,,bushnell,809C,Laguna Seca,yes,,
,809C,290470,1941089,809,c,403,White-tailed Deer,1,,5,21,14.18,,bushnell,809C,Laguna Seca,yes,,
,814C,295491,1940684,814,c,433,White-tailed Deer,1,,5,21,12.01,,bushnell,814C,Laguna Seca,yes,,
,801C,292710,1955731,801,c,5132,White-tailed Deer,1,2018,4,21,19.46,,Moultrie,801C,Yalbac,yes,,
,801C,292710,1955731,801,c,5135,White-tailed Deer,1,2018,4,24,20.21,,Moultrie,801C,Yalbac,yes,,
,801C,292710,1955731,801,c,5147,White-tailed Deer,1,2018,5,9,12.03,,Moultrie,801C,Yalbac,yes,,
,801C,292710,1955731,801,c,5153,White-tailed Deer,1,2018,5,17,6.12,,Moultrie,801C,Yalbac,yes,,
,801C,292710,1955731,801,c,5156,White-tailed Deer,1,2018,5,17,11.00,,Moultrie,801C,Yalbac,yes,,
,801C,292710,1955731,801,c,5162,White-tailed Deer,1,2018,5,22,6.39,Bambi,Moultrie,801C,Yalbac,yes,,
,802C,288646,1957213,802,c,4260045,White-tailed Deer,1,2018,4,26,23.16,,bushnell,802C,Yalbac,yes,,
,802C,288646,1957213,802,c,4260090,White-tailed Deer,1,2018,4,26,8.27,,bushnell,802C,Yalbac,yes,,
,802C,288646,1957213,802,c,4270049,White-tailed Deer,1,2018,4,27,5.56,,bushnell,802C,Yalbac,yes,,
,811D,290809,1941357,811,d,7,White-tailed Deer,1,,5,22,11.06,,bushnell,811D,Laguna Seca,yes,,
,811D,290809,1941357,811,d,25,White-tailed Deer,1,,5,23,4.54,,bushnell,811D,Laguna Seca,yes,,
,809D,290096,1941263,809,d,26,White-tailed Deer,1,,5,26,6.28,,bushnell,809D,Laguna Seca,yes,,
,813D,290557,1941423,813,d,28,White-tailed Deer,1,,5,27,9.09,,bushnell,813D,Laguna Seca,yes,,
,804D,286002,1954720,804,d,62,White-tailed Deer,1,,5,26,5.01,,bushnell,804D,Yalbac,yes,,
,805D,286384,1955478,805,d,71,White-tailed Deer,1,,6,16,16.37,,bushnell,805D,Yalbac,yes,,
,814D,291294,1941520,814,d,111,White-tailed Deer,1,,6,1,7.03,,bushnell,814D,Laguna Seca,yes,,
,813D,290557,1941423,813,d,113,White-tailed Deer,1,,6,4,7.15,,bushnell,813D,Laguna Seca,yes,,
,809D,290096,1941263,809,d,125,White-tailed Deer,1,,5,31,17.54,,bushnell,809D,Laguna Seca,yes,,
,814D,291294,1941520,814,d,137,White-tailed Deer,1,,6,5,8.00,,bushnell,814D,Laguna Seca,yes,,
,814D,291294,1941520,814,d,145,White-tailed Deer,1,,6,6,8.14,,bushnell,814D,Laguna Seca,yes,,
,804D,286002,1954720,804,d,161,White-tailed Deer,2,,6,13,6.18,mom+bambi,bushnell,804D,Yalbac,yes,,
,814D,291294,1941520,814,d,161,White-tailed Deer,1,,6,7,11.27,,bushnell,814D,Laguna Seca,yes,,
,814D,291294,1941520,814,d,169,White-tailed Deer,1,,6,9,1.57,,bushnell,814D,Laguna Seca,yes,,
,804D,286002,1954720,804,d,177,White-tailed Deer,1,,6,24,6.25,,bushnell,804D,Yalbac,yes,,
,814D,291294,1941520,814,d,205,White-tailed Deer,1,,6,11,9.10,,bushnell,814D,Laguna Seca,yes,,
,813D,290557,1941423,813,d,232,White-tailed Deer,1,,6,20,15.25,,bushnell,813D,Laguna Seca,yes,,
,813D,290557,1941423,813,d,241,White-tailed Deer,1,,6,24,10.35,,bushnell,813D,Laguna Seca,yes,,
,814D,291294,1941520,814,d,269,White-tailed Deer,1,,6,19,14.30,,bushnell,814D,Laguna Seca,yes,,
,804D,286002,1954720,804,d,281,White-tailed Deer,2,,6,26,11.46,mom+bambi,bushnell,804D,Yalbac,yes,,
,814D,291294,1941520,814,d,281,White-tailed Deer,1,,6,22,9.57,,bushnell,814D,Laguna Seca,yes,,
,814D,291294,1941520,814,d,309,White-tailed Deer,1,,6,26,10.38,,bushnell,814D,Laguna Seca,yes,,
,804E,286000,1954721,804,e,9,White-tailed Deer,1,,6,29,8.30,,bushnell,804E,Yalbac,yes,,
,814E,291291,1941517,814,e,9,White-tailed Deer,1,,10,17,13.46,,bushnell,814E,Laguna Seca,yes,,
,803E,293978,1956571,803,e,16,White-tailed Deer,1,,7,13,8.25,,bushnell,803E,Yalbac,yes,,
,804E,286000,1954721,804,e,17,White-tailed Deer,2,,6,30,14.40,mom+bambi,bushnell,804E,Yalbac,yes,,
,814E,291291,1941517,814,e,18,White-tailed Deer,1,,10,19,12.55,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,25,White-tailed Deer,1,,10,20,11.33,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,29,White-tailed Deer,1,,10,21,11.07,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,37,White-tailed Deer,1,,7,1,10.21,,bushnell,814E,Laguna Seca,yes,,
,809E,290102,1941262,809,e,46,White-tailed Deer,1,,6,27,16.00,,bushnell,809E,Laguna Seca,yes,,
,804E,286000,1954721,804,e,61,White-tailed Deer,1,,7,3,14.46,,bushnell,804E,Yalbac,yes,,
,805E,286387,1955474,805,e,64,White-tailed Deer,1,,7,13,14.21,,bushnell,805E,Yalbac,yes,,
,813E,290559,1941411,813,e,67,White-tailed Deer,1,,7,6,9.46,,bushnell,813E,Laguna Seca,yes,,
,804E,286000,1954721,804,e,73,White-tailed Deer,1,,7,4,7.44,,bushnell,804E,Yalbac,yes,,
,814E,291291,1941517,814,e,77,White-tailed Deer,1,,7,5,19.34,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,81,White-tailed Deer,1,,7,6,10.55,,bushnell,814E,Laguna Seca,yes,,
,813E,290559,1941411,813,e,82,White-tailed Deer,1,,7,8,10.30,,bushnell,813E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,85,White-tailed Deer,1,,10,27,15.22,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,89,White-tailed Deer,1,,7,6,16.09,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,97,White-tailed Deer,1,,10,28,7.37,,bushnell,814E,Laguna Seca,yes,,
,803E,293978,1956571,803,e,102,White-tailed Deer,1,,8,14,12.11,,bushnell,803E,Yalbac,yes,,
,803E,293978,1956571,803,e,105,White-tailed Deer,1,,8,15,12.35,,bushnell,803E,Yalbac,yes,,
,805E,286387,1955474,805,e,115,White-tailed Deer,1,,7,25,14.04,,bushnell,805E,Yalbac,yes,,
,804E,286000,1954721,804,e,129,White-tailed Deer,1,,7,8,9.48,,bushnell,804E,Yalbac,yes,,
,813E,290559,1941411,813,e,136,White-tailed Deer,1,,7,14,9.32,,bushnell,813E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,157,White-tailed Deer,1,,7,11,9.04,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,167,White-tailed Deer,2,,7,11,10.05,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,214,White-tailed Deer,1,,7,13,11.47,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,229,White-tailed Deer,1,,7,17,13.51,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,237,White-tailed Deer,1,,10,30,15.05,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,257,White-tailed Deer,1,,7,19,8.52,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,257,White-tailed Deer,1,,10,31,7.55,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,265,White-tailed Deer,1,,11,1,11.29,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,273,White-tailed Deer,1,,7,21,20.31,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,277,White-tailed Deer,1,,11,3,16.41,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,297,White-tailed Deer,1,,7,21,22.06,,bushnell,814E,Laguna Seca,yes,,
,805E,286387,1955474,805,e,301,White-tailed Deer,1,,8,20,16.18,,bushnell,805E,Yalbac,yes,,
,814E,291291,1941517,814,e,302,White-tailed Deer,1,,7,22,11.39,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,308,White-tailed Deer,1,,7,24,8.47,,bushnell,814E,Laguna Seca,yes,,
,805E,286387,1955474,805,e,316,White-tailed Deer,1,,8,24,11.29,,bushnell,805E,Yalbac,yes,,
,805E,286387,1955474,805,e,319,White-tailed Deer,1,,8,25,6.29,,bushnell,805E,Yalbac,yes,,
,814E,291291,1941517,814,e,320,White-tailed Deer,1,,7,25,6.33,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,321,White-tailed Deer,1,,11,5,7.36,,bushnell,814E,Laguna Seca,yes,,
,805E,286387,1955474,805,e,334,White-tailed Deer,1,,8,27,12.00,,bushnell,805E,Yalbac,yes,,
,803E,293978,1956571,803,e,377,White-tailed Deer,1,,8,24,14.38,,bushnell,803E,Yalbac,yes,,
,804E,286000,1954721,804,e,401,White-tailed Deer,1,,7,13,13.33,,bushnell,804E,Yalbac,yes,,
,814E,291291,1941517,814,e,408,White-tailed Deer,1,,8,1,18.17,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,409,White-tailed Deer,1,,11,16,6.55,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,428,White-tailed Deer,1,,8,4,14.41,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,432,White-tailed Deer,1,,8,5,7.23,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,433,White-tailed Deer,1,,11,16,9.38,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,448,White-tailed Deer,1,,8,7,10.20,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,476,White-tailed Deer,1,,8,8,12.56,,bushnell,814E,Laguna Seca,yes,,
,804E,286000,1954721,804,e,498,White-tailed Deer,1,,7,13,15.20,,bushnell,804E,Yalbac,yes,,
,814E,291291,1941517,814,e,502,White-tailed Deer,2,,8,8,20.27,,bushnell,814E,Laguna Seca,yes,,
,804E,286000,1954721,804,e,505,White-tailed Deer,1,,7,14,7.06,,bushnell,804E,Yalbac,yes,,
,814E,291291,1941517,814,e,520,White-tailed Deer,1,,8,9,8.37,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,528,White-tailed Deer,1,,8,9,9.16,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,532,White-tailed Deer,1,,8,9,13.09,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,542,White-tailed Deer,1,,8,10,9.25,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,573,White-tailed Deer,1,,8,15,6.40,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,604,White-tailed Deer,1,,8,19,8.21,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,656,White-tailed Deer,1,,8,21,9.43,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,668,White-tailed Deer,1,,8,23,9.13,,bushnell,814E,Laguna Seca,yes,,
,804E,286000,1954721,804,e,670,White-tailed Deer,1,,7,15,4.02,,bushnell,804E,Yalbac,yes,,
,814E,291291,1941517,814,e,680,White-tailed Deer,1,,8,25,11.59,,bushnell,814E,Laguna Seca,yes,,
,804E,286000,1954721,804,e,681,White-tailed Deer,1,,7,15,8.45,,bushnell,804E,Yalbac,yes,,
,814E,291291,1941517,814,e,720,White-tailed Deer,1,,9,1,6.25,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,741,White-tailed Deer,1,,9,6,12.07,,bushnell,814E,Laguna Seca,yes,,
,804E,286000,1954721,804,e,749,White-tailed Deer,1,,7,15,11.39,,bushnell,804E,Yalbac,yes,,
,814E,291291,1941517,814,e,756,White-tailed Deer,1,,9,7,6.30,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,776,White-tailed Deer,1,,9,8,9.05,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,805,White-tailed Deer,1,,9,9,8.12,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,820,White-tailed Deer,1,,9,13,12.48,,bushnell,814E,Laguna Seca,yes,,
,804E,286000,1954721,804,e,850,White-tailed Deer,1,,7,15,15.48,,bushnell,804E,Yalbac,yes,,
,814E,291291,1941517,814,e,868,White-tailed Deer,1,,9,16,14.58,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,880,White-tailed Deer,1,,9,17,14.38,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,892,White-tailed Deer,1,,9,23,7.59,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,908,White-tailed Deer,1,,9,25,13.36,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,916,White-tailed Deer,1,,9,26,11.36,,bushnell,814E,Laguna Seca,yes,,
,814E,291291,1941517,814,e,932,White-tailed Deer,1,,9,26,12.41,,bushnell,814E,Laguna Seca,yes,,
,802E,288640,1957207,802,e,7210065,White-tailed Deer,1,2018,7,21,8.03,,bushnell,802E,Yalbac,yes,,
,803F,287367,1957733,803,f,13,White-tailed Deer,1,,9,11,10.39,,bushnell,803F,Yalbac,yes,,
,803F,287367,1957733,803,f,19,White-tailed Deer,2,,9,11,13.36,,bushnell,803F,Yalbac,yes,,
,807F,288221,1957509,807,f,21,White-tailed Deer,1,,9,16,16.18,,bushnell,807F,Yalbac,yes,,
,803F,287367,1957733,803,f,37,White-tailed Deer,1,,9,13,7.52,,bushnell,803F,Yalbac,yes,,
,807F,288221,1957509,807,f,40,White-tailed Deer,1,,9,27,9.56,,bushnell,807F,Yalbac,yes,,
,803F,287367,1957733,803,f,43,White-tailed Deer,1,,9,13,14.53,,bushnell,803F,Yalbac,yes,,
,807F,288221,1957509,807,f,48,White-tailed Deer,1,,9,29,12.30,,bushnell,807F,Yalbac,yes,,
,803F,287367,1957733,803,f,49,White-tailed Deer,1,,9,13,16.52,,bushnell,803F,Yalbac,yes,,
,803F,287367,1957733,803,f,61,White-tailed Deer,1,,9,15,6.24,,bushnell,803F,Yalbac,yes,,
,803F,287367,1957733,803,f,64,White-tailed Deer,1,,9,16,10.00,,bushnell,803F,Yalbac,yes,,
,803F,287367,1957733,803,f,70,White-tailed Deer,1,,9,16,13.24,,bushnell,803F,Yalbac,yes,,
,803F,287367,1957733,803,f,73,White-tailed Deer,1,,9,17,8.32,,bushnell,803F,Yalbac,yes,,
,803F,287367,1957733,803,f,94,White-tailed Deer,1,,9,19,9.05,,bushnell,803F,Yalbac,yes,,
,803F,287367,1957733,803,f,101,White-tailed Deer,1,,9,20,14.30,,bushnell,803F,Yalbac,yes,,
,803F,287367,1957733,803,f,124,White-tailed Deer,1,,9,22,10.07,,bushnell,803F,Yalbac,yes,,
,803F,287367,1957733,803,f,148,White-tailed Deer,1,,9,25,15.20,,bushnell,803F,Yalbac,yes,,
,803F,287367,1957733,803,f,160,White-tailed Deer,1,,9,27,9.11,,bushnell,803F,Yalbac,yes,,
,803F,287367,1957733,803,f,196,White-tailed Deer,1,,9,29,7.33,,bushnell,803F,Yalbac,yes,,
,803F,287367,1957733,803,f,202,White-tailed Deer,1,,9,30,9.58,,bushnell,803F,Yalbac,yes,,
,803F,287367,1957733,803,f,205,White-tailed Deer,1,,10,1,11.45,,bushnell,803F,Yalbac,yes,,
,803F,287367,1957733,803,f,211,White-tailed Deer,1,,10,1,14.59,,bushnell,803F,Yalbac,yes,,
,803F,287367,1957733,803,f,217,White-tailed Deer,1,,10,2,8.00,,bushnell,803F,Yalbac,yes,,
,803F,287367,1957733,803,f,265,White-tailed Deer,1,,10,10,11.07,,bushnell,803F,Yalbac,yes,,
