"Name","Logging.x","Property.x","Easting.x","Northing.x","Lat.x","Long.x","Cam.nr","series","picture","species.name","Species","Type","Nr","Year","Month","Day","Hour.Exact","Comment","Mammal","Logging.y","Property.y","Brand","Date.Placement","Date.Removed","Last.record","Days","Easting.y","Northing.y","Lat.y","Long.y","obsdate","visit","date_time_obs"
"05F","No","Laguna Seca",285912,1955271,17.674066,-89.0183,5,"F",313,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,9,22,5.5,"","Yes","No","Laguna Seca","Bushnel",2020-08-08,2020-10-24,2020-10-18,29,285912,1955271,17.674066,-89.0183,2020-09-22,46,"2020-09-22 5.50"
"05F","No","Laguna Seca",285912,1955271,17.674066,-89.0183,5,"F",340,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,9,22,6.27,"","Yes","No","Laguna Seca","Bushnel",2020-08-08,2020-10-24,2020-10-18,29,285912,1955271,17.674066,-89.0183,2020-09-22,46,"2020-09-22 6.27"
"05F","No","Laguna Seca",285912,1955271,17.674066,-89.0183,5,"F",367,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,9,22,15.26,"","Yes","No","Laguna Seca","Bushnel",2020-08-08,2020-10-24,2020-10-18,29,285912,1955271,17.674066,-89.0183,2020-09-22,46,"2020-09-22 15.26"
"05F","No","Laguna Seca",285912,1955271,17.674066,-89.0183,5,"F",379,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,10,18,9.29,"","Yes","No","Laguna Seca","Bushnel",2020-08-08,2020-10-24,2020-10-18,29,285912,1955271,17.674066,-89.0183,2020-10-18,72,"2020-10-18 9.29"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",28,"Agouti","Dasyprocta punctata","Mammal",1,2020,2,2,14.05,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-02,2,"2020-02-02 14.05"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",184,"Agouti","Dasyprocta punctata","Mammal",1,2020,2,26,12.47,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-26,26,"2020-02-26 12.47"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",190,"Agouti","Dasyprocta punctata","Mammal",1,2020,2,29,6.53,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-29,29,"2020-02-29 6.53"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",36,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,2,21.49,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-02,2,"2020-02-02 21.49"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",46,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,7,4.46,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-07,7,"2020-02-07 4.46"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",73,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,9,19.51,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-09,9,"2020-02-09 19.51"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",85,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,13,21.51,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-13,13,"2020-02-13 21.51"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",88,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,14,2.3,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-14,14,"2020-02-14 2.30"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",112,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,19,4.45,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-19,19,"2020-02-19 4.45"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",145,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,21,0.46,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-21,21,"2020-02-21 0.46"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",154,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,23,0.11,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-23,23,"2020-02-23 0.11"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",157,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,23,5.25,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-23,23,"2020-02-23 5.25"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",169,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,24,21.47,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-24,24,"2020-02-24 21.47"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",172,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,24,22.45,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-24,24,"2020-02-24 22.45"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",193,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,1,4.14,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-03-01,30,"2020-03-01 4.14"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",199,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,1,20.51,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-03-01,30,"2020-03-01 20.51"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",205,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,2,1.38,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-03-02,31,"2020-03-02 1.38"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",286,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,5,3.24,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-03-05,34,"2020-03-05 3.24"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",289,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,5,4.2,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-03-05,34,"2020-03-05 4.20"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",301,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,7,19.58,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-03-07,36,"2020-03-07 19.58"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",319,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,11,3.18,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-03-11,40,"2020-03-11 3.18"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",311,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,3,13,12.06,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-03-13,42,"2020-03-13 12.06"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",82,"Margay","Leopardus wiedii","Mammal",1,2020,2,13,3.53,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-13,13,"2020-02-13 3.53"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",295,"Margay","Leopardus wiedii","Mammal",1,2020,3,6,5.12,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-03-06,35,"2020-03-06 5.12"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",325,"Margay","Leopardus wiedii","Mammal",1,2020,3,12,20.55,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-03-12,41,"2020-03-12 20.55"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",103,"Ocelot","Leopardus pardalis","Mammal",1,2020,2,17,20.52,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-17,17,"2020-02-17 20.52"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",151,"Paca","Cuniculus paca","Mammal",1,2020,2,22,4.02,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-22,22,"2020-02-22 4.02"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",40,"Puma","Puma concolor","Mammal",1,2020,2,3,9.58,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-03,3,"2020-02-03 9.58"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",49,"Puma","Puma concolor","Mammal",1,2020,2,7,7.58,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-07,7,"2020-02-07 7.58"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",79,"Puma","Puma concolor","Mammal",1,2020,2,10,18.49,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-10,10,"2020-02-10 18.49"
"11A","No","Laguna Seca",290901,1952397,17.648577,-88.971001,11,"A",67,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,2,7,12.35,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,290901,1952397,17.648577,-88.971001,2020-02-07,7,"2020-02-07 12.35"
"11F","No","Laguna Seca",290902,1952395,17.648562,-88.970998,11,"F",31,"Agouti","Dasyprocta punctata","Mammal",1,2020,10,17,15.16,"","Yes","No","Laguna Seca","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,290902,1952395,17.648562,-88.970998,2020-10-17,29,"2020-10-17 15.16"
"11F","No","Laguna Seca",290902,1952395,17.648562,-88.970998,11,"F",40,"Agouti","Dasyprocta punctata","Mammal",1,2020,10,20,6.58,"","Yes","No","Laguna Seca","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,290902,1952395,17.648562,-88.970998,2020-10-20,32,"2020-10-20 6.58"
"11F","No","Laguna Seca",290902,1952395,17.648562,-88.970998,11,"F",43,"Agouti","Dasyprocta punctata","Mammal",1,2020,10,20,14.41,"","Yes","No","Laguna Seca","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,290902,1952395,17.648562,-88.970998,2020-10-20,32,"2020-10-20 14.41"
"11F","No","Laguna Seca",290902,1952395,17.648562,-88.970998,11,"F",55,"Agouti","Dasyprocta punctata","Mammal",1,2020,10,23,5.56,"","Yes","No","Laguna Seca","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,290902,1952395,17.648562,-88.970998,2020-10-23,35,"2020-10-23 5.56"
"11F","No","Laguna Seca",290902,1952395,17.648562,-88.970998,11,"F",13,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,9,27,23.46,"","Yes","No","Laguna Seca","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,290902,1952395,17.648562,-88.970998,2020-09-27,9,"2020-09-27 23.46"
"11F","No","Laguna Seca",290902,1952395,17.648562,-88.970998,11,"F",25,"Ocelot","Leopardus pardalis","Mammal",1,2020,10,6,19.51,"","Yes","No","Laguna Seca","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,290902,1952395,17.648562,-88.970998,2020-10-06,18,"2020-10-06 19.51"
"11F","No","Laguna Seca",290902,1952395,17.648562,-88.970998,11,"F",28,"White-tailed Deer","Odocoileus virginianus","Mammal",1,2020,10,17,7.21,"","Yes","No","Laguna Seca","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,290902,1952395,17.648562,-88.970998,2020-10-17,29,"2020-10-17 7.21"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",407,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,2,27,22.47,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-27,27,"2020-02-27 22.47"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",8,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,1,18.14,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-01,1,"2020-02-01 18.14"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",11,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,1,20.37,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-01,1,"2020-02-01 20.37"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",14,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,2,5,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-02,2,"2020-02-02 5.00"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",20,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,3,0.26,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-03,3,"2020-02-03 0.26"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",23,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,3,4.17,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-03,3,"2020-02-03 4.17"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",26,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,3,12.25,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-03,3,"2020-02-03 12.25"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",32,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,3,23.1,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-03,3,"2020-02-03 23.10"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",38,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,4,4.45,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-04,4,"2020-02-04 4.45"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",59,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,4,21.42,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-04,4,"2020-02-04 21.42"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",62,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,5,5.13,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-05,5,"2020-02-05 5.13"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",65,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,5,8.03,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-05,5,"2020-02-05 8.03"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",68,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,5,20.19,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-05,5,"2020-02-05 20.19"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",71,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,6,5.15,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-06,6,"2020-02-06 5.15"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",77,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,6,20.41,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-06,6,"2020-02-06 20.41"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",80,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,7,4.28,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-07,7,"2020-02-07 4.28"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",95,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,7,18.45,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-07,7,"2020-02-07 18.45"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",98,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,7,23.55,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-07,7,"2020-02-07 23.55"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",101,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,8,4.27,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-08,8,"2020-02-08 4.27"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",104,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,8,5.38,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-08,8,"2020-02-08 5.38"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",107,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,9,3.15,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-09,9,"2020-02-09 3.15"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",119,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,9,18.07,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-09,9,"2020-02-09 18.07"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",125,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,10,3.15,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-10,10,"2020-02-10 3.15"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",141,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,10,22.2,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-10,10,"2020-02-10 22.20"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",143,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,11,3.55,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-11,11,"2020-02-11 3.55"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",161,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,12,0.11,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-12,12,"2020-02-12 0.11"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",165,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,12,22.33,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-12,12,"2020-02-12 22.33"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",173,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,13,23.31,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-13,13,"2020-02-13 23.31"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",176,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,14,1.15,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-14,14,"2020-02-14 1.15"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",179,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,14,3.17,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-14,14,"2020-02-14 3.17"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",182,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,14,4.43,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-14,14,"2020-02-14 4.43"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",200,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,14,23.09,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-14,14,"2020-02-14 23.09"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",203,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,15,1.01,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-15,15,"2020-02-15 1.01"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",206,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,15,3.23,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-15,15,"2020-02-15 3.23"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",215,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,15,22.19,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-15,15,"2020-02-15 22.19"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",218,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,16,0.51,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-16,16,"2020-02-16 0.51"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",221,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,16,5.09,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-16,16,"2020-02-16 5.09"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",233,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,16,22.28,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-16,16,"2020-02-16 22.28"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",236,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,17,2.17,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-17,17,"2020-02-17 2.17"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",239,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,17,4.08,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-17,17,"2020-02-17 4.08"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",257,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,18,3.05,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-18,18,"2020-02-18 3.05"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",260,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,18,4.03,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-18,18,"2020-02-18 4.03"
"12A","No","Laguna Seca",286165,1950274,17.628947,-89.015415,12,"A",263,"Gray Fox","Urocyon cinereoargenteus","Mammal",1,2020,2,18,10.34,"","Yes","No","Laguna Seca","Bushnel",2020-02-01,2020-03-14,2020-03-14,43,286165,1950274,17.628947,-89.015415,2020-02-18,18,"2020-02-18 10.34"
