"Name","Logging.x","Property.x","Easting.x","Northing.x","Lat.x","Long.x","Cam.nr","series","picture","species.name","Species","Type","Nr","Year","Month","Day","Hour.Exact","Comment","Mammal","Logging.y","Property.y","Brand","Date.Placement","Date.Removed","Last.record","Days","Easting.y","Northing.y","Lat.y","Long.y","obsdate","visit","date_time_obs"
"11D","Yes","Laguna Seca",290851,1951849,17.643621,-88.971426,11,"D",25,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,7,22,5.59,"","No","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,290851,1951849,17.643621,-88.971426,2020-07-22,26,"2020-07-22 5.59"
"11D","Yes","Laguna Seca",290851,1951849,17.643621,-88.971426,11,"D",127,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,8,2,15.5,"","No","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,290851,1951849,17.643621,-88.971426,2020-08-02,37,"2020-08-02 15.50"
"11D","Yes","Laguna Seca",290851,1951849,17.643621,-88.971426,11,"D",130,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,8,3,7.32,"","No","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,290851,1951849,17.643621,-88.971426,2020-08-03,38,"2020-08-03 7.32"
"11D","Yes","Laguna Seca",290851,1951849,17.643621,-88.971426,11,"D",145,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,8,4,6.16,"","No","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,290851,1951849,17.643621,-88.971426,2020-08-04,39,"2020-08-04 6.16"
"11D","Yes","Laguna Seca",290851,1951849,17.643621,-88.971426,11,"D",181,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,8,5,17.46,"","No","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,290851,1951849,17.643621,-88.971426,2020-08-05,40,"2020-08-05 17.46"
"11E","Yes","Laguna Seca",290905,1952384,17.648463,-88.970969,11,"E",1,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,8,11,9.59,"","No","Yes","Laguna Seca","Bushnel",2020-08-08,2020-09-19,2020-09-19,43,290905,1952384,17.648463,-88.970969,2020-08-11,4,"2020-08-11 9.59"
"11E","Yes","Laguna Seca",290905,1952384,17.648463,-88.970969,11,"E",58,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,8,28,11.34,"","No","Yes","Laguna Seca","Bushnel",2020-08-08,2020-09-19,2020-09-19,43,290905,1952384,17.648463,-88.970969,2020-08-28,21,"2020-08-28 11.34"
"12E","Yes","Laguna Seca",285829,1953728,17.660116,-89.018925,12,"E",193,"Great Curassow","Crax rubra","Bird",2,2020,9,7,8.01,"","No","Yes","Laguna Seca","Bushnel",2020-08-08,2020-09-19,2020-09-09,4,285829,1953728,17.660116,-89.018925,2020-09-07,31,"2020-09-07 8.01"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",127,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,7,2,17.54,"","No","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-02,6,"2020-07-02 17.54"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",370,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,7,20,7.44,"","No","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-20,24,"2020-07-20 7.44"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",436,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,7,30,11.25,"","No","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-30,34,"2020-07-30 11.25"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",511,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,8,6,17.58,"","No","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-08-06,41,"2020-08-06 17.58"
"13E","Yes","Laguna Seca",289293,1951344,17.638912,-88.986049,13,"E",64,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,9,4,6.24,"","No","Yes","Laguna Seca","Bushnel",2020-08-08,2020-09-19,2020-09-19,43,289293,1951344,17.638912,-88.986049,2020-09-04,28,"2020-09-04 6.24"
"01F","Yes","Laguna Seca",284751,1939654,17.532876,-89.027665,1,"F",1252,"Baird's Tapir","Tapirus bairdii","Mammal",2,2020,9,13,18.2,"","Yes","Yes","Laguna Seca","Bushnel",2020-08-22,2020-09-19,2020-09-15,24,284751,1939654,17.532876,-89.027665,2020-09-13,23,"2020-09-13 18.20"
"02F","Yes","Laguna Seca",284986,1938087,17.518743,-89.025299,2,"F",51,"Baird's Tapir","Tapirus bairdii","Mammal",2,2020,8,30,1.08,"","Yes","Yes","Laguna Seca","Bushnel",2020-08-22,2020-09-19,2020-09-19,28,284986,1938087,17.518743,-89.025299,2020-08-30,9,"2020-08-30 1.08"
"04D","Yes","Laguna Seca",287464,1948463,17.612718,-89.002998,4,"D",41,"Paca","Cuniculus paca","Mammal",2,2020,7,16,0.15,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,287464,1948463,17.612718,-89.002998,2020-07-16,20,"2020-07-16 0.15"
"04E","Yes","Laguna Seca",287465,1948470,17.612775,-89.002991,4,"E",41,"Red Brocket Deer","Mazama temama","Mammal",2,2020,8,14,17.42,"","Yes","Yes","Laguna Seca","Bushnel",2020-08-08,2020-09-19,2020-09-08,32,287465,1948470,17.612775,-89.002991,2020-08-14,7,"2020-08-14 17.42"
"04E","Yes","Laguna Seca",287465,1948470,17.612775,-89.002991,4,"E",145,"White-tailed Deer","Odocoileus virginianus","Mammal",2,2020,9,7,11.02,"","Yes","Yes","Laguna Seca","Bushnel",2020-08-08,2020-09-19,2020-09-08,32,287465,1948470,17.612775,-89.002991,2020-09-07,31,"2020-09-07 11.02"
"04G","Yes","Laguna Seca",286794,1948687,17.614674,-89.009328,4,"G",61,"White-tailed Deer","Odocoileus virginianus","Mammal",2,2020,11,26,8.43,"","Yes","Yes","Laguna Seca","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,286794,1948687,17.614674,-89.009328,2020-11-26,34,"2020-11-26 8.43"
"04G","Yes","Laguna Seca",286794,1948687,17.614674,-89.009328,4,"G",69,"White-tailed Deer","Odocoileus virginianus","Mammal",2,2020,11,26,9.04,"","Yes","Yes","Laguna Seca","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,286794,1948687,17.614674,-89.009328,2020-11-26,34,"2020-11-26 9.04"
"12E","Yes","Laguna Seca",285829,1953728,17.660116,-89.018925,12,"E",206,"White-tailed Deer","Odocoileus virginianus","Mammal",2,2020,9,8,9.26,"","Yes","Yes","Laguna Seca","Bushnel",2020-08-08,2020-09-19,2020-09-09,4,285829,1953728,17.660116,-89.018925,2020-09-08,32,"2020-09-08 9.26"
"13B","Yes","Laguna Seca",289492,1951376,17.639221,-88.98418,13,"B",256,"Jaguar","Panthera onca","Mammal",2,2020,4,2,22.45,"","Yes","Yes","Laguna Seca","Bushnel",2020-03-14,2020-04-22,2020-04-30,47,289492,1951376,17.639221,-88.98418,2020-04-02,20,"2020-04-02 22.45"
"13C","Yes","Laguna Seca",289865,1951697,17.642153,-88.980698,13,"C",184,"Gray Fox","Urocyon cinereoargenteus","Mammal",2,2020,6,15,9.14,"","Yes","Yes","Laguna Seca","Bushnel",2020-05-22,2020-06-27,2020-06-27,36,289865,1951697,17.642153,-88.980698,2020-06-15,25,"2020-06-15 9.14"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",49,"Gray Fox","Urocyon cinereoargenteus","Mammal",2,2020,6,27,22.3,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-06-27,1,"2020-06-27 22.30"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",109,"Gray Fox","Urocyon cinereoargenteus","Mammal",2,2020,7,1,0.05,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-01,5,"2020-07-01 0.05"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",395,"White-tailed Deer","Odocoileus virginianus","Mammal",2,2020,7,21,15.27,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-21,25,"2020-07-21 15.27"
"01B","Yes","Yalbac",286795,1939898,17.53528,-89.008442,1,"B",460,"Gray-headed Dove","Leptotila plumbeiceps","Bird",2,2020,3,20,7.27,"","No","Yes","Yalbac","Bushnel",2020-03-14,2020-05-09,2020-05-09,53,286795,1939898,17.53528,-89.008442,2020-03-20,7,"2020-03-20 7.27"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",91,"Great Curassow","Crax rubra","Bird",2,2020,6,21,7.5,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-06-21,9,"2020-06-21 7.50"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",19,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,6,15,9.16,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-06-15,3,"2020-06-15 9.16"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",142,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,6,24,10.48,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-06-24,12,"2020-06-24 10.48"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",205,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,6,27,17.27,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-06-27,15,"2020-06-27 17.27"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",223,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,6,28,10.58,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-06-28,16,"2020-06-28 10.58"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",271,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,7,1,18,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-07-01,19,"2020-07-01 18.00"
"01G","Yes","Yalbac",284473,1939228,17.529,-89.030236,1,"G",76,"Great Curassow","Crax rubra","Bird",2,2020,9,26,8.27,"","No","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284473,1939228,17.529,-89.030236,2020-09-26,8,"2020-09-26 8.27"
"01G","Yes","Yalbac",284473,1939228,17.529,-89.030236,1,"G",148,"Great Curassow","Crax rubra","Bird",2,2020,9,27,17.05,"","No","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284473,1939228,17.529,-89.030236,2020-09-27,9,"2020-09-27 17.05"
"01G","Yes","Yalbac",284473,1939228,17.529,-89.030236,1,"G",292,"Great Curassow","Crax rubra","Bird",2,2020,10,12,13.17,"","No","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284473,1939228,17.529,-89.030236,2020-10-12,24,"2020-10-12 13.17"
"01G","Yes","Yalbac",284473,1939228,17.529,-89.030236,1,"G",340,"Great Curassow","Crax rubra","Bird",2,2020,10,16,16.06,"","No","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284473,1939228,17.529,-89.030236,2020-10-16,28,"2020-10-16 16.06"
"01G","Yes","Yalbac",284473,1939228,17.529,-89.030236,1,"G",193,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,10,1,6.52,"","No","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284473,1939228,17.529,-89.030236,2020-10-01,13,"2020-10-01 6.52"
"01H","Yes","Yalbac",284474,1939211,17.52885,-89.030233,1,"H",43,"Great Curassow","Crax rubra","Bird",2,2020,11,1,12.18,"","No","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,284474,1939211,17.52885,-89.030233,2020-11-01,9,"2020-11-01 12.18"
"02B","Yes","Yalbac",284998,1938089,17.518768,-89.025183,2,"B",141,"Great Curassow","Crax rubra","Bird",2,2020,3,19,7.14,"","No","Yes","Yalbac","Bushnel",2020-03-14,2020-05-09,2020-04-03,18,284998,1938089,17.518768,-89.025183,2020-03-19,6,"2020-03-19 7.14"
"02D","Yes","Yalbac",284809,1938170,17.519479,-89.026966,2,"D",256,"Great Curassow","Crax rubra","Bird",2,2020,7,7,6.45,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284809,1938170,17.519479,-89.026966,2020-07-07,25,"2020-07-07 6.45"
"02D","Yes","Yalbac",284809,1938170,17.519479,-89.026966,2,"D",368,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,7,12,14.42,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284809,1938170,17.519479,-89.026966,2020-07-12,30,"2020-07-12 14.42"
"02E","Yes","Yalbac",284808,1938170,17.519475,-89.026982,2,"E",97,"Great Curassow","Crax rubra","Bird",2,2020,7,22,7.36,"","No","Yes","Yalbac","Bushnel",2020-07-18,2020-08-22,2020-08-22,35,284808,1938170,17.519475,-89.026982,2020-07-22,5,"2020-07-22 7.36"
"02E","Yes","Yalbac",284808,1938170,17.519475,-89.026982,2,"E",376,"Great Curassow","Crax rubra","Bird",2,2020,8,8,6.23,"","No","Yes","Yalbac","Bushnel",2020-07-18,2020-08-22,2020-08-22,35,284808,1938170,17.519475,-89.026982,2020-08-08,22,"2020-08-08 6.23"
"02E","Yes","Yalbac",284808,1938170,17.519475,-89.026982,2,"E",285,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,7,31,11.39,"","No","Yes","Yalbac","Bushnel",2020-07-18,2020-08-22,2020-08-22,35,284808,1938170,17.519475,-89.026982,2020-07-31,14,"2020-07-31 11.39"
"02E","Yes","Yalbac",284808,1938170,17.519475,-89.026982,2,"E",301,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,7,31,12.01,"","No","Yes","Yalbac","Bushnel",2020-07-18,2020-08-22,2020-08-22,35,284808,1938170,17.519475,-89.026982,2020-07-31,14,"2020-07-31 12.01"
"02G","Yes","Yalbac",284926,1938068,17.518568,-89.02586,2,"G",217,"Great Curassow","Crax rubra","Bird",2,2020,9,25,6.49,"","No","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284926,1938068,17.518568,-89.02586,2020-09-25,7,"2020-09-25 6.49"
"02G","Yes","Yalbac",284926,1938068,17.518568,-89.02586,2,"G",225,"Great Curassow","Crax rubra","Bird",2,2020,9,25,12.05,"","No","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284926,1938068,17.518568,-89.02586,2020-09-25,7,"2020-09-25 12.05"
"02H","Yes","Yalbac",284930,1938067,17.518558,-89.02582,2,"H",201,"Great Curassow","Crax rubra","Bird",2,2020,10,25,6.23,"","No","Yes","Yalbac","Bushnel",2020-09-10,2020-11-28,2020-11-28,35,284930,1938067,17.518558,-89.02582,2020-10-25,46,"2020-10-25 6.23"
"03B","Yes","Yalbac",284474,1939228,17.529006,-89.030226,3,"B",175,"Great Curassow","Crax rubra","Bird",2,2020,3,24,6.32,"","No","Yes","Yalbac","Bushnel",2020-03-14,2020-05-09,2020-05-07,51,284474,1939228,17.529006,-89.030226,2020-03-24,11,"2020-03-24 6.32"
"03B","Yes","Yalbac",284474,1939228,17.529006,-89.030226,3,"B",1280,"Great Curassow","Crax rubra","Bird",2,2020,5,4,7.2,"","No","Yes","Yalbac","Bushnel",2020-03-14,2020-05-09,2020-05-07,51,284474,1939228,17.529006,-89.030226,2020-05-04,52,"2020-05-04 7.20"
"03D","Yes","Yalbac",284201,1939112,17.52793,-89.032787,3,"D",91,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,6,24,11.19,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284201,1939112,17.52793,-89.032787,2020-06-24,12,"2020-06-24 11.19"
"03D","Yes","Yalbac",284201,1939112,17.52793,-89.032787,3,"D",130,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,6,26,14.37,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284201,1939112,17.52793,-89.032787,2020-06-26,14,"2020-06-26 14.37"
"03D","Yes","Yalbac",284201,1939112,17.52793,-89.032787,3,"D",151,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,6,27,17.41,"","No","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284201,1939112,17.52793,-89.032787,2020-06-27,15,"2020-06-27 17.41"
"03E","Yes","Yalbac",284206,1939118,17.527981,-89.032738,3,"E",178,"Great Curassow","Crax rubra","Bird",2,2020,8,11,6.12,"","No","Yes","Yalbac","Bushnel",2020-07-18,2020-08-22,2020-08-22,35,284206,1939118,17.527981,-89.032738,2020-08-11,25,"2020-08-11 6.12"
"03E","Yes","Yalbac",284206,1939118,17.527981,-89.032738,3,"E",88,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,7,26,17.41,"","No","Yes","Yalbac","Bushnel",2020-07-18,2020-08-22,2020-08-22,35,284206,1939118,17.527981,-89.032738,2020-07-26,9,"2020-07-26 17.41"
"03E","Yes","Yalbac",284206,1939118,17.527981,-89.032738,3,"E",100,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,7,26,18.17,"","No","Yes","Yalbac","Bushnel",2020-07-18,2020-08-22,2020-08-22,35,284206,1939118,17.527981,-89.032738,2020-07-26,9,"2020-07-26 18.17"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",37,"Great Curassow","Crax rubra","Bird",2,2020,9,24,15.48,"","No","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-09-24,6,"2020-09-24 15.48"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",106,"Great Curassow","Crax rubra","Bird",2,2020,9,27,6.28,"","No","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-09-27,9,"2020-09-27 6.28"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",151,"Great Curassow","Crax rubra","Bird",2,2020,10,1,6.16,"","No","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-10-01,13,"2020-10-01 6.16"
"03G","Yes","Yalbac",284578,1939508,17.531539,-89.029275,3,"G",175,"Ocellated Turkey","Meleagris ocellata","Bird",2,2020,10,1,7.29,"","No","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284578,1939508,17.531539,-89.029275,2020-10-01,13,"2020-10-01 7.29"
"06C","Yes","Yalbac",286216,1936445,17.504029,-89.013555,6,"C",643,"Great Curassow","Crax rubra","Bird",2,2020,6,9,7.58,"","No","Yes","Yalbac","Bushnel",2020-05-09,2020-06-13,2020-06-13,35,286216,1936445,17.504029,-89.013555,2020-06-09,32,"2020-06-09 7.58"
"01B","Yes","Yalbac",286795,1939898,17.53528,-89.008442,1,"B",3028,"White-nosed Coati","Nasua narica","Mammal",2,2020,4,13,17.56,"","Yes","Yes","Yalbac","Bushnel",2020-03-14,2020-05-09,2020-05-09,53,286795,1939898,17.53528,-89.008442,2020-04-13,31,"2020-04-13 17.56"
"01C","Yes","Yalbac",286793,1939897,17.535266,-89.008462,1,"C",199,"Racoon","Procyon lotor","Mammal",2,2020,5,17,2.59,"","Yes","Yes","Yalbac","Bushnel",2020-05-09,2020-06-13,2020-06-13,35,286793,1939897,17.535266,-89.008462,2020-05-17,9,"2020-05-17 2.59"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",211,"Baird's Tapir","Tapirus bairdii","Mammal",2,2020,6,28,1.32,"","Yes","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-06-28,16,"2020-06-28 1.32"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",85,"Gray Fox","Urocyon cinereoargenteus","Mammal",2,2020,6,20,12.07,"","Yes","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-06-20,8,"2020-06-20 12.07"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",424,"Gray Fox","Urocyon cinereoargenteus","Mammal",2,2020,7,13,16.23,"","Yes","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-07-13,31,"2020-07-13 16.23"
"01D","Yes","Yalbac",284079,1939085,17.527673,-89.033933,1,"D",103,"Red Brocket Deer","Mazama temama","Mammal",2,2020,6,21,12.02,"","Yes","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284079,1939085,17.527673,-89.033933,2020-06-21,9,"2020-06-21 12.02"
"01G","Yes","Yalbac",284473,1939228,17.529,-89.030236,1,"G",316,"White-tailed Deer","Odocoileus virginianus","Mammal",2,2020,10,14,12,"","Yes","Yes","Yalbac","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,284473,1939228,17.529,-89.030236,2020-10-14,26,"2020-10-14 12.00"
"01H","Yes","Yalbac",284474,1939211,17.52885,-89.030233,1,"H",217,"Baird's Tapir","Tapirus bairdii","Mammal",2,2020,11,25,21.38,"","Yes","Yes","Yalbac","Bushnel",2020-10-24,2020-11-28,2020-11-28,35,284474,1939211,17.52885,-89.030233,2020-11-25,33,"2020-11-25 21.38"
"02H","Yes","Yalbac",284930,1938067,17.518558,-89.02582,2,"H",161,"Agouti","Dasyprocta punctata","Mammal",2,2020,10,8,11.07,"","Yes","Yes","Yalbac","Bushnel",2020-09-10,2020-11-28,2020-11-28,35,284930,1938067,17.518558,-89.02582,2020-10-08,29,"2020-10-08 11.07"
"03B","Yes","Yalbac",284474,1939228,17.529006,-89.030226,3,"B",19,"Baird's Tapir","Tapirus bairdii","Mammal",2,2020,3,14,20.59,"","Yes","Yes","Yalbac","Bushnel",2020-03-14,2020-05-09,2020-05-07,51,284474,1939228,17.529006,-89.030226,2020-03-14,1,"2020-03-14 20.59"
"03B","Yes","Yalbac",284474,1939228,17.529006,-89.030226,3,"B",688,"Puma","Puma concolor","Mammal",2,2020,4,17,7.49,"","Yes","Yes","Yalbac","Bushnel",2020-03-14,2020-05-09,2020-05-07,51,284474,1939228,17.529006,-89.030226,2020-04-17,35,"2020-04-17 7.49"
"03C","Yes","Yalbac",284478,1939229,17.52901,-89.030195,3,"C",421,"Jaguar","Panthera onca","Mammal",2,2020,6,7,22.32,"","Yes","Yes","Yalbac","Bushnel",2020-05-09,2020-06-13,2020-06-13,35,284478,1939229,17.52901,-89.030195,2020-06-07,30,"2020-06-07 22.32"
"03C","Yes","Yalbac",284478,1939229,17.52901,-89.030195,3,"C",286,"White-nosed Coati","Nasua narica","Mammal",2,2020,5,15,15.29,"","Yes","Yes","Yalbac","Bushnel",2020-05-09,2020-06-13,2020-06-13,35,284478,1939229,17.52901,-89.030195,2020-05-15,7,"2020-05-15 15.29"
"03D","Yes","Yalbac",284201,1939112,17.52793,-89.032787,3,"D",46,"Baird's Tapir","Tapirus bairdii","Mammal",2,2020,6,16,19.5,"","Yes","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284201,1939112,17.52793,-89.032787,2020-06-16,4,"2020-06-16 19.50"
"03D","Yes","Yalbac",284201,1939112,17.52793,-89.032787,3,"D",166,"Baird's Tapir","Tapirus bairdii","Mammal",2,2020,6,28,1.26,"","Yes","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284201,1939112,17.52793,-89.032787,2020-06-28,16,"2020-06-28 1.26"
"03D","Yes","Yalbac",284201,1939112,17.52793,-89.032787,3,"D",280,"Baird's Tapir","Tapirus bairdii","Mammal",2,2020,7,12,19.37,"","Yes","Yes","Yalbac","Bushnel",2020-06-13,2020-07-18,2020-07-18,36,284201,1939112,17.52793,-89.032787,2020-07-12,30,"2020-07-12 19.37"
"03E","Yes","Yalbac",284206,1939118,17.527981,-89.032738,3,"E",121,"Gray Fox","Urocyon cinereoargenteus","Mammal",2,2020,8,1,15.16,"","Yes","Yes","Yalbac","Bushnel",2020-07-18,2020-08-22,2020-08-22,35,284206,1939118,17.527981,-89.032738,2020-08-01,15,"2020-08-01 15.16"
"13F","Yes","Laguna Seca",289288,1951348,17.638948,-88.986102,13,"F",55,"Ocellated Turkey","Meleagris ocellata","Bird",1,2020,10,17,6,"","No","Yes","Laguna Seca","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,289288,1951348,17.638948,-88.986102,2020-10-17,29,"2020-10-17 6.00"
"01B","Yes","Yalbac",286795,1939898,17.53528,-89.008442,1,"B",2386,"Great Curassow","Crax rubra","Bird",1,2020,4,2,7.11,"","No","Yes","Yalbac","Bushnel",2020-03-14,2020-05-09,2020-05-09,53,286795,1939898,17.53528,-89.008442,2020-04-02,20,"2020-04-02 7.11"
"13D","Yes","Laguna Seca",289870,1951695,17.642139,-88.980649,13,"D",442,"Puma","Puma concolor","Mammal",1,2020,7,26,23.25,"","Yes","Yes","Laguna Seca","Bushnel",2020-06-27,2020-08-08,2020-08-08,41,289870,1951695,17.642139,-88.980649,2020-07-26,30,"2020-07-26 23.25"
"13F","Yes","Laguna Seca",289288,1951348,17.638948,-88.986102,13,"F",16,"Baird's Tapir","Tapirus bairdii","Mammal",1,2020,9,24,20.08,"","Yes","Yes","Laguna Seca","Bushnel",2020-09-19,2020-10-24,2020-10-24,35,289288,1951348,17.638948,-88.986102,2020-09-24,6,"2020-09-24 20.08"
"13C","Yes","Laguna Seca",289865,1951697,17.642153,-88.980698,13,"C",97,"Agouti","Dasyprocta punctata","Mammal",1,2020,6,4,16.29,"","Yes","Yes","Laguna Seca","Bushnel",2020-05-22,2020-06-27,2020-06-27,36,289865,1951697,17.642153,-88.980698,2020-06-04,14,"2020-06-04 16.29"
