"site","Camera","picture","species.name","Nr","Year","Month","Day","Hour.Exact","Comment","camera.brand","Location.1","Logging","Mammal","Easting.y","Northing.y","Site","Active_Log","obsdate","First_Obs","Last.Record_clean","Days","date_time_obs"
"814C","814C",340,"Great Curassow",1,2018,5,15,6.2,"","bushnell","Laguna Seca","yes","No",295491,1940684,"Laguna Seca","yes",2018-05-15,2018-04-20,2018-05-22,33,"2018-05-15 6.20"
"814C","814C",380,"Great Curassow",1,2018,5,17,9.23,"","bushnell","Laguna Seca","yes","No",295491,1940684,"Laguna Seca","yes",2018-05-17,2018-04-20,2018-05-22,33,"2018-05-17 9.23"
"809C","809C",394,"Great Curassow",1,2018,5,20,18.14,"","bushnell","Laguna Seca","yes","No",290470,1941089,"Laguna Seca","yes",2018-05-20,2018-04-20,2018-05-22,33,"2018-05-20 18.14"
"802C","802C",5040077,"Great Curassow",1,2018,5,4,5.26,"","bushnell","Yalbac","yes","No",288646,1957213,"Yalbac","yes",2018-05-04,2018-04-20,2018-05-22,33,"2018-05-04 5.26"
"809D","809D",32,"Great Curassow",3,2018,5,26,6.46,"","bushnell","Laguna Seca","yes","No",290096,1941263,"Laguna Seca","yes",2018-05-26,2018-05-22,2018-06-27,36,"2018-05-26 6.46"
"814D","814D",73,"Great Curassow",1,2018,5,28,7.02,"","bushnell","Laguna Seca","yes","No",291294,1941520,"Laguna Seca","yes",2018-05-28,2018-05-22,2018-06-27,36,"2018-05-28 7.02"
"809D","809D",112,"Great Curassow",2,2018,5,29,17.18,"","bushnell","Laguna Seca","yes","No",290096,1941263,"Laguna Seca","yes",2018-05-29,2018-05-22,2018-06-27,36,"2018-05-29 17.18"
"809D","809D",127,"Great Curassow",1,2018,6,4,7.21,"","bushnell","Laguna Seca","yes","No",290096,1941263,"Laguna Seca","yes",2018-06-04,2018-05-22,2018-06-27,36,"2018-06-04 7.21"
"813D","813D",247,"Great Curassow",1,2018,6,26,8.16,"hen (barred color form) + chick","bushnell","Laguna Seca","yes","No",290557,1941423,"Laguna Seca","yes",2018-06-26,2018-05-22,2018-06-27,36,"2018-06-26 8.16"
"809D","809D",328,"Great Curassow",3,2018,6,14,14.08,"","bushnell","Laguna Seca","yes","No",290096,1941263,"Laguna Seca","yes",2018-06-14,2018-05-22,2018-06-27,36,"2018-06-14 14.08"
"809D","809D",382,"Great Curassow",1,2018,6,14,14.55,"","bushnell","Laguna Seca","yes","No",290096,1941263,"Laguna Seca","yes",2018-06-14,2018-05-22,2018-06-27,36,"2018-06-14 14.55"
"809D","809D",391,"Great Curassow",4,2018,6,15,8.48,"","bushnell","Laguna Seca","yes","No",290096,1941263,"Laguna Seca","yes",2018-06-15,2018-05-22,2018-06-27,36,"2018-06-15 8.48"
"809D","809D",430,"Great Curassow",3,2018,6,15,14.5,"","bushnell","Laguna Seca","yes","No",290096,1941263,"Laguna Seca","yes",2018-06-15,2018-05-22,2018-06-27,36,"2018-06-15 14.50"
"809D","809D",454,"Great Curassow",4,2018,6,17,6.17,"","bushnell","Laguna Seca","yes","No",290096,1941263,"Laguna Seca","yes",2018-06-17,2018-05-22,2018-06-27,36,"2018-06-17 6.17"
"809D","809D",493,"Great Curassow",3,2018,6,17,11.53,"","bushnell","Laguna Seca","yes","No",290096,1941263,"Laguna Seca","yes",2018-06-17,2018-05-22,2018-06-27,36,"2018-06-17 11.53"
"809D","809D",567,"Great Curassow",1,2018,6,18,6.41,"","bushnell","Laguna Seca","yes","No",290096,1941263,"Laguna Seca","yes",2018-06-18,2018-05-22,2018-06-27,36,"2018-06-18 6.41"
"809D","809D",571,"Great Curassow",1,2018,6,18,7.24,"","bushnell","Laguna Seca","yes","No",290096,1941263,"Laguna Seca","yes",2018-06-18,2018-05-22,2018-06-27,36,"2018-06-18 7.24"
"809D","809D",595,"Great Curassow",3,2018,6,19,7.51,"","bushnell","Laguna Seca","yes","No",290096,1941263,"Laguna Seca","yes",2018-06-19,2018-05-22,2018-06-27,36,"2018-06-19 7.51"
"809D","809D",640,"Great Curassow",3,2018,6,19,15.54,"","bushnell","Laguna Seca","yes","No",290096,1941263,"Laguna Seca","yes",2018-06-19,2018-05-22,2018-06-27,36,"2018-06-19 15.54"
"809D","809D",676,"Great Curassow",3,2018,6,20,5.11,"","bushnell","Laguna Seca","yes","No",290096,1941263,"Laguna Seca","yes",2018-06-20,2018-05-22,2018-06-27,36,"2018-06-20 5.11"
"809D","809D",730,"Great Curassow",2,2018,6,24,6.49,"","bushnell","Laguna Seca","yes","No",290096,1941263,"Laguna Seca","yes",2018-06-24,2018-05-22,2018-06-27,36,"2018-06-24 6.49"
"809E","809E",10,"Great Curassow",3,2018,6,27,15.12,"","bushnell","Laguna Seca","yes","No",290102,1941262,"Laguna Seca","yes",2018-06-27,2018-06-27,2018-09-10,16,"2018-06-27 15.12"
"814E","814E",13,"Great Curassow",1,2018,6,28,13.21,"Two chicks","bushnell","Laguna Seca","yes","No",291291,1941517,"Laguna Seca","yes",2018-06-28,2018-06-27,2018-11-17,140,"2018-06-28 13.21"
"803E","803E",19,"Great Curassow",1,2018,7,13,8.5,"","bushnell","Yalbac","yes","No",293978,1956571,"Yalbac","yes",2018-07-13,2018-06-27,2018-08-31,65,"2018-07-13 8.50"
"803E","803E",22,"Great Curassow",1,2018,7,13,10.49,"","bushnell","Yalbac","yes","No",293978,1956571,"Yalbac","yes",2018-07-13,2018-06-27,2018-08-31,65,"2018-07-13 10.49"
"803E","803E",37,"Great Curassow",1,2018,7,16,9.45,"","bushnell","Yalbac","yes","No",293978,1956571,"Yalbac","yes",2018-07-16,2018-06-27,2018-08-31,65,"2018-07-16 9.45"
"809E","809E",43,"Great Curassow",6,2018,6,27,15.58,"","bushnell","Laguna Seca","yes","No",290102,1941262,"Laguna Seca","yes",2018-06-27,2018-06-27,2018-09-10,16,"2018-06-27 15.58"
"804E","804E",45,"Great Curassow",1,2018,7,3,7.28,"","bushnell","Yalbac","yes","No",286000,1954721,"Yalbac","yes",2018-07-03,2018-06-27,2018-07-16,19,"2018-07-03 7.28"
"804E","804E",49,"Great Curassow",2,2018,7,3,7.29,"","bushnell","Yalbac","yes","No",286000,1954721,"Yalbac","yes",2018-07-03,2018-06-27,2018-07-16,19,"2018-07-03 7.29"
"813E","813E",64,"Great Curassow",1,2018,7,5,16.36,"","bushnell","Laguna Seca","yes","No",290559,1941411,"Laguna Seca","yes",2018-07-05,2018-06-27,2018-07-18,21,"2018-07-05 16.36"
"809E","809E",115,"Great Curassow",7,2018,6,28,6.02,"","bushnell","Laguna Seca","yes","No",290102,1941262,"Laguna Seca","yes",2018-06-28,2018-06-27,2018-09-10,16,"2018-06-28 6.02"
"805E","805E",190,"Great Curassow",1,2018,8,8,18.22,"","bushnell","Yalbac","yes","No",286387,1955474,"Yalbac","yes",2018-08-08,2018-06-27,2018-09-09,74,"2018-08-08 18.22"
"805E","805E",220,"Great Curassow",1,2018,8,11,5.29,"","bushnell","Yalbac","yes","No",286387,1955474,"Yalbac","yes",2018-08-11,2018-06-27,2018-09-09,74,"2018-08-11 5.29"
"809E","809E",229,"Great Curassow",1,2018,6,30,7.46,"","bushnell","Laguna Seca","yes","No",290102,1941262,"Laguna Seca","yes",2018-06-30,2018-06-27,2018-09-10,16,"2018-06-30 7.46"
"809E","809E",268,"Great Curassow",1,2018,7,2,6.47,"","bushnell","Laguna Seca","yes","No",290102,1941262,"Laguna Seca","yes",2018-07-02,2018-06-27,2018-09-10,16,"2018-07-02 6.47"
"809E","809E",324,"Great Curassow",1,2018,7,2,16.54,"","bushnell","Laguna Seca","yes","No",290102,1941262,"Laguna Seca","yes",2018-07-02,2018-06-27,2018-09-10,16,"2018-07-02 16.54"
"809E","809E",342,"Great Curassow",3,2018,7,3,6.36,"","bushnell","Laguna Seca","yes","No",290102,1941262,"Laguna Seca","yes",2018-07-03,2018-06-27,2018-09-10,16,"2018-07-03 6.36"
"814E","814E",349,"Great Curassow",1,2018,11,12,9.28,"","bushnell","Laguna Seca","yes","No",291291,1941517,"Laguna Seca","yes",2018-11-12,2018-06-27,2018-11-17,140,"2018-11-12 9.28"
"803E","803E",356,"Great Curassow",1,2018,8,23,14.01,"","bushnell","Yalbac","yes","No",293978,1956571,"Yalbac","yes",2018-08-23,2018-06-27,2018-08-31,65,"2018-08-23 14.01"
"814E","814E",357,"Great Curassow",1,2018,11,12,10.48,"","bushnell","Laguna Seca","yes","No",291291,1941517,"Laguna Seca","yes",2018-11-12,2018-06-27,2018-11-17,140,"2018-11-12 10.48"
"803E","803E",359,"Great Curassow",1,2018,8,23,17.51,"","bushnell","Yalbac","yes","No",293978,1956571,"Yalbac","yes",2018-08-23,2018-06-27,2018-08-31,65,"2018-08-23 17.51"
"803E","803E",362,"Great Curassow",1,2018,8,24,5.51,"","bushnell","Yalbac","yes","No",293978,1956571,"Yalbac","yes",2018-08-24,2018-06-27,2018-08-31,65,"2018-08-24 5.51"
"814E","814E",381,"Great Curassow",1,2018,11,14,11.48,"","bushnell","Laguna Seca","yes","No",291291,1941517,"Laguna Seca","yes",2018-11-14,2018-06-27,2018-11-17,140,"2018-11-14 11.48"
"814E","814E",384,"Great Curassow",1,2018,7,30,14.38,"","bushnell","Laguna Seca","yes","No",291291,1941517,"Laguna Seca","yes",2018-07-30,2018-06-27,2018-11-17,140,"2018-07-30 14.38"
"809E","809E",396,"Great Curassow",1,2018,7,5,5.22,"","bushnell","Laguna Seca","yes","No",290102,1941262,"Laguna Seca","yes",2018-07-05,2018-06-27,2018-09-10,16,"2018-07-05 5.22"
"809E","809E",402,"Great Curassow",4,2018,7,8,16.2,"","bushnell","Laguna Seca","yes","No",290102,1941262,"Laguna Seca","yes",2018-07-08,2018-06-27,2018-09-10,16,"2018-07-08 16.20"
"809E","809E",429,"Great Curassow",2,2018,7,13,6.24,"","bushnell","Laguna Seca","yes","No",290102,1941262,"Laguna Seca","yes",2018-07-13,2018-06-27,2018-09-10,16,"2018-07-13 6.24"
"809E","809E",430,"Great Curassow",3,2018,7,13,7.36,"","bushnell","Laguna Seca","yes","No",290102,1941262,"Laguna Seca","yes",2018-07-13,2018-06-27,2018-09-10,16,"2018-07-13 7.36"
"814E","814E",440,"Great Curassow",1,2018,8,7,9.35,"","bushnell","Laguna Seca","yes","No",291291,1941517,"Laguna Seca","yes",2018-08-07,2018-06-27,2018-11-17,140,"2018-08-07 9.35"
"814E","814E",544,"Great Curassow",1,2018,8,10,10.24,"","bushnell","Laguna Seca","yes","No",291291,1941517,"Laguna Seca","yes",2018-08-10,2018-06-27,2018-11-17,140,"2018-08-10 10.24"
"814E","814E",584,"Great Curassow",2,2018,8,17,17.37,"","bushnell","Laguna Seca","yes","No",291291,1941517,"Laguna Seca","yes",2018-08-17,2018-06-27,2018-11-17,140,"2018-08-17 17.37"
"814E","814E",674,"Great Curassow",1,2018,8,23,13.4,"","bushnell","Laguna Seca","yes","No",291291,1941517,"Laguna Seca","yes",2018-08-23,2018-06-27,2018-11-17,140,"2018-08-23 13.40"
"814E","814E",984,"Great Curassow",1,2018,10,11,9.3,"","bushnell","Laguna Seca","yes","No",291291,1941517,"Laguna Seca","yes",2018-10-11,2018-06-27,2018-11-17,140,"2018-10-11 9.30"
"802E","802E",7300081,"Great Curassow",2,2018,7,30,5.34,"Mother with juvenile male","bushnell","Yalbac","yes","No",288640,1957207,"Yalbac","yes",2018-07-30,2018-06-27,2018-07-30,33,"2018-07-30 5.34"
"803F","803F",262,"Great Curassow",1,2018,10,9,7.29,"","bushnell","Yalbac","yes","No",287367,1957733,"Yalbac","yes",2018-10-09,2018-09-10,2018-11-17,68,"2018-10-09 7.29"
"803F","803F",367,"Great Curassow",1,2018,10,21,12.03,"","bushnell","Yalbac","yes","No",287367,1957733,"Yalbac","yes",2018-10-21,2018-09-10,2018-11-17,68,"2018-10-21 12.03"
"803F","803F",614,"Great Curassow",1,2018,11,12,8.28,"","bushnell","Yalbac","yes","No",287367,1957733,"Yalbac","yes",2018-11-12,2018-09-10,2018-11-17,68,"2018-11-12 8.28"
"803F","803F",653,"Great Curassow",3,2018,11,15,7.09,"","bushnell","Yalbac","yes","No",287367,1957733,"Yalbac","yes",2018-11-15,2018-09-10,2018-11-17,68,"2018-11-15 7.09"
"801F","801F",5422,"Great Curassow",1,2018,9,27,14.14,"","Moultrie","Yalbac","yes","No",286030,1953552,"Yalbac","yes",2018-09-27,2018-09-10,2018-10-02,23,"2018-09-27 14.14"
"802F","802F",9230093,"Great Curassow",1,2018,9,23,6.27,"","bushnell","Yalbac","yes","No",288642,1957201,"Yalbac","yes",2018-09-23,2018-09-10,2018-11-17,68,"2018-09-23 6.27"
"802F","802F",9260101,"Great Curassow",1,2018,9,26,10.29,"","bushnell","Yalbac","yes","No",288642,1957201,"Yalbac","yes",2018-09-26,2018-09-10,2018-11-17,68,"2018-09-26 10.29"
"802F","802F",10060149,"Great Curassow",1,2018,10,6,8.08,"","bushnell","Yalbac","yes","No",288642,1957201,"Yalbac","yes",2018-10-06,2018-09-10,2018-11-17,68,"2018-10-06 8.08"
"802F","802F",10250201,"Great Curassow",2,2018,10,25,6.23,"","bushnell","Yalbac","yes","No",288642,1957201,"Yalbac","yes",2018-10-25,2018-09-10,2018-11-17,68,"2018-10-25 6.23"
"807G","807G",9,"Great Curassow",1,2018,11,20,7.02,"","bushnell","Yalbac","yes","No",288218,1957304,"Yalbac","yes",2018-11-20,2018-11-17,2018-12-28,34,"2018-11-20 7.02"
"803G","803G",34,"Great Curassow",2,2018,11,19,6.05,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-11-19,2018-11-17,2018-12-28,34,"2018-11-19 6.05"
"805G","805G",85,"Great Curassow",1,2018,11,26,6.43,"","bushnell","Yalbac","yes","No",286387,1955277,"Yalbac","yes",2018-11-26,2018-11-17,2018-12-28,34,"2018-11-26 6.43"
"804G","804G",89,"Great Curassow",1,2018,11,25,11.52,"","bushnell","Yalbac","yes","No",285989,1954514,"Yalbac","yes",2018-11-25,2018-11-17,2018-12-28,34,"2018-11-25 11.52"
"804G","804G",117,"Great Curassow",1,2018,11,28,6.39,"","bushnell","Yalbac","yes","No",285989,1954514,"Yalbac","yes",2018-11-28,2018-11-17,2018-12-28,34,"2018-11-28 6.39"
"804G","804G",121,"Great Curassow",1,2018,11,28,17.24,"","bushnell","Yalbac","yes","No",285989,1954514,"Yalbac","yes",2018-11-28,2018-11-17,2018-12-28,34,"2018-11-28 17.24"
"803G","803G",178,"Great Curassow",1,2018,12,2,15.54,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-12-02,2018-11-17,2018-12-28,34,"2018-12-02 15.54"
"803G","803G",187,"Great Curassow",2,2018,12,4,9.32,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-12-04,2018-11-17,2018-12-28,34,"2018-12-04 9.32"
"803G","803G",205,"Great Curassow",1,2018,12,5,6.3,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-12-05,2018-11-17,2018-12-28,34,"2018-12-05 6.30"
"803G","803G",223,"Great Curassow",1,2018,12,6,12.17,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-12-06,2018-11-17,2018-12-28,34,"2018-12-06 12.17"
"805G","805G",226,"Great Curassow",1,2018,12,11,15.58,"","bushnell","Yalbac","yes","No",286387,1955277,"Yalbac","yes",2018-12-11,2018-11-17,2018-12-28,34,"2018-12-11 15.58"
"805G","805G",229,"Great Curassow",1,2018,12,11,17.22,"","bushnell","Yalbac","yes","No",286387,1955277,"Yalbac","yes",2018-12-11,2018-11-17,2018-12-28,34,"2018-12-11 17.22"
"803G","803G",232,"Great Curassow",1,2018,12,7,12.09,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-12-07,2018-11-17,2018-12-28,34,"2018-12-07 12.09"
"805G","805G",232,"Great Curassow",1,2018,12,12,6.17,"","bushnell","Yalbac","yes","No",286387,1955277,"Yalbac","yes",2018-12-12,2018-11-17,2018-12-28,34,"2018-12-12 6.17"
"803G","803G",253,"Great Curassow",1,2018,12,8,16.34,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-12-08,2018-11-17,2018-12-28,34,"2018-12-08 16.34"
"803G","803G",259,"Great Curassow",1,2018,12,9,5.57,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-12-09,2018-11-17,2018-12-28,34,"2018-12-09 5.57"
"804G","804G",317,"Great Curassow",1,2018,12,21,6.24,"","bushnell","Yalbac","yes","No",285989,1954514,"Yalbac","yes",2018-12-21,2018-11-17,2018-12-28,34,"2018-12-21 6.24"
"803G","803G",331,"Great Curassow",1,2018,12,18,9.3,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-12-18,2018-11-17,2018-12-28,34,"2018-12-18 9.30"
"804G","804G",345,"Great Curassow",1,2018,12,22,17.45,"","bushnell","Yalbac","yes","No",285989,1954514,"Yalbac","yes",2018-12-22,2018-11-17,2018-12-28,34,"2018-12-22 17.45"
"803G","803G",349,"Great Curassow",1,2018,12,19,6.2,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-12-19,2018-11-17,2018-12-28,34,"2018-12-19 6.20"
"803G","803G",352,"Great Curassow",2,2018,12,20,7.1,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-12-20,2018-11-17,2018-12-28,34,"2018-12-20 7.10"
"804G","804G",353,"Great Curassow",2,2018,12,23,6.39,"","bushnell","Yalbac","yes","No",285989,1954514,"Yalbac","yes",2018-12-23,2018-11-17,2018-12-28,34,"2018-12-23 6.39"
"803G","803G",361,"Great Curassow",1,2018,12,20,8.42,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-12-20,2018-11-17,2018-12-28,34,"2018-12-20 8.42"
"804G","804G",373,"Great Curassow",1,2018,12,24,10.57,"","bushnell","Yalbac","yes","No",285989,1954514,"Yalbac","yes",2018-12-24,2018-11-17,2018-12-28,34,"2018-12-24 10.57"
"803G","803G",376,"Great Curassow",1,2018,12,21,10.01,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-12-21,2018-11-17,2018-12-28,34,"2018-12-21 10.01"
"803G","803G",385,"Great Curassow",1,2018,12,22,10.14,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-12-22,2018-11-17,2018-12-28,34,"2018-12-22 10.14"
"805G","805G",409,"Great Curassow",1,2018,12,23,7.15,"","bushnell","Yalbac","yes","No",286387,1955277,"Yalbac","yes",2018-12-23,2018-11-17,2018-12-28,34,"2018-12-23 7.15"
"803G","803G",412,"Great Curassow",1,2018,12,23,15.57,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-12-23,2018-11-17,2018-12-28,34,"2018-12-23 15.57"
"803G","803G",421,"Great Curassow",1,2018,12,24,6.11,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-12-24,2018-11-17,2018-12-28,34,"2018-12-24 6.11"
"805G","805G",421,"Great Curassow",1,2018,12,23,8.24,"","bushnell","Yalbac","yes","No",286387,1955277,"Yalbac","yes",2018-12-23,2018-11-17,2018-12-28,34,"2018-12-23 8.24"
"804G","804G",425,"Great Curassow",1,2018,12,27,7.03,"","bushnell","Yalbac","yes","No",285989,1954514,"Yalbac","yes",2018-12-27,2018-11-17,2018-12-28,34,"2018-12-27 7.03"
"804G","804G",429,"Great Curassow",1,2018,12,27,9.1,"","bushnell","Yalbac","yes","No",285989,1954514,"Yalbac","yes",2018-12-27,2018-11-17,2018-12-28,34,"2018-12-27 9.10"
"803G","803G",433,"Great Curassow",2,2018,12,24,10.24,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-12-24,2018-11-17,2018-12-28,34,"2018-12-24 10.24"
"805G","805G",436,"Great Curassow",1,2018,12,28,8.02,"","bushnell","Yalbac","yes","No",286387,1955277,"Yalbac","yes",2018-12-28,2018-11-17,2018-12-28,34,"2018-12-28 8.02"
"803G","803G",442,"Great Curassow",1,2018,12,26,6.25,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-12-26,2018-11-17,2018-12-28,34,"2018-12-26 6.25"
"803G","803G",445,"Great Curassow",1,2018,12,26,10.08,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-12-26,2018-11-17,2018-12-28,34,"2018-12-26 10.08"
"803G","803G",451,"Great Curassow",1,2018,12,26,12.39,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-12-26,2018-11-17,2018-12-28,34,"2018-12-26 12.39"
"803G","803G",457,"Great Curassow",1,2018,12,28,6.11,"","bushnell","Yalbac","yes","No",287359,1957524,"Yalbac","yes",2018-12-28,2018-11-17,2018-12-28,34,"2018-12-28 6.11"
"802G","802G",12100001,"Great Curassow",2,2018,12,10,8.21,"","bushnell","Yalbac","yes","No",288636,1956993,"Yalbac","yes",2018-12-10,2018-11-17,2018-12-28,34,"2018-12-10 8.21"
"807C","807C",89,"Great Tinamou",1,2018,5,8,5.15,"","bushnell","Yalbac","yes","No",293761,1956731,"Yalbac","yes",2018-05-08,2018-04-20,2018-05-22,33,"2018-05-08 5.15"
"807C","807C",145,"Great Tinamou",1,2018,5,12,6.43,"","bushnell","Yalbac","yes","No",293761,1956731,"Yalbac","yes",2018-05-12,2018-04-20,2018-05-22,33,"2018-05-12 6.43"
"804D","804D",33,"Great Tinamou",1,2018,5,23,7.45,"","bushnell","Yalbac","yes","No",286002,1954720,"Yalbac","yes",2018-05-23,2018-05-22,2018-06-27,36,"2018-05-23 7.45"
"804D","804D",50,"Great Tinamou",2,2018,5,25,8.56,"","bushnell","Yalbac","yes","No",286002,1954720,"Yalbac","yes",2018-05-25,2018-05-22,2018-06-27,36,"2018-05-25 8.56"
"804D","804D",73,"Great Tinamou",1,2018,5,28,14.01,"","bushnell","Yalbac","yes","No",286002,1954720,"Yalbac","yes",2018-05-28,2018-05-22,2018-06-27,36,"2018-05-28 14.01"
"804G","804G",273,"Great Tinamou",1,2018,12,17,15.16,"","bushnell","Yalbac","yes","No",285989,1954514,"Yalbac","yes",2018-12-17,2018-11-17,2018-12-28,34,"2018-12-17 15.16"
"814E","814E",373,"Hooded Warbler",1,2018,11,12,15.52,"","bushnell","Laguna Seca","yes","No",291291,1941517,"Laguna Seca","yes",2018-11-12,2018-06-27,2018-11-17,140,"2018-11-12 15.52"
"814E","814E",385,"Hooded Warbler",1,2018,11,15,7.31,"","bushnell","Laguna Seca","yes","No",291291,1941517,"Laguna Seca","yes",2018-11-15,2018-06-27,2018-11-17,140,"2018-11-15 7.31"
"814E","814E",389,"Hooded Warbler",1,2018,11,15,8.2,"","bushnell","Laguna Seca","yes","No",291291,1941517,"Laguna Seca","yes",2018-11-15,2018-06-27,2018-11-17,140,"2018-11-15 8.20"
"814E","814E",401,"Hooded Warbler",1,2018,11,16,6.34,"","bushnell","Laguna Seca","yes","No",291291,1941517,"Laguna Seca","yes",2018-11-16,2018-06-27,2018-11-17,140,"2018-11-16 6.34"
"811A","811A",61,"Jaguar",1,2018,1,15,5.37,"","bushnell","Laguna Seca","yes","Yes",292245,1941778,"Laguna Seca","yes",2018-01-15,2018-01-02,2018-02-27,54,"2018-01-15 5.37"
"811B","811B",1022,"Jaguar",1,2018,4,6,19.42,"","bushnell","Laguna Seca","yes","Yes",292249,1941778,"Laguna Seca","yes",2018-04-06,2018-03-05,2018-04-20,46,"2018-04-06 19.42"
"813D","813D",61,"Jaguar",1,2018,5,29,5.34,"","bushnell","Laguna Seca","yes","Yes",290557,1941423,"Laguna Seca","yes",2018-05-29,2018-05-22,2018-06-27,36,"2018-05-29 5.34"
"805D","805D",85,"Jaguar",1,2018,6,23,13.56,"mom+ cub","bushnell","Yalbac","yes","Yes",286384,1955478,"Yalbac","yes",2018-06-23,2018-05-22,2018-06-27,36,"2018-06-23 13.56"
"809D","809D",106,"Jaguar",1,2018,5,28,2.09,"","bushnell","Laguna Seca","yes","Yes",290096,1941263,"Laguna Seca","yes",2018-05-28,2018-05-22,2018-06-27,36,"2018-05-28 2.09"
"805E","805E",10,"Jaguar",1,2018,6,29,22.33,"mom+ cub","bushnell","Yalbac","yes","Yes",286387,1955474,"Yalbac","yes",2018-06-29,2018-06-27,2018-09-09,74,"2018-06-29 22.33"
"805E","805E",46,"Jaguar",2,2018,7,7,0.06,"cub, mom in background","bushnell","Yalbac","yes","Yes",286387,1955474,"Yalbac","yes",2018-07-07,2018-06-27,2018-09-09,74,"2018-07-07 0.06"
"805E","805E",322,"Jaguar",1,2018,8,26,6.55,"","bushnell","Yalbac","yes","Yes",286387,1955474,"Yalbac","yes",2018-08-26,2018-06-27,2018-09-09,74,"2018-08-26 6.55"
"805E","805E",409,"Jaguar",1,2018,9,9,7.48,"","bushnell","Yalbac","yes","Yes",286387,1955474,"Yalbac","yes",2018-09-09,2018-06-27,2018-09-09,74,"2018-09-09 7.48"
"805G","805G",79,"Jaguar",1,2018,11,25,1.41,"","bushnell","Yalbac","yes","Yes",286387,1955277,"Yalbac","yes",2018-11-25,2018-11-17,2018-12-28,34,"2018-11-25 1.41"
"804G","804G",325,"Jaguar",1,2018,12,21,22.36,"","bushnell","Yalbac","yes","Yes",285989,1954514,"Yalbac","yes",2018-12-21,2018-11-17,2018-12-28,34,"2018-12-21 22.36"
"805G","805G",424,"Jaguar",1,2018,12,23,18.29,"","bushnell","Yalbac","yes","Yes",286387,1955277,"Yalbac","yes",2018-12-23,2018-11-17,2018-12-28,34,"2018-12-23 18.29"
"805G","805G",427,"Jaguar",1,2018,12,23,21.41,"","bushnell","Yalbac","yes","Yes",286387,1955277,"Yalbac","yes",2018-12-23,2018-11-17,2018-12-28,34,"2018-12-23 21.41"
"805G","805G",430,"Jaguar",2,2018,12,23,23.43,"mom+ cub","bushnell","Yalbac","yes","Yes",286387,1955277,"Yalbac","yes",2018-12-23,2018-11-17,2018-12-28,34,"2018-12-23 23.43"
"814B","814B",341,"Margay",1,2018,4,9,19.5,"","bushnell","Laguna Seca","yes","Yes",289938,1941186,"Laguna Seca","yes",2018-04-09,2018-03-05,2018-04-18,44,"2018-04-09 19.50"
"807C","807C",181,"Margay",1,2018,5,19,20.02,"","bushnell","Yalbac","yes","Yes",293761,1956731,"Yalbac","yes",2018-05-19,2018-04-20,2018-05-22,33,"2018-05-19 20.02"
"809C","809C",331,"Margay",1,2018,5,14,3.23,"","bushnell","Laguna Seca","yes","Yes",290470,1941089,"Laguna Seca","yes",2018-05-14,2018-04-20,2018-05-22,33,"2018-05-14 3.23"
"801C","801C",5129,"Margay",1,2018,3,12,20.48,"","Moultrie","Yalbac","yes","Yes",292710,1955731,"Yalbac","yes",2018-03-12,2018-03-12,2018-05-22,33,"2018-03-12 20.48"
"805E","805E",287,"Margay",1,2018,8,19,2.02,"","bushnell","Yalbac","yes","Yes",286387,1955474,"Yalbac","yes",2018-08-19,2018-06-27,2018-09-09,74,"2018-08-19 2.02"
"804E","804E",289,"Margay",1,2018,7,12,5.2,"","bushnell","Yalbac","yes","Yes",286000,1954721,"Yalbac","yes",2018-07-12,2018-06-27,2018-07-16,19,"2018-07-12 5.20"
"805G","805G",100,"Margay",1,2018,12,3,3.25,"","bushnell","Yalbac","yes","Yes",286387,1955277,"Yalbac","yes",2018-12-03,2018-11-17,2018-12-28,34,"2018-12-03 3.25"
"802G","802G",12150013,"Margay",1,2018,12,15,16.06,"","bushnell","Yalbac","yes","Yes",288636,1956993,"Yalbac","yes",2018-12-15,2018-11-17,2018-12-28,34,"2018-12-15 16.06"
