"","site","picture","Species","Number_recorded","Year","Month","Day","Hour","obsdate","Mammal","Easting","Northing","date_time_obs"
"8867","812A",499,"Great Curassow",1,2018,2,25,16.4,"2018-02-25","No",286543,1935392,"2018-02-25 16.40"
"8868","812A",502,"Great Curassow",2,2018,2,26,17.08,"2018-02-26","No",286543,1935392,"2018-02-26 17.08"
"8869","803A",503,"Great Curassow",2,2018,1,30,7.07,"2018-01-30","No",289440,1956750,"2018-01-30 7.07"
"8870","803A",506,"Great Curassow",1,2018,1,31,6.39,"2018-01-31","No",289440,1956750,"2018-01-31 6.39"
"8871","812A",511,"Great Curassow",1,2018,2,27,7.09,"2018-02-27","No",286543,1935392,"2018-02-27 7.09"
"8872","812A",523,"Great Curassow",1,2018,2,28,17.18,"2018-02-28","No",286543,1935392,"2018-02-28 17.18"
"8873","803A",527,"Great Curassow",1,2018,2,1,7.5,"2018-02-01","No",289440,1956750,"2018-02-01 7.50"
"8874","812A",529,"Great Curassow",1,2018,3,3,14.11,"2018-03-03","No",286543,1935392,"2018-03-03 14.11"
"8875","803A",539,"Great Curassow",1,2018,2,2,17.24,"2018-02-02","No",289440,1956750,"2018-02-02 17.24"
"8876","803A",542,"Great Curassow",1,2018,2,3,7.21,"2018-02-03","No",289440,1956750,"2018-02-03 7.21"
"8877","812A",544,"Great Curassow",1,2018,3,4,7.02,"2018-03-04","No",286543,1935392,"2018-03-04 7.02"
"8878","812A",547,"Great Curassow",1,2018,3,4,17.19,"2018-03-04","No",286543,1935392,"2018-03-04 17.19"
"8879","812A",550,"Great Curassow",2,2018,3,5,7.18,"2018-03-05","No",286543,1935392,"2018-03-05 7.18"
"8880","803A",560,"Great Curassow",2,2018,2,3,17.31,"2018-02-03","No",289440,1956750,"2018-02-03 17.31"
"8881","803A",575,"Great Curassow",2,2018,2,4,6.13,"2018-02-04","No",289440,1956750,"2018-02-04 6.13"
"8882","803A",593,"Great Curassow",2,2018,2,5,17.48,"2018-02-05","No",289440,1956750,"2018-02-05 17.48"
"8883","814A",598,"Great Curassow",1,2018,1,19,8.3,"2018-01-19","No",289441,1941086,"2018-01-19 8.30"
"8884","803A",611,"Great Curassow",1,2018,2,6,16.09,"2018-02-06","No",289440,1956750,"2018-02-06 16.09"
"8885","803A",623,"Great Curassow",2,2018,2,6,17.48,"2018-02-06","No",289440,1956750,"2018-02-06 17.48"
"8886","803A",635,"Great Curassow",1,2018,2,7,7.08,"2018-02-07","No",289440,1956750,"2018-02-07 7.08"
"8887","803A",644,"Great Curassow",1,2018,2,8,15.57,"2018-02-08","No",289440,1956750,"2018-02-08 15.57"
"8888","803A",650,"Great Curassow",2,2018,2,9,6.23,"2018-02-09","No",289440,1956750,"2018-02-09 6.23"
"8889","803A",666,"Great Curassow",1,2018,2,9,12.4,"2018-02-09","No",289440,1956750,"2018-02-09 12.40"
"8890","814A",669,"Great Curassow",1,2018,1,19,14.38,"2018-01-19","No",289441,1941086,"2018-01-19 14.38"
"8891","803A",674,"Great Curassow",1,2018,2,9,16.17,"2018-02-09","No",289440,1956750,"2018-02-09 16.17"
"8892","814A",681,"Great Curassow",3,2018,1,19,15.29,"2018-01-19","No",289441,1941086,"2018-01-19 15.29"
"8893","803A",686,"Great Curassow",1,2018,2,10,6.14,"2018-02-10","No",289440,1956750,"2018-02-10 6.14"
"8894","803A",689,"Great Curassow",1,2018,2,10,6.56,"2018-02-10","No",289440,1956750,"2018-02-10 6.56"
"8895","803A",704,"Great Curassow",1,2018,2,11,6.25,"2018-02-11","No",289440,1956750,"2018-02-11 6.25"
"8896","814A",781,"Great Curassow",1,2018,1,20,16.27,"2018-01-20","No",289441,1941086,"2018-01-20 16.27"
"8897","803A",794,"Great Curassow",1,2018,2,17,9.51,"2018-02-17","No",289440,1956750,"2018-02-17 9.51"
"8898","803A",944,"Great Curassow",2,2018,2,27,6.4,"2018-02-27","No",289440,1956750,"2018-02-27 6.40"
"8899","803A",950,"Great Curassow",2,2018,2,27,7.21,"2018-02-27","No",289440,1956750,"2018-02-27 7.21"
"8900","803A",968,"Great Curassow",1,2018,2,27,11.13,"2018-02-27","No",289440,1956750,"2018-02-27 11.13"
"8901","814A",989,"Great Curassow",2,2018,1,24,10.53,"2018-01-24","No",289441,1941086,"2018-01-24 10.53"
"8902","803A",994,"Great Curassow",2,2018,3,1,16.4,"2018-03-01","No",289440,1956750,"2018-03-01 16.40"
"8903","803A",1007,"Great Curassow",2,2018,3,3,6.54,"2018-03-03","No",289440,1956750,"2018-03-03 6.54"
"8904","803A",1031,"Great Curassow",3,2018,3,5,7.21,"2018-03-05","No",289440,1956750,"2018-03-05 7.21"
"8905","803B",8,"Great Curassow",1,2018,3,5,15.49,"2018-03-05","No",289436,1956746,"2018-03-05 15.49"
"8906","812B",10,"Great Curassow",1,2018,3,6,15.56,"2018-03-06","No",286540,1935398,"2018-03-06 15.56"
"8907","812B",19,"Great Curassow",2,2018,3,7,6.31,"2018-03-07","No",286540,1935398,"2018-03-07 6.31"
"8908","803B",20,"Great Curassow",1,2018,3,7,6.44,"2018-03-07","No",289436,1956746,"2018-03-07 6.44"
"8909","812B",28,"Great Curassow",1,2018,3,7,16.51,"2018-03-07","No",286540,1935398,"2018-03-07 16.51"
"8910","812B",31,"Great Curassow",1,2018,3,8,6.03,"2018-03-08","No",286540,1935398,"2018-03-08 6.03"
"8911","812B",37,"Great Curassow",1,2018,3,9,6.2,"2018-03-09","No",286540,1935398,"2018-03-09 6.20"
"8912","812B",46,"Great Curassow",2,2018,3,10,17.19,"2018-03-10","No",286540,1935398,"2018-03-10 17.19"
"8913","803B",47,"Great Curassow",1,2018,3,9,8.38,"2018-03-09","No",289436,1956746,"2018-03-09 8.38"
"8914","810B",62,"Great Curassow",2,2018,3,6,6.5,"2018-03-06","No",286075,1935996,"2018-03-06 6.50"
"8915","805B",67,"Great Curassow",1,2018,3,22,16.33,"2018-03-22","No",290411,1956668,"2018-03-22 16.33"
"8916","812B",70,"Great Curassow",1,2018,3,13,11.37,"2018-03-13","No",286540,1935398,"2018-03-13 11.37"
"8917","803B",72,"Great Curassow",2,2018,3,11,9.32,"2018-03-11","No",289436,1956746,"2018-03-11 9.32"
"8918","805B",73,"Great Curassow",1,2018,3,26,16.43,"2018-03-26","No",290411,1956668,"2018-03-26 16.43"
"8919","812B",73,"Great Curassow",2,2018,3,14,6.32,"2018-03-14","No",286540,1935398,"2018-03-14 6.32"
"8920","812B",79,"Great Curassow",2,2018,3,14,12.27,"2018-03-14","No",286540,1935398,"2018-03-14 12.27"
"8921","805B",82,"Great Curassow",2,2018,3,31,17.27,"2018-03-31","No",290411,1956668,"2018-03-31 17.27"
"8922","807B",85,"Great Curassow",1,2018,3,11,12.57,"2018-03-11","No",291485,1956145,"2018-03-11 12.57"
"8923","812B",88,"Great Curassow",1,2018,3,14,17.32,"2018-03-14","No",286540,1935398,"2018-03-14 17.32"
"8924","805B",91,"Great Curassow",1,2018,4,2,15.47,"2018-04-02","No",290411,1956668,"2018-04-02 15.47"
"8925","812B",91,"Great Curassow",1,2018,3,15,12.31,"2018-03-15","No",286540,1935398,"2018-03-15 12.31"
"8926","812B",94,"Great Curassow",1,2018,3,15,15.58,"2018-03-15","No",286540,1935398,"2018-03-15 15.58"
"8927","807B",101,"Great Curassow",1,2018,3,12,15.4,"2018-03-12","No",291485,1956145,"2018-03-12 15.40"
"8928","803B",104,"Great Curassow",1,2018,3,13,7.57,"2018-03-13","No",289436,1956746,"2018-03-13 7.57"
"8929","812B",112,"Great Curassow",1,2018,3,17,9.28,"2018-03-17","No",286540,1935398,"2018-03-17 9.28"
"8930","812B",115,"Great Curassow",1,2018,3,17,14.27,"2018-03-17","No",286540,1935398,"2018-03-17 14.27"
"8931","812B",118,"Great Curassow",1,2018,3,17,17.32,"2018-03-17","No",286540,1935398,"2018-03-17 17.32"
"8932","812B",124,"Great Curassow",1,2018,3,18,6.38,"2018-03-18","No",286540,1935398,"2018-03-18 6.38"
"8933","803B",125,"Great Curassow",1,2018,3,14,5.54,"2018-03-14","No",289436,1956746,"2018-03-14 5.54"
"8934","803B",128,"Great Curassow",1,2018,3,15,8.42,"2018-03-15","No",289436,1956746,"2018-03-15 8.42"
"8935","812B",133,"Great Curassow",1,2018,3,19,8.01,"2018-03-19","No",286540,1935398,"2018-03-19 8.01"
"8936","803B",134,"Great Curassow",1,2018,3,16,7.45,"2018-03-16","No",289436,1956746,"2018-03-16 7.45"
"8937","805B",139,"Great Curassow",2,2018,4,19,7.2,"2018-04-19","No",290411,1956668,"2018-04-19 7.20"
"8938","812B",139,"Great Curassow",1,2018,3,19,16.54,"2018-03-19","No",286540,1935398,"2018-03-19 16.54"
"8939","812B",148,"Great Curassow",1,2018,3,20,7.39,"2018-03-20","No",286540,1935398,"2018-03-20 7.39"
"8940","812B",154,"Great Curassow",1,2018,3,20,9.14,"2018-03-20","No",286540,1935398,"2018-03-20 9.14"
"8941","812B",157,"Great Curassow",1,2018,3,20,10.07,"2018-03-20","No",286540,1935398,"2018-03-20 10.07"
"8942","812B",163,"Great Curassow",1,2018,3,21,13.19,"2018-03-21","No",286540,1935398,"2018-03-21 13.19"
"8943","812B",169,"Great Curassow",1,2018,3,22,9.24,"2018-03-22","No",286540,1935398,"2018-03-22 9.24"
"8944","803B",176,"Great Curassow",2,2018,3,16,16.29,"2018-03-16","No",289436,1956746,"2018-03-16 16.29"
"8945","812B",178,"Great Curassow",1,2018,3,22,10.26,"2018-03-22","No",286540,1935398,"2018-03-22 10.26"
"8946","812B",184,"Great Curassow",1,2018,3,22,15.35,"2018-03-22","No",286540,1935398,"2018-03-22 15.35"
"8947","812B",190,"Great Curassow",1,2018,3,23,5.5,"2018-03-23","No",286540,1935398,"2018-03-23 5.50"
"8948","813B",190,"Great Curassow",1,2018,3,23,10.35,"2018-03-23","No",288932,1943570,"2018-03-23 10.35"
"8949","812B",193,"Great Curassow",1,2018,3,23,8.11,"2018-03-23","No",286540,1935398,"2018-03-23 8.11"
"8950","812B",199,"Great Curassow",1,2018,3,23,8.46,"2018-03-23","No",286540,1935398,"2018-03-23 8.46"
"8951","812B",217,"Great Curassow",1,2018,3,24,13.04,"2018-03-24","No",286540,1935398,"2018-03-24 13.04"
"8952","812B",221,"Great Curassow",1,2018,3,24,13.48,"2018-03-24","No",286540,1935398,"2018-03-24 13.48"
"8953","812B",226,"Great Curassow",1,2018,3,25,7.07,"2018-03-25","No",286540,1935398,"2018-03-25 7.07"
"8954","807B",229,"Great Curassow",2,2018,3,15,5.54,"2018-03-15","No",291485,1956145,"2018-03-15 5.54"
"8955","812B",232,"Great Curassow",1,2018,3,25,9.17,"2018-03-25","No",286540,1935398,"2018-03-25 9.17"
"8956","812B",238,"Great Curassow",1,2018,3,25,10.3,"2018-03-25","No",286540,1935398,"2018-03-25 10.30"
"8957","812B",250,"Great Curassow",2,2018,3,27,6.32,"2018-03-27","No",286540,1935398,"2018-03-27 6.32"
"8958","813B",256,"Great Curassow",1,2018,3,31,12.1,"2018-03-31","No",288932,1943570,"2018-03-31 12.10"
"8959","812B",262,"Great Curassow",1,2018,3,28,6.39,"2018-03-28","No",286540,1935398,"2018-03-28 6.39"
"8960","813B",262,"Great Curassow",1,2018,3,31,17.14,"2018-03-31","No",288932,1943570,"2018-03-31 17.14"
"8961","812B",265,"Great Curassow",1,2018,3,28,9.31,"2018-03-28","No",286540,1935398,"2018-03-28 9.31"
"8962","812B",271,"Great Curassow",1,2018,3,29,5.52,"2018-03-29","No",286540,1935398,"2018-03-29 5.52"
"8963","812B",274,"Great Curassow",1,2018,3,29,9.59,"2018-03-29","No",286540,1935398,"2018-03-29 9.59"
"8964","812B",277,"Great Curassow",1,2018,3,29,12.07,"2018-03-29","No",286540,1935398,"2018-03-29 12.07"
"8965","803B",281,"Great Curassow",1,2018,3,27,5.58,"2018-03-27","No",289436,1956746,"2018-03-27 5.58"
"8966","812B",283,"Great Curassow",2,2018,3,30,7.02,"2018-03-30","No",286540,1935398,"2018-03-30 7.02"
"8967","812B",289,"Great Curassow",1,2018,3,30,15.25,"2018-03-30","No",286540,1935398,"2018-03-30 15.25"
"8968","812B",292,"Great Curassow",1,2018,3,31,5.54,"2018-03-31","No",286540,1935398,"2018-03-31 5.54"
"8969","803B",302,"Great Curassow",1,2018,3,29,5.53,"2018-03-29","No",289436,1956746,"2018-03-29 5.53"
"8970","812B",307,"Great Curassow",1,2018,4,1,16.52,"2018-04-01","No",286540,1935398,"2018-04-01 16.52"
"8971","813B",307,"Great Curassow",1,2018,4,5,9.36,"2018-04-05","No",288932,1943570,"2018-04-05 9.36"
"8972","812B",310,"Great Curassow",1,2018,4,2,10.2,"2018-04-02","No",286540,1935398,"2018-04-02 10.20"
"8973","812B",313,"Great Curassow",1,2018,4,2,13.23,"2018-04-02","No",286540,1935398,"2018-04-02 13.23"
"8974","803B",338,"Great Curassow",1,2018,4,1,6.38,"2018-04-01","No",289436,1956746,"2018-04-01 6.38"
"8975","812B",340,"Great Curassow",1,2018,4,5,17.18,"2018-04-05","No",286540,1935398,"2018-04-05 17.18"
"8976","803B",344,"Great Curassow",2,2018,4,1,14.4,"2018-04-01","No",289436,1956746,"2018-04-01 14.40"
"8977","812B",346,"Great Curassow",1,2018,4,6,8.3,"2018-04-06","No",286540,1935398,"2018-04-06 8.30"
"8978","812B",349,"Great Curassow",1,2018,4,6,12.5,"2018-04-06","No",286540,1935398,"2018-04-06 12.50"
"8979","812B",352,"Great Curassow",1,2018,4,6,15.58,"2018-04-06","No",286540,1935398,"2018-04-06 15.58"
"8980","812B",355,"Great Curassow",1,2018,4,7,6.04,"2018-04-07","No",286540,1935398,"2018-04-07 6.04"
"8981","803B",356,"Great Curassow",1,2018,4,2,6.5,"2018-04-02","No",289436,1956746,"2018-04-02 6.50"
"8982","803B",362,"Great Curassow",1,2018,4,2,17.21,"2018-04-02","No",289436,1956746,"2018-04-02 17.21"
"8983","813B",367,"Great Curassow",2,2018,4,11,9.04,"2018-04-11","No",288932,1943570,"2018-04-11 9.04"
"8984","813B",379,"Great Curassow",1,2018,4,14,17.36,"2018-04-14","No",288932,1943570,"2018-04-14 17.36"
"8985","810B",380,"Great Curassow",1,2018,3,23,11.33,"2018-03-23","No",286075,1935996,"2018-03-23 11.33"
"8986","803B",386,"Great Curassow",1,2018,4,8,6.37,"2018-04-08","No",289436,1956746,"2018-04-08 6.37"
"8987","812B",386,"Great Curassow",1,2018,4,12,8.26,"2018-04-12","No",286540,1935398,"2018-04-12 8.26"
"8988","812B",391,"Great Curassow",1,2018,4,13,10.29,"2018-04-13","No",286540,1935398,"2018-04-13 10.29"
"8989","803B",392,"Great Curassow",2,2018,4,9,6.26,"2018-04-09","No",289436,1956746,"2018-04-09 6.26"
"8990","813B",400,"Great Curassow",1,2018,4,16,11.1,"2018-04-16","No",288932,1943570,"2018-04-16 11.10"
"8991","812B",403,"Great Curassow",1,2018,4,16,9.5,"2018-04-16","No",286540,1935398,"2018-04-16 9.50"
"8992","813B",406,"Great Curassow",1,2018,4,18,12.39,"2018-04-18","No",288932,1943570,"2018-04-18 12.39"
"8993","803B",407,"Great Curassow",1,2018,4,9,8.3,"2018-04-09","No",289436,1956746,"2018-04-09 8.30"
"8994","803B",410,"Great Curassow",1,2018,4,9,9.23,"2018-04-09","No",289436,1956746,"2018-04-09 9.23"
"8995","812B",412,"Great Curassow",1,2018,4,16,17.35,"2018-04-16","No",286540,1935398,"2018-04-16 17.35"
"8996","813B",412,"Great Curassow",1,2018,4,19,16.29,"2018-04-19","No",288932,1943570,"2018-04-19 16.29"
"8997","807B",418,"Great Curassow",3,2018,3,24,8.04,"2018-03-24","No",291485,1956145,"2018-03-24 8.04"
"8998","812B",430,"Great Curassow",1,2018,4,19,14.03,"2018-04-19","No",286540,1935398,"2018-04-19 14.03"
"8999","810B",469,"Great Curassow",1,2018,3,31,7.28,"2018-03-31","No",286075,1935996,"2018-03-31 7.28"
"9000","803B",473,"Great Curassow",2,2018,4,10,6.18,"2018-04-10","No",289436,1956746,"2018-04-10 6.18"
"9001","803B",479,"Great Curassow",1,2018,4,10,9.06,"2018-04-10","No",289436,1956746,"2018-04-10 9.06"
"9002","810B",488,"Great Curassow",1,2018,4,2,10.26,"2018-04-02","No",286075,1935996,"2018-04-02 10.26"
"9003","803B",512,"Great Curassow",1,2018,4,11,9.1,"2018-04-11","No",289436,1956746,"2018-04-11 9.10"
"9004","810B",565,"Great Curassow",1,2018,4,6,8.18,"2018-04-06","No",286075,1935996,"2018-04-06 8.18"
"9005","810B",584,"Great Curassow",1,2018,4,6,11.31,"2018-04-06","No",286075,1935996,"2018-04-06 11.31"
"9006","810B",592,"Great Curassow",1,2018,4,6,17.27,"2018-04-06","No",286075,1935996,"2018-04-06 17.27"
"9007","803B",611,"Great Curassow",1,2018,4,15,6.48,"2018-04-15","No",289436,1956746,"2018-04-15 6.48"
"9008","803B",638,"Great Curassow",1,2018,4,19,17.3,"2018-04-19","No",289436,1956746,"2018-04-19 17.30"
"9009","803B",644,"Great Curassow",1,2018,4,20,11.13,"2018-04-20","No",289436,1956746,"2018-04-20 11.13"
"9010","810B",650,"Great Curassow",1,2018,4,10,8.34,"2018-04-10","No",286075,1935996,"2018-04-10 8.34"
"9011","810B",734,"Great Curassow",1,2018,4,13,5.59,"2018-04-13","No",286075,1935996,"2018-04-13 5.59"
"9012","810B",753,"Great Curassow",1,2018,4,13,9.36,"2018-04-13","No",286075,1935996,"2018-04-13 9.36"
"9013","810B",775,"Great Curassow",1,2018,4,13,18.03,"2018-04-13","No",286075,1935996,"2018-04-13 18.03"
"9014","807B",825,"Great Curassow",1,2018,4,15,15.53,"2018-04-15","No",291485,1956145,"2018-04-15 15.53"
"9015","807B",840,"Great Curassow",1,2018,4,16,18.17,"2018-04-16","No",291485,1956145,"2018-04-16 18.17"
"9016","807B",936,"Great Curassow",1,2018,4,18,13.22,"2018-04-18","No",291485,1956145,"2018-04-18 13.22"
"9017","812C",1,"Great Curassow",1,2018,4,21,14.14,"2018-04-21","No",286537,1935396,"2018-04-21 14.14"
"9018","812C",7,"Great Curassow",1,2018,4,22,5.29,"2018-04-22","No",286537,1935396,"2018-04-22 5.29"
"9019","804C",9,"Great Curassow",1,2018,4,23,10.08,"2018-04-23","No",288918,1956756,"2018-04-23 10.08"
"9020","812C",10,"Great Curassow",1,2018,4,23,13.59,"2018-04-23","No",286537,1935396,"2018-04-23 13.59"
"9021","812C",13,"Great Curassow",1,2018,4,24,11.11,"2018-04-24","No",286537,1935396,"2018-04-24 11.11"
"9022","812C",19,"Great Curassow",1,2018,4,26,7.34,"2018-04-26","No",286537,1935396,"2018-04-26 7.34"
"9023","812C",22,"Great Curassow",1,2018,4,26,10.42,"2018-04-26","No",286537,1935396,"2018-04-26 10.42"
"9024","812C",25,"Great Curassow",2,2018,4,27,9.15,"2018-04-27","No",286537,1935396,"2018-04-27 9.15"
"9025","812C",40,"Great Curassow",2,2018,4,30,5.44,"2018-04-30","No",286537,1935396,"2018-04-30 5.44"
"9026","812C",47,"Great Curassow",2,2018,4,30,6.18,"2018-04-30","No",286537,1935396,"2018-04-30 6.18"
"9027","804C",73,"Great Curassow",2,2018,5,8,9.29,"2018-05-08","No",288918,1956756,"2018-05-08 9.29"
"9028","804C",89,"Great Curassow",3,2018,5,11,6.11,"2018-05-11","No",288918,1956756,"2018-05-11 6.11"
"9029","804C",105,"Great Curassow",1,2018,5,15,11.34,"2018-05-15","No",288918,1956756,"2018-05-15 11.34"
"9030","810C",220,"Great Curassow",1,2018,5,7,6.06,"2018-05-07","No",286074,1935990,"2018-05-07 6.06"
"9031","810C",256,"Great Curassow",1,2018,5,9,6.52,"2018-05-09","No",286074,1935990,"2018-05-09 6.52"
"9032","810C",419,"Great Curassow",2,2018,5,18,6.48,"2018-05-18","No",286074,1935990,"2018-05-18 6.48"
"9033","810C",431,"Great Curassow",1,2018,5,18,9.13,"2018-05-18","No",286074,1935990,"2018-05-18 9.13"
"9034","810C",434,"Great Curassow",1,2018,5,19,8.46,"2018-05-19","No",286074,1935990,"2018-05-19 8.46"
"9035","810C",469,"Great Curassow",2,2018,5,20,6.34,"2018-05-20","No",286074,1935990,"2018-05-20 6.34"
"9036","810C",493,"Great Curassow",1,2018,5,21,16.04,"2018-05-21","No",286074,1935990,"2018-05-21 16.04"
"9037","812D",10,"Great Curassow",2,2018,5,23,12.48,"2018-05-23","No",286087,1935581,"2018-05-23 12.48"
"9038","812D",19,"Great Curassow",2,2018,5,24,6.55,"2018-05-24","No",286087,1935581,"2018-05-24 6.55"
"9039","810D",46,"Great Curassow",1,2018,5,24,11.46,"2018-05-24","No",285371,1935931,"2018-05-24 11.46"
"9040","812D",46,"Great Curassow",1,2018,5,27,5.24,"2018-05-27","No",286087,1935581,"2018-05-27 5.24"
"9041","812D",49,"Great Curassow",1,2018,5,27,5.56,"2018-05-27","No",286087,1935581,"2018-05-27 5.56"
"9042","812D",52,"Great Curassow",1,2018,5,27,11.51,"2018-05-27","No",286087,1935581,"2018-05-27 11.51"
"9043","812D",58,"Great Curassow",1,2018,5,29,7.29,"2018-05-29","No",286087,1935581,"2018-05-29 7.29"
"9044","812D",83,"Great Curassow",3,2018,6,3,8.45,"2018-06-03","No",286087,1935581,"2018-06-03 8.45"
"9045","807D",90,"Great Curassow",2,2018,6,10,5.4,"2018-06-10","No",289277,1956284,"2018-06-10 5.40"
"9046","807D",134,"Great Curassow",1,2018,6,10,5.5,"2018-06-10","No",289277,1956284,"2018-06-10 5.50"
"9047","812D",139,"Great Curassow",1,2018,6,11,15.26,"2018-06-11","No",286087,1935581,"2018-06-11 15.26"
"9048","812D",151,"Great Curassow",1,2018,6,14,12.52,"2018-06-14","No",286087,1935581,"2018-06-14 12.52"
"9049","812D",157,"Great Curassow",1,2018,6,16,7.35,"2018-06-16","No",286087,1935581,"2018-06-16 7.35"
"9050","810D",169,"Great Curassow",1,2018,6,8,7.18,"2018-06-08","No",285371,1935931,"2018-06-08 7.18"
"9051","812D",172,"Great Curassow",1,2018,6,18,10.48,"2018-06-18","No",286087,1935581,"2018-06-18 10.48"
"9052","810D",268,"Great Curassow",1,2018,6,14,5.44,"2018-06-14","No",285371,1935931,"2018-06-14 5.44"
"9053","810D",310,"Great Curassow",1,2018,6,14,18.14,"2018-06-14","No",285371,1935931,"2018-06-14 18.14"
"9054","807D",649,"Great Curassow",1,2018,6,4,5.1,"2018-06-04","No",289277,1956284,"2018-06-04 5.10"
"9055","807D",685,"Great Curassow",1,2018,6,5,6.41,"2018-06-05","No",289277,1956284,"2018-06-05 6.41"
"9056","807D",689,"Great Curassow",2,2018,6,5,14.08,"2018-06-05","No",289277,1956284,"2018-06-05 14.08"
"9057","807D",733,"Great Curassow",2,2018,6,7,5.06,"2018-06-07","No",289277,1956284,"2018-06-07 5.06"
"9058","807D",829,"Great Curassow",2,2018,6,7,5.32,"2018-06-07","No",289277,1956284,"2018-06-07 5.32"
"9059","807D",877,"Great Curassow",2,2018,6,7,6.17,"2018-06-07","No",289277,1956284,"2018-06-07 6.17"
"9060","807D",925,"Great Curassow",1,2018,6,8,6.14,"2018-06-08","No",289277,1956284,"2018-06-08 6.14"
"9061","803D",931,"Great Curassow",1,2018,6,18,11.47,"2018-06-18","No",293723,1956073,"2018-06-18 11.47"
"9062","807D",974,"Great Curassow",2,2018,6,10,5.08,"2018-06-10","No",289277,1956284,"2018-06-10 5.08"
"9063","812E",13,"Great Curassow",1,2018,9,11,11.39,"2018-09-11","No",287809,1935980,"2018-09-11 11.39"
"9064","812E",16,"Great Curassow",1,2018,9,11,17.29,"2018-09-11","No",287809,1935980,"2018-09-11 17.29"
"9065","812E",25,"Great Curassow",1,2018,9,14,5.48,"2018-09-14","No",287809,1935980,"2018-09-14 5.48"
"9066","812E",34,"Great Curassow",1,2018,7,3,9.18,"2018-07-03","No",287809,1935980,"2018-07-03 9.18"
"9067","812E",49,"Great Curassow",1,2018,7,4,6.29,"2018-07-04","No",287809,1935980,"2018-07-04 6.29"
"9068","812E",85,"Great Curassow",1,2018,7,8,6.25,"2018-07-08","No",287809,1935980,"2018-07-08 6.25"
"9069","812E",103,"Great Curassow",2,2018,9,24,16.39,"2018-09-24","No",287809,1935980,"2018-09-24 16.39"
"9070","812E",106,"Great Curassow",5,2018,7,10,9.47,"2018-07-10","No",287809,1935980,"2018-07-10 9.47"
"9071","812E",115,"Great Curassow",1,2018,9,25,13.13,"2018-09-25","No",287809,1935980,"2018-09-25 13.13"
"9072","812E",142,"Great Curassow",1,2018,10,5,15.35,"2018-10-05","No",287809,1935980,"2018-10-05 15.35"
"9073","812E",145,"Great Curassow",1,2018,10,7,9.09,"2018-10-07","No",287809,1935980,"2018-10-07 9.09"
"9074","812E",175,"Great Curassow",3,2018,10,11,7.29,"2018-10-11","No",287809,1935980,"2018-10-11 7.29"
"9075","812E",187,"Great Curassow",1,2018,10,12,6.24,"2018-10-12","No",287809,1935980,"2018-10-12 6.24"
"9076","812E",199,"Great Curassow",1,2018,10,13,6.38,"2018-10-13","No",287809,1935980,"2018-10-13 6.38"
"9077","812E",220,"Great Curassow",1,2018,7,18,6.08,"2018-07-18","No",287809,1935980,"2018-07-18 6.08"
"9078","812E",244,"Great Curassow",1,2018,7,18,15.36,"2018-07-18","No",287809,1935980,"2018-07-18 15.36"
"9079","812E",328,"Great Curassow",1,2018,7,22,8.34,"2018-07-22","No",287809,1935980,"2018-07-22 8.34"
"9080","812E",407,"Great Curassow",2,2018,7,29,12.22,"2018-07-29","No",287809,1935980,"2018-07-29 12.22"
"9081","812E",448,"Great Curassow",2,2018,7,31,6.13,"2018-07-31","No",287809,1935980,"2018-07-31 6.13"
"9082","812E",466,"Great Curassow",1,2018,7,31,9.21,"2018-07-31","No",287809,1935980,"2018-07-31 9.21"
"9083","812E",472,"Great Curassow",1,2018,7,31,15.35,"2018-07-31","No",287809,1935980,"2018-07-31 15.35"
"9084","812E",520,"Great Curassow",1,2018,8,3,8.34,"2018-08-03","No",287809,1935980,"2018-08-03 8.34"
"9085","812E",541,"Great Curassow",1,2018,8,4,9.35,"2018-08-04","No",287809,1935980,"2018-08-04 9.35"
"9086","812E",739,"Great Curassow",1,2018,9,3,7.2,"2018-09-03","No",287809,1935980,"2018-09-03 7.20"
"9087","801E",5317,"Great Curassow",1,2018,9,2,8.15,"2018-09-02","No",292709,1955722,"2018-09-02 8.15"
"9088","810F",22,"Great Curassow",1,2018,9,10,17.53,"2018-09-10","No",285385,1935920,"2018-09-10 17.53"
"9089","810F",70,"Great Curassow",2,2018,9,17,16.2,"2018-09-17","No",285385,1935920,"2018-09-17 16.20"
"9090","810F",115,"Great Curassow",1,2018,9,22,12.41,"2018-09-22","No",285385,1935920,"2018-09-22 12.41"
"9091","810F",130,"Great Curassow",1,2018,9,28,9.36,"2018-09-28","No",285385,1935920,"2018-09-28 9.36"
"9092","810F",163,"Great Curassow",2,2018,10,4,5.59,"2018-10-04","No",285385,1935920,"2018-10-04 5.59"
"9093","810F",250,"Great Curassow",1,2018,10,17,6.41,"2018-10-17","No",285385,1935920,"2018-10-17 6.41"
"9094","810F",268,"Great Curassow",2,2018,10,21,9.09,"2018-10-21","No",285385,1935920,"2018-10-21 9.09"
"9095","811G",49,"Great Curassow",1,2018,11,24,6.29,"2018-11-24","No",287914,1943199,"2018-11-24 6.29"
"9096","811G",112,"Great Curassow",1,2018,12,4,7.14,"2018-12-04","No",287914,1943199,"2018-12-04 7.14"
"9097","810G",121,"Great Curassow",1,2018,12,4,8.17,"2018-12-04","No",285375,1935724,"2018-12-04 8.17"
"9098","810G",139,"Great Curassow",1,2018,12,8,16.54,"2018-12-08","No",285375,1935724,"2018-12-08 16.54"
