site,Location,Cam.nr,Series,Easting,Northing,Picture,Species,Nr,Year,Month,Day,Hour,Hour_BERDS,Comment,Camera.Brand,Brand,obsdate,Last_Record_clean,Date.Placement,Date.Removed,Functioning.,visit,Mammal,Days,date_time_obs
402D,Yalbac402D,402,D,303878,1927199,109,Paca,1,2014,10,25,18.51,NA,,Bushnell,Bushnell,10/25/2014,11/2/2014,9/18/2014,11/3/2014,,38,Yes,40,2014-10-25 18.51
402D,Yalbac402D,402,D,303878,1927199,118,Paca,1,2014,10,26,18.05,NA,,Bushnell,Bushnell,10/26/2014,11/2/2014,9/18/2014,11/3/2014,,39,Yes,40,2014-10-26 18.05
402D,Yalbac402D,402,D,303878,1927199,139,Paca,1,2014,11,1,5.01,NA,,Bushnell,Bushnell,11/1/2014,11/2/2014,9/18/2014,11/3/2014,,45,Yes,40,2014-11-01 5.01
402E,Yalbac402E,402,E,303760,1927582,16,Paca,1,2014,11,4,3.59,NA,,Bushnell,Bushnell,11/4/2014,12/18/2014,11/3/2014,12/22/2014,,2,Yes,44,2014-11-04 3.59
407E,Yalbac407E,407,E,284554,1935262,202,Paca,1,2014,11,21,19.14,NA,,Bushnell,Bushnell,11/21/2014,12/22/2014,11/3/2014,12/22/2014,,19,Yes,45,2014-11-21 19.14
407E,Yalbac407E,407,E,284554,1935262,253,Paca,1,2014,11,26,2.08,NA,,Bushnell,Bushnell,11/26/2014,12/22/2014,11/3/2014,12/22/2014,,24,Yes,45,2014-11-26 2.08
409E,Yalbac409E,409,E,283847,1934963,25,Paca,1,2014,11,27,2.49,NA,,Moultrie,Moultry,11/27/2014,12/15/2014,11/3/2014,12/22/2014,,25,Yes,12,2014-11-27 2.49
407E,Yalbac407E,407,E,284554,1935262,262,Paca,1,2014,11,28,2.45,NA,,Bushnell,Bushnell,11/28/2014,12/22/2014,11/3/2014,12/22/2014,,26,Yes,45,2014-11-28 2.45
407E,Yalbac407E,407,E,284554,1935262,316,Paca,1,2014,12,3,4.06,NA,,Bushnell,Bushnell,12/3/2014,12/22/2014,11/3/2014,12/22/2014,,31,Yes,45,2014-12-03 4.06
407E,Yalbac407E,407,E,284554,1935262,418,Paca,1,2014,12,12,20.45,NA,,Bushnell,Bushnell,12/12/2014,12/22/2014,11/3/2014,12/22/2014,,40,Yes,45,2014-12-12 20.45
409E,Yalbac409E,409,E,283847,1934963,32,Paca,1,2014,12,12,20.09,NA,,Moultrie,Moultry,12/12/2014,12/15/2014,11/3/2014,12/22/2014,,40,Yes,12,2014-12-12 20.09
405E,Yalbac405E,405,E,283533,1933999,214,Paca,1,2014,12,14,19.03,NA,,Moultrie,Moultry,12/14/2014,12/18/2014,11/3/2014,12/22/2014,,42,Yes,32,2014-12-14 19.03
409E,Yalbac409E,409,E,283847,1934963,35,Paca,1,2014,12,15,18.48,NA,,Moultrie,Moultry,12/15/2014,12/15/2014,11/3/2014,12/22/2014,,43,Yes,12,2014-12-15 18.48
407E,Yalbac407E,407,E,284554,1935262,445,Paca,1,2014,12,17,1.44,NA,,Bushnell,Bushnell,12/17/2014,12/22/2014,11/3/2014,12/22/2014,,45,Yes,45,2014-12-17 1.44
404F,Yalbac404F,404,F,304653,1927840,865,Paca,1,2015,1,8,19.2,NA,,ScoutGuard,Scoutguard,1/8/2015,2/17/2015,12/22/2014,2/18/2015,,18,Yes,47,2015-01-08 19.20
404F,Yalbac404F,404,F,304653,1927840,903,Paca,1,2015,1,18,2.39,NA,,ScoutGuard,Scoutguard,1/18/2015,2/17/2015,12/22/2014,2/18/2015,,28,Yes,47,2015-01-18 2.39
404F,Yalbac404F,404,F,304653,1927840,914,Paca,1,2015,1,19,0.54,NA,,ScoutGuard,Scoutguard,1/19/2015,2/17/2015,12/22/2014,2/18/2015,,29,Yes,47,2015-01-19 0.54
409F,Yalbac409F,409,F,290371,1936481,137,Paca,1,2015,1,19,15.37,NA,,Moultrie,Moultry,1/19/2015,2/17/2015,12/22/2014,2/18/2015,,29,Yes,23,2015-01-19 15.37
404F,Yalbac404F,404,F,304653,1927840,931,Paca,1,2015,1,27,3.2,NA,,ScoutGuard,Scoutguard,1/27/2015,2/17/2015,12/22/2014,2/18/2015,,37,Yes,47,2015-01-27 3.20
404F,Yalbac404F,404,F,304653,1927840,933,Paca,1,2015,1,28,2.59,NA,,ScoutGuard,Scoutguard,1/28/2015,2/17/2015,12/22/2014,2/18/2015,,38,Yes,47,2015-01-28 2.59
404F,Yalbac404F,404,F,304653,1927840,1016,Paca,1,2015,2,5,18.48,NA,,ScoutGuard,Scoutguard,2/5/2015,2/17/2015,12/22/2014,2/18/2015,,46,Yes,47,2015-02-05 18.48
404F,Yalbac404F,404,F,304653,1927840,1046,Paca,1,2015,2,6,19.4,NA,,ScoutGuard,Scoutguard,2/6/2015,2/17/2015,12/22/2014,2/18/2015,,47,Yes,47,2015-02-06 19.40
404F,Yalbac404F,404,F,304653,1927840,1049,Paca,1,2015,2,8,19.17,NA,,ScoutGuard,Scoutguard,2/8/2015,2/17/2015,12/22/2014,2/18/2015,,49,Yes,47,2015-02-08 19.17
404F,Yalbac404F,404,F,304653,1927840,1057,Paca,1,2015,2,9,19.06,NA,,ScoutGuard,Scoutguard,2/9/2015,2/17/2015,12/22/2014,2/18/2015,,50,Yes,47,2015-02-09 19.06
403F,Yalbac403F,403,F,291689,1929549,1069,Paca,1,2015,2,10,20.23,NA,,Bushnell,Bushnell,2/10/2015,2/17/2015,12/22/2014,2/18/2015,,51,Yes,47,2015-02-10 20.23
404F,Yalbac404F,404,F,304653,1927840,1127,Paca,1,2015,2,11,21.3,NA,,ScoutGuard,Scoutguard,2/11/2015,2/17/2015,12/22/2014,2/18/2015,,52,Yes,47,2015-02-11 21.30
404F,Yalbac404F,404,F,304653,1927840,1158,Paca,1,2015,2,13,1.33,NA,,ScoutGuard,Scoutguard,2/13/2015,2/17/2015,12/22/2014,2/18/2015,,54,Yes,47,2015-02-13 1.33
404F,Yalbac404F,404,F,304653,1927840,1187,Paca,1,2015,2,13,19,NA,,ScoutGuard,Scoutguard,2/13/2015,2/17/2015,12/22/2014,2/18/2015,,54,Yes,47,2015-02-13 19.00
404F,Yalbac404F,404,F,304653,1927840,1207,Paca,1,2015,2,14,23.04,NA,,ScoutGuard,Scoutguard,2/14/2015,2/17/2015,12/22/2014,2/18/2015,,55,Yes,47,2015-02-14 23.04
404F,Yalbac404F,404,F,304653,1927840,1212,Paca,1,2015,2,15,19.08,NA,,ScoutGuard,Scoutguard,2/15/2015,2/17/2015,12/22/2014,2/18/2015,,56,Yes,47,2015-02-15 19.08
404F,Yalbac404F,404,F,304653,1927840,1213,Paca,1,2015,2,15,22.21,NA,,ScoutGuard,Scoutguard,2/15/2015,2/17/2015,12/22/2014,2/18/2015,,56,Yes,47,2015-02-15 22.21
404F,Yalbac404F,404,F,304653,1927840,1226,Paca,1,2015,2,17,19.13,NA,,ScoutGuard,Scoutguard,2/17/2015,2/17/2015,12/22/2014,2/18/2015,,58,Yes,47,2015-02-17 19.13
407D,Yalbac407D,407,D,283444,1934825,58,Plain Chachalaca,1,2014,9,24,12.03,NA,,Bushnell,Bushnell,9/24/2014,11/2/2014,9/18/2014,11/3/2014,,7,No,44,2014-09-24 12.03
407E,Yalbac407E,407,E,284554,1935262,277,Plain Chachalaca,4,2014,11,29,9.56,NA,,Bushnell,Bushnell,11/29/2014,12/22/2014,11/3/2014,12/22/2014,,27,No,45,2014-11-29 9.56
404B,Yalbac404B,404,B,305818,1928442,30,Plain Chachalaca,1,2014,4,27,13.09,13,,HCO ScoutGuard,Scoutguard,4/27/2014,5/24/2014,4/23/2014,5/28/2014,,5,No,30,2014-04-27 13.09
409C,Yalbac409C,409,C,287509,1932206,37,Plain Chachalaca,3,2014,6,8,12.4,12.5,,Moultrie,Moultry,6/8/2014,7/17/2014,5/28/2014,7/18/2014,,12,No,48,2014-06-08 12.40
401C,Yalbac401c,401,C,305786,1928483,39,Plain Chachalaca,3,2014,6,9,8.05,8,,Moultrie,Moultry,6/9/2014,6/11/2014,5/28/2014,7/18/2014,,13,No,12,2014-06-09 8.05
409C,Yalbac409C,409,C,287509,1932206,62,Plain Chachalaca,4,2014,6,12,14.52,14.5,,Moultrie,Moultry,6/12/2014,7/17/2014,5/28/2014,7/18/2014,,16,No,48,2014-06-12 14.52
407C,Yalbac407C,407,C,287745,1932109,204,Plain Chachalaca,1,2014,6,29,15.46,15.5,,Bushnell,Bushnell,6/29/2014,7/16/2014,5/28/2014,7/18/2014,,33,No,45,2014-06-29 15.46
407C,Yalbac407C,407,C,287745,1932109,239,Plain Chachalaca,2,2014,7,6,6.3,6.5,,Bushnell,Bushnell,7/6/2014,7/16/2014,5/28/2014,7/18/2014,,40,No,45,2014-07-06 6.30
409C,Yalbac409C,409,C,287509,1932206,198,Plain Chachalaca,1,2014,7,7,7.13,7,,Moultrie,Moultry,7/7/2014,7/17/2014,5/28/2014,7/18/2014,,41,No,48,2014-07-07 7.13
410A,Yalbac410A,410,A,282533,1934009,1,Puma,1,2014,3,18,18.36,18.5,,Moultrie,Moultry,3/18/2014,4/23/2014,3/18/2014,4/23/2014,,1,Yes,35,2014-03-18 18.36
409A,Yalbac409A,409,A,283362,1934000,79,Puma,1,2014,3,21,19.43,19.5,,Moultriecam,Moultry,3/21/2014,4/16/2014,3/18/2014,4/23/2014,,4,Yes,28,2014-03-21 19.43
406A,Yalbac406A,406,A,283348,1933228,27,Puma,1,2014,3,22,5.2,5,,Bushnell,Bushnell,3/22/2014,4/23/2014,3/18/2014,4/23/2014,,5,Yes,35,2014-03-22 5.20
406A,Yalbac406A,406,A,283348,1933228,134,Puma,1,2014,3,30,19.01,19,,Bushnell,Bushnell,3/30/2014,4/23/2014,3/18/2014,4/23/2014,,13,Yes,35,2014-03-30 19.01
406A,Yalbac406A,406,A,283348,1933228,279,Puma,1,2014,4,14,19.06,19,,Bushnell,Bushnell,4/14/2014,4/23/2014,3/18/2014,4/23/2014,,28,Yes,35,2014-04-14 19.06
407A,Yalbac407A,407,A,282835,1934017,62,Puma,1,2014,4,15,4.19,4,,Bushnell,Bushnell,4/15/2014,4/23/2014,3/18/2014,4/23/2014,,29,Yes,35,2014-04-15 4.19
410A,Yalbac410A,410,A,282533,1934009,91,Puma,1,2014,4,15,4.39,4.5,,Moultrie,Moultry,4/15/2014,4/23/2014,3/18/2014,4/23/2014,,29,Yes,35,2014-04-15 4.39
406A,Yalbac406A,406,A,283348,1933228,394,Puma,1,2014,4,17,22.08,22,,Bushnell,Bushnell,4/17/2014,4/23/2014,3/18/2014,4/23/2014,,31,Yes,35,2014-04-17 22.08
405A,Yalbac405A,405,A,283423,1932759,219,Puma,1,2014,4,18,4.03,4,,Moultrie,Moultry,4/18/2014,4/23/2014,3/18/2014,4/23/2014,,32,Yes,35,2014-04-18 4.03
406B,Yalbac406B,406,B,283558,1934171,109,Puma,1,2014,4,27,5.32,5.5,,Bushnell,Bushnell,4/27/2014,5/29/2014,4/23/2014,5/28/2014,,5,Yes,35,2014-04-27 5.32
409B,Yalbac409B,409,B,283090,1934101,59,Puma,1,2014,5,8,5.5,5.5,,Moultrie,Moultry,5/8/2014,5/29/2014,4/23/2014,5/28/2014,,16,Yes,35,2014-05-08 5.50
406B,Yalbac406B,406,B,283558,1934171,377,Puma,1,2014,5,9,21.05,21,,Bushnell,Bushnell,5/9/2014,5/29/2014,4/23/2014,5/28/2014,,17,Yes,35,2014-05-09 21.05
405B,Yalbac405B,405,B,283454,1932033,299,Puma,1,2014,5,11,18.09,18,,Moultrie,Moultry,5/11/2014,5/29/2014,4/23/2014,5/28/2014,,19,Yes,35,2014-05-11 18.09
406B,Yalbac406B,406,B,283558,1934171,544,Puma,2,2014,5,17,16.11,16,1 cob one adults,Bushnell,Bushnell,5/17/2014,5/29/2014,4/23/2014,5/28/2014,,25,Yes,35,2014-05-17 16.11
407B,Yalbac407B,407,B,282356,1934101,20,Puma,1,2014,5,17,7.06,7,,Bushnell,Bushnell,5/17/2014,5/26/2014,4/23/2014,5/28/2014,,25,Yes,10,2014-05-17 7.06
412B,Yalbac412B,412,B,283420,1931719,258,Puma,1,2014,5,23,19.01,19,,HCO ScoutGuard,Scoutguard,5/23/2014,5/29/2014,4/23/2014,5/28/2014,,31,Yes,35,2014-05-23 19.01
406B,Yalbac406B,406,B,283558,1934171,771,Puma,1,2014,5,26,2.16,2,,Bushnell,Bushnell,5/26/2014,5/29/2014,4/23/2014,5/28/2014,,34,Yes,35,2014-05-26 2.16
406C,Yalbac406C,406,C,283359,1934195,22,Puma,1,2014,5,28,17.19,17,,Bushnell,Bushnell,5/28/2014,7/14/2014,5/28/2014,7/18/2014,,1,Yes,45,2014-05-28 17.19
405C,Yalbac405C,405,C,283406,1933798,49,Puma,1,2014,6,2,21.03,21,,Moultrie,Moultry,6/2/2014,7/16/2014,5/28/2014,7/18/2014,,6,Yes,48,2014-06-02 21.03
406C,Yalbac406C,406,C,283359,1934195,47,Puma,1,2014,6,2,20.23,20,"male, deficating/ urinating",Bushnell,Bushnell,6/2/2014,7/14/2014,5/28/2014,7/18/2014,,6,Yes,45,2014-06-02 20.23
408C,Yalbac408C,408,C,283344,1933425,71,Puma,1,2014,6,2,21.11,21,,HCO ScoutGuard,Scoutguard,6/2/2014,7/18/2014,5/28/2014,7/18/2014,,6,Yes,48,2014-06-02 21.11
411C,Yalbac411C,411,C,283393,1933215,52,Puma,1,2014,6,2,21.26,21,,HCO ScoutGuard,Scoutguard,6/2/2014,7/16/2014,5/28/2014,7/18/2014,,6,Yes,48,2014-06-02 21.26
412C,Yalbac412C,412,C,282701,1934210,28,Puma,1,2014,6,2,19.51,19.5,,HCO ScoutGuard,Scoutguard,6/2/2014,7/17/2014,5/28/2014,7/18/2014,,6,Yes,48,2014-06-02 19.51
408C,Yalbac408C,408,C,283344,1933425,102,Puma,1,2014,6,6,13.11,13,,HCO ScoutGuard,Scoutguard,6/6/2014,7/18/2014,5/28/2014,7/18/2014,,10,Yes,48,2014-06-06 13.11
401C,Yalbac401c,401,C,305786,1928483,43,Puma,1,2014,6,11,12.14,12,,Moultrie,Moultry,6/11/2014,6/11/2014,5/28/2014,7/18/2014,,15,Yes,12,2014-06-11 12.14
412C,Yalbac412C,412,C,282701,1934210,55,Puma,1,2014,6,15,23.55,23.5,,HCO ScoutGuard,Scoutguard,6/15/2014,7/17/2014,5/28/2014,7/18/2014,,19,Yes,48,2014-06-15 23.55
408C,Yalbac408C,408,C,283344,1933425,217,Puma,1,2014,6,21,15.48,15.5,,HCO ScoutGuard,Scoutguard,6/21/2014,7/18/2014,5/28/2014,7/18/2014,,25,Yes,48,2014-06-21 15.48
405C,Yalbac405C,405,C,283406,1933798,184,Puma,1,2014,6,22,7.16,7.5,individual apparently deficating infront of camera,Moultrie,Moultry,6/22/2014,7/16/2014,5/28/2014,7/18/2014,,26,Yes,48,2014-06-22 7.16
405C,Yalbac405C,405,C,283406,1933798,196,Puma,1,2014,6,22,22.52,22.5,,Moultrie,Moultry,6/22/2014,7/16/2014,5/28/2014,7/18/2014,,26,Yes,48,2014-06-22 22.52
406C,Yalbac406C,406,C,283359,1934195,153,Puma,1,2014,6,22,10.34,10.5,,Bushnell,Bushnell,6/22/2014,7/14/2014,5/28/2014,7/18/2014,,26,Yes,45,2014-06-22 10.34
406C,Yalbac406C,406,C,283359,1934195,155,Puma,1,2014,6,22,23.11,23,,Bushnell,Bushnell,6/22/2014,7/14/2014,5/28/2014,7/18/2014,,26,Yes,45,2014-06-22 23.11
408C,Yalbac408C,408,C,283344,1933425,232,Puma,1,2014,6,22,19.29,19,,HCO ScoutGuard,Scoutguard,6/22/2014,7/18/2014,5/28/2014,7/18/2014,,26,Yes,48,2014-06-22 19.29
411C,Yalbac411C,411,C,283393,1933215,132,Puma,1,2014,6,22,19.2,19,looks skinny,HCO ScoutGuard,Scoutguard,6/22/2014,7/16/2014,5/28/2014,7/18/2014,,26,Yes,48,2014-06-22 19.20
408C,Yalbac408C,408,C,283344,1933425,251,Puma,1,2014,6,26,16.19,16,,HCO ScoutGuard,Scoutguard,6/26/2014,7/18/2014,5/28/2014,7/18/2014,,30,Yes,48,2014-06-26 16.19
411C,Yalbac411C,411,C,283393,1933215,167,Puma,1,2014,6,26,15.32,15.5,,HCO ScoutGuard,Scoutguard,6/26/2014,7/16/2014,5/28/2014,7/18/2014,,30,Yes,48,2014-06-26 15.32
405C,Yalbac405C,405,C,283406,1933798,238,Puma,1,2014,6,28,19.52,19.5,,Moultrie,Moultry,6/28/2014,7/16/2014,5/28/2014,7/18/2014,,32,Yes,48,2014-06-28 19.52
408C,Yalbac408C,408,C,283344,1933425,278,Puma,1,2014,6,28,19.26,19,,HCO ScoutGuard,Scoutguard,6/28/2014,7/18/2014,5/28/2014,7/18/2014,,32,Yes,48,2014-06-28 19.26
411C,Yalbac411C,411,C,283393,1933215,201,Puma,1,2014,6,28,19.17,19,,HCO ScoutGuard,Scoutguard,6/28/2014,7/16/2014,5/28/2014,7/18/2014,,32,Yes,48,2014-06-28 19.17
409C,Yalbac409C,409,C,287509,1932206,157,Puma,1,2014,7,1,6.02,6,,Moultrie,Moultry,7/1/2014,7/17/2014,5/28/2014,7/18/2014,,35,Yes,48,2014-07-01 6.02
405C,Yalbac405C,405,C,283406,1933798,277,Puma,1,2014,7,3,3.39,3.5,,Moultrie,Moultry,7/3/2014,7/16/2014,5/28/2014,7/18/2014,,37,Yes,48,2014-07-03 3.39
408C,Yalbac408C,408,C,283344,1933425,383,Puma,1,2014,7,3,1.36,1.5,,HCO ScoutGuard,Scoutguard,7/3/2014,7/18/2014,5/28/2014,7/18/2014,,37,Yes,48,2014-07-03 1.36
411C,Yalbac411C,411,C,283393,1933215,223,Puma,1,2014,7,3,1.31,1.5,"low body condition, skinny",HCO ScoutGuard,Scoutguard,7/3/2014,7/16/2014,5/28/2014,7/18/2014,,37,Yes,48,2014-07-03 1.31
408C,Yalbac408C,408,C,283344,1933425,396,Puma,1,2014,7,10,5.39,5.5,,HCO ScoutGuard,Scoutguard,7/10/2014,7/18/2014,5/28/2014,7/18/2014,,44,Yes,48,2014-07-10 5.39
412C,Yalbac412C,412,C,282701,1934210,146,Puma,1,2014,7,10,6.31,6.5,,HCO ScoutGuard,Scoutguard,7/10/2014,7/17/2014,5/28/2014,7/18/2014,,44,Yes,48,2014-07-10 6.31
410C,Yalbac410C,410,C,286612,1934360,325,Puma,1,2014,7,13,19.5,19.5,,Moultrie,Moultry,7/13/2014,7/18/2014,5/28/2014,7/18/2014,,47,Yes,50,2014-07-13 19.50
406C,Yalbac406C,406,C,283359,1934195,192,Puma,1,2014,7,14,6.42,6.42,,Bushnell,Bushnell,7/14/2014,7/14/2014,5/28/2014,7/18/2014,,48,Yes,45,2014-07-14 6.42
409C,Yalbac409C,409,C,287509,1932206,271,Puma,1,2014,7,17,16.58,16.5,"animal very skinny, bones are noticable",Moultrie,Moultry,7/17/2014,7/17/2014,5/28/2014,7/18/2014,,51,Yes,48,2014-07-17 16.58
405C2,Yalbac405,405,C2,283406,1933798,13,Puma,1,2014,7,19,20.2,20,,Moultricam,Moultry,7/19/2014,9/7/2014,7/18/2014,9/18/2014,,2,Yes,50,2014-07-19 20.20
406C2,Yalbac406,406,C2,283359,1934195,22,Puma,1,2014,7,20,0.37,0.5,,Bushnell,Bushnell,7/20/2014,9/17/2014,7/18/2014,9/18/2014,,3,Yes,50,2014-07-20 0.37
407C2,Yalbac407,407,C2,287745,1932109,10,Puma,1,2014,7,20,10.52,10.5,male,Bushnell,Bushnell,7/20/2014,9/14/2014,7/18/2014,9/18/2014,,3,Yes,50,2014-07-20 10.52
408C2,Yalbac408,408,C2,283344,1933425,111,Puma,1,2014,7,20,0.21,0,,HCO ScoutGuard,Scoutguard,7/20/2014,9/18/2014,7/18/2014,9/18/2014,,3,Yes,50,2014-07-20 0.21
405C2,Yalbac405,405,C2,283406,1933798,40,Puma,1,2014,7,24,8.11,8,,Moultricam,Moultry,7/24/2014,9/7/2014,7/18/2014,9/18/2014,,7,Yes,50,2014-07-24 8.11
413C2,Yalbac413C,413,C2,302854,1927594,78,Puma,1,2014,7,28,0.02,0,,Bushnell,Bushnell,7/28/2014,9/17/2014,7/18/2014,9/18/2014,,11,Yes,50,2014-07-28 0.02
405C2,Yalbac405,405,C2,283406,1933798,73,Puma,1,2014,7,29,10.18,10,apparent with butflies on the back and hind leg,Moultricam,Moultry,7/29/2014,9/7/2014,7/18/2014,9/18/2014,,12,Yes,50,2014-07-29 10.18
409C2,Yalbac409,409,C2,287509,1932206,11,Puma,1,2014,8,1,21.42,21.5,,Moultricam,Moultry,8/1/2014,9/17/2014,7/18/2014,9/18/2014,,15,Yes,50,2014-08-01 21.42
402C2,Yalbac402,402,C2,303764,1927657,26,Puma,1,2014,8,2,1.38,1.5,,Bushnell,Bushnell,8/2/2014,9/17/2014,7/18/2014,9/18/2014,,16,Yes,60,2014-08-02 1.38
407C2,Yalbac407,407,C2,287745,1932109,26,Puma,1,2014,8,2,21.45,21.5,,Bushnell,Bushnell,8/2/2014,9/14/2014,7/18/2014,9/18/2014,,16,Yes,50,2014-08-02 21.45
410C2,Yalbac410,410,C2,286612,1934360,67,Puma,1,2014,8,6,12.45,12.5,,Moultricam,Moultry,8/6/2014,9/19/2014,7/18/2014,9/18/2014,,20,Yes,48,2014-08-06 12.45
406C2,Yalbac406,406,C2,283359,1934195,149,Puma,1,2014,8,12,4.17,4,male,Bushnell,Bushnell,8/12/2014,9/17/2014,7/18/2014,9/18/2014,,26,Yes,50,2014-08-12 4.17
408C2,Yalbac408,408,C2,283344,1933425,903,Puma,1,2014,8,13,6.25,6,,HCO ScoutGuard,Scoutguard,8/13/2014,9/18/2014,7/18/2014,9/18/2014,,27,Yes,50,2014-08-13 6.25
405C2,Yalbac405,405,C2,283406,1933798,209,Puma,1,2014,8,19,7.09,7,animal looks a little starved,Moultricam,Moultry,8/19/2014,9/7/2014,7/18/2014,9/18/2014,,33,Yes,50,2014-08-19 7.09
409C2,Yalbac409,409,C2,287509,1932206,121,Puma,1,2014,8,19,23.56,23.5,,Moultricam,Moultry,8/19/2014,9/17/2014,7/18/2014,9/18/2014,,33,Yes,50,2014-08-19 23.56
405C2,Yalbac405,405,C2,283406,1933798,225,Puma,1,2014,8,20,3.56,3.5,,Moultricam,Moultry,8/20/2014,9/7/2014,7/18/2014,9/18/2014,,34,Yes,50,2014-08-20 3.56
407C2,Yalbac407,407,C2,287745,1932109,80,Puma,1,2014,8,20,23.3,23.5,,Bushnell,Bushnell,8/20/2014,9/14/2014,7/18/2014,9/18/2014,,34,Yes,50,2014-08-20 23.30
408C2,Yalbac408,408,C2,283344,1933425,1258,Puma,1,2014,9,9,9.34,9.5,,HCO ScoutGuard,Scoutguard,9/9/2014,9/18/2014,7/18/2014,9/18/2014,,54,Yes,50,2014-09-09 9.34
412D,Yalbac412D,412,D,283343,1933216,43,Puma,1,2014,9,23,16.45,NA,,ScoutGuard,Scoutguard,9/23/2014,11/2/2014,9/18/2014,11/3/2014,,6,Yes,44,2014-09-23 16.45
406D,Yalbac406D,406,D,292120,1930183,43,Puma,1,2014,9,28,16.59,NA,,Bushnell,Bushnell,9/28/2014,11/2/2014,9/18/2014,11/3/2014,,11,Yes,44,2014-09-28 16.59
405D,Yalbac405D,405,D,283565,1934622,79,Puma,1,2014,9,30,7.39,NA,,Moultrie,Moultry,9/30/2014,11/3/2014,9/18/2014,11/3/2014,,13,Yes,44,2014-09-30 7.39
412D,Yalbac412D,412,D,283343,1933216,97,Puma,1,2014,9,30,8.06,NA,,ScoutGuard,Scoutguard,9/30/2014,11/2/2014,9/18/2014,11/3/2014,,13,Yes,44,2014-09-30 8.06
412D,Yalbac412D,412,D,283343,1933216,100,Puma,1,2014,10,1,6.34,NA,,ScoutGuard,Scoutguard,10/1/2014,11/2/2014,9/18/2014,11/3/2014,,14,Yes,44,2014-10-01 6.34
413D,Yalbac413D,413,D,302850,1927087,112,Puma,1,2014,10,1,7.44,NA,,Bushnell,Bushnell,10/1/2014,11/2/2014,9/18/2014,11/3/2014,,14,Yes,44,2014-10-01 7.44
412D,Yalbac412D,412,D,283343,1933216,146,Puma,1,2014,10,3,22.29,NA,,ScoutGuard,Scoutguard,10/3/2014,11/2/2014,9/18/2014,11/3/2014,,16,Yes,44,2014-10-03 22.29
405D,Yalbac405D,405,D,283565,1934622,119,Puma,1,2014,10,6,16.12,NA,,Moultrie,Moultry,10/6/2014,11/3/2014,9/18/2014,11/3/2014,,19,Yes,44,2014-10-06 16.12
412D,Yalbac412D,412,D,283343,1933216,503,Puma,1,2014,10,6,9.2,NA,,ScoutGuard,Scoutguard,10/6/2014,11/2/2014,9/18/2014,11/3/2014,,19,Yes,44,2014-10-06 9.20
412D,Yalbac412D,412,D,283343,1933216,1224,Puma,1,2014,10,19,9.41,NA,,ScoutGuard,Scoutguard,10/19/2014,11/2/2014,9/18/2014,11/3/2014,,32,Yes,44,2014-10-19 9.41
405D,Yalbac405D,405,D,283565,1934622,163,Puma,1,2014,10,20,15.24,NA,,Moultrie,Moultry,10/20/2014,11/3/2014,9/18/2014,11/3/2014,,33,Yes,44,2014-10-20 15.24
409D,Yalbac409D,409,D,283208,1934953,34,Puma,1,2014,10,20,15.53,NA,,Moultrie,Moultry,10/20/2014,11/2/2014,9/18/2014,11/3/2014,,33,Yes,44,2014-10-20 15.53
407D,Yalbac407D,407,D,283444,1934825,121,Puma,1,2014,10,22,1.09,NA,,Bushnell,Bushnell,10/22/2014,11/2/2014,9/18/2014,11/3/2014,,35,Yes,44,2014-10-22 1.09
412D,Yalbac412D,412,D,283343,1933216,1318,Puma,1,2014,10,23,11.01,NA,,ScoutGuard,Scoutguard,10/23/2014,11/2/2014,9/18/2014,11/3/2014,,36,Yes,44,2014-10-23 11.01
412E,Yalbac412E,412,E,283384,1933012,114,Puma,1,2014,11,9,19.31,NA,,ScoutGuard,Scoutguard,11/9/2014,12/20/2014,11/3/2014,12/22/2014,,7,Yes,14,2014-11-09 19.31
407E,Yalbac407E,407,E,284554,1935262,145,Puma,1,2014,11,15,17.17,NA,,Bushnell,Bushnell,11/15/2014,12/22/2014,11/3/2014,12/22/2014,,13,Yes,45,2014-11-15 17.17
412E,Yalbac412E,412,E,283384,1933012,212,Puma,1,2014,12,2,2.33,NA,,ScoutGuard,Scoutguard,12/2/2014,12/20/2014,11/3/2014,12/22/2014,,30,Yes,14,2014-12-02 2.33
407E,Yalbac407E,407,E,284554,1935262,328,Puma,1,2014,12,4,3.13,NA,,Bushnell,Bushnell,12/4/2014,12/22/2014,11/3/2014,12/22/2014,,32,Yes,45,2014-12-04 3.13
407E,Yalbac407E,407,E,284554,1935262,436,Puma,1,2014,12,16,1.15,NA,,Bushnell,Bushnell,12/16/2014,12/22/2014,11/3/2014,12/22/2014,,44,Yes,45,2014-12-16 1.15
407F,Yalbac407F,407,F,288175,1935951,16,Puma,1,2014,12,23,0.2,NA,,Bushnell,Bushnell,12/23/2014,2/8/2015,12/22/2014,2/18/2015,,2,Yes,47,2014-12-23 0.20
409F,Yalbac409F,409,F,290371,1936481,4,Puma,1,2014,12,25,4.49,NA,,Moultrie,Moultry,12/25/2014,2/17/2015,12/22/2014,2/18/2015,,4,Yes,23,2014-12-25 4.49
409F,Yalbac409F,409,F,290371,1936481,15,Puma,1,2014,12,26,6.04,NA,,Moultrie,Moultry,12/26/2014,2/17/2015,12/22/2014,2/18/2015,,5,Yes,23,2014-12-26 6.04
409F,Yalbac409F,409,F,290371,1936481,19,Puma,2,2014,12,26,11.19,NA,,Moultrie,Moultry,12/26/2014,2/17/2015,12/22/2014,2/18/2015,,5,Yes,23,2014-12-26 11.19
