site,Location,Cam.nr,Series,Easting,Northing,Picture,Species,Nr,Year,Month,Day,Hour,Hour_BERDS,Comment,Camera.Brand,Brand,obsdate,Last_Record_clean,Date.Placement,Date.Removed,Functioning.,visit,Mammal,Days,date_time_obs
401A,Yalbac401a,401,A,299505,1927437,109,Central American Tapir,1,2014,4,17,12.07,12,,Moultrie,Moultry,4/17/2014,4/23/2014,3/18/2014,4/23/2014,,31,Yes,27,2014-04-17 12.07
405A,Yalbac405A,405,A,283423,1932759,232,Central American Tapir,1,2014,4,18,10.12,10,,Moultrie,Moultry,4/18/2014,4/23/2014,3/18/2014,4/23/2014,,32,Yes,35,2014-04-18 10.12
406A,Yalbac406A,406,A,283348,1933228,432,Central American Tapir,1,2014,4,18,22.02,22,,Bushnell,Bushnell,4/18/2014,4/23/2014,3/18/2014,4/23/2014,,32,Yes,35,2014-04-18 22.02
405A,Yalbac405A,405,A,283423,1932759,248,Central American Tapir,1,2014,4,20,9.48,9.5,,Moultrie,Moultry,4/20/2014,4/23/2014,3/18/2014,4/23/2014,,34,Yes,35,2014-04-20 9.48
406A,Yalbac406A,406,A,283348,1933228,438,Central American Tapir,1,2014,4,20,21.59,21.5,,Bushnell,Bushnell,4/20/2014,4/23/2014,3/18/2014,4/23/2014,,34,Yes,35,2014-04-20 21.59
401A,Yalbac401a,401,A,299505,1927437,112,Central American Tapir,1,2014,4,23,2.12,12,,Moultrie,Moultry,4/23/2014,4/23/2014,3/18/2014,4/23/2014,,37,Yes,27,2014-04-23 2.12
408B,Yalbac408B,408,B,284005,1935106,40,Central American Tapir,1,2014,5,3,2.25,2,,HCO ScoutGuard,Scoutguard,5/3/2014,5/23/2014,4/23/2014,5/28/2014,,11,Yes,25,2014-05-03 2.25
411B,Yalbac411B,411,B,283544,1931474,613,Central American Tapir,1,2014,5,10,20.3,20.5,,HCO ScoutGuard,Scoutguard,5/10/2014,5/29/2014,4/23/2014,5/28/2014,,18,Yes,35,2014-05-10 20.30
412B,Yalbac412B,412,B,283420,1931719,215,Central American Tapir,1,2014,5,10,20.22,20,,HCO ScoutGuard,Scoutguard,5/10/2014,5/29/2014,4/23/2014,5/28/2014,,18,Yes,35,2014-05-10 20.22
405B,Yalbac405B,405,B,283454,1932033,301,Central American Tapir,1,2014,5,15,5.49,5.5,,Moultrie,Moultry,5/15/2014,5/29/2014,4/23/2014,5/28/2014,,23,Yes,35,2014-05-15 5.49
411B,Yalbac411B,411,B,283544,1931474,836,Central American Tapir,1,2014,5,15,5.59,5.5,,HCO ScoutGuard,Scoutguard,5/15/2014,5/29/2014,4/23/2014,5/28/2014,,23,Yes,35,2014-05-15 5.59
412B,Yalbac412B,412,B,283420,1931719,237,Central American Tapir,1,2014,5,18,0.28,0,,HCO ScoutGuard,Scoutguard,5/18/2014,5/29/2014,4/23/2014,5/28/2014,,26,Yes,35,2014-05-18 0.28
408B,Yalbac408B,408,B,284005,1935106,115,Central American Tapir,1,2014,5,23,8.55,8.5,female,HCO ScoutGuard,Scoutguard,5/23/2014,5/23/2014,4/23/2014,5/28/2014,,31,Yes,25,2014-05-23 8.55
405C,Yalbac405C,405,C,283406,1933798,22,Central American Tapir,1,2014,5,30,21.2,21,,Moultrie,Moultry,5/30/2014,7/16/2014,5/28/2014,7/18/2014,,3,Yes,48,2014-05-30 21.20
408C,Yalbac408C,408,C,283344,1933425,25,Central American Tapir,1,2014,5,30,21.43,21.5,male,HCO ScoutGuard,Scoutguard,5/30/2014,7/18/2014,5/28/2014,7/18/2014,,3,Yes,48,2014-05-30 21.43
405C,Yalbac405C,405,C,283406,1933798,25,Central American Tapir,1,2014,5,31,3.45,3.5,,Moultrie,Moultry,5/31/2014,7/16/2014,5/28/2014,7/18/2014,,4,Yes,48,2014-05-31 3.45
408C,Yalbac408C,408,C,283344,1933425,64,Central American Tapir,1,2014,6,2,6.17,6,male,HCO ScoutGuard,Scoutguard,6/2/2014,7/18/2014,5/28/2014,7/18/2014,,6,Yes,48,2014-06-02 6.17
408C,Yalbac408C,408,C,283344,1933425,98,Central American Tapir,1,2014,6,5,22.43,22.5,,HCO ScoutGuard,Scoutguard,6/5/2014,7/18/2014,5/28/2014,7/18/2014,,9,Yes,48,2014-06-05 22.43
405C,Yalbac405C,405,C,283406,1933798,67,Central American Tapir,1,2014,6,6,19.09,19,,Moultrie,Moultry,6/6/2014,7/16/2014,5/28/2014,7/18/2014,,10,Yes,48,2014-06-06 19.09
408C,Yalbac408C,408,C,283344,1933425,117,Central American Tapir,1,2014,6,6,19.12,19,male,HCO ScoutGuard,Scoutguard,6/6/2014,7/18/2014,5/28/2014,7/18/2014,,10,Yes,48,2014-06-06 19.12
411C,Yalbac411C,411,C,283393,1933215,124,Central American Tapir,1,2014,6,21,16.06,16,,HCO ScoutGuard,Scoutguard,6/21/2014,7/16/2014,5/28/2014,7/18/2014,,25,Yes,48,2014-06-21 16.06
411C,Yalbac411C,411,C,283393,1933215,130,Central American Tapir,1,2014,6,22,0.04,0,,HCO ScoutGuard,Scoutguard,6/22/2014,7/16/2014,5/28/2014,7/18/2014,,26,Yes,48,2014-06-22 0.04
411C,Yalbac411C,411,C,283393,1933215,153,Central American Tapir,1,2014,6,24,21.07,21,,HCO ScoutGuard,Scoutguard,6/24/2014,7/16/2014,5/28/2014,7/18/2014,,28,Yes,48,2014-06-24 21.07
411C,Yalbac411C,411,C,283393,1933215,171,Central American Tapir,1,2014,6,27,2.5,2.5,,HCO ScoutGuard,Scoutguard,6/27/2014,7/16/2014,5/28/2014,7/18/2014,,31,Yes,48,2014-06-27 2.50
411C,Yalbac411C,411,C,283393,1933215,172,Central American Tapir,1,2014,6,27,2.56,2.5,believed to be a different individual than 172 due to scares on back,HCO ScoutGuard,Scoutguard,6/27/2014,7/16/2014,5/28/2014,7/18/2014,,31,Yes,48,2014-06-27 2.56
410C,Yalbac410C,410,C,286612,1934360,232,Central American Tapir,1,2014,6,28,19.15,19,,Moultrie,Moultry,6/28/2014,7/18/2014,5/28/2014,7/18/2014,,32,Yes,50,2014-06-28 19.15
411C,Yalbac411C,411,C,283393,1933215,214,Central American Tapir,1,2014,7,1,20.31,20.5,,HCO ScoutGuard,Scoutguard,7/1/2014,7/16/2014,5/28/2014,7/18/2014,,35,Yes,48,2014-07-01 20.31
411C,Yalbac411C,411,C,283393,1933215,215,Central American Tapir,1,2014,7,1,21.1,21,,HCO ScoutGuard,Scoutguard,7/1/2014,7/16/2014,5/28/2014,7/18/2014,,35,Yes,48,2014-07-01 21.10
411C,Yalbac411C,411,C,283393,1933215,216,Central American Tapir,1,2014,7,1,21.24,21,"male, different from 215 and 216 due to scares on side",HCO ScoutGuard,Scoutguard,7/1/2014,7/16/2014,5/28/2014,7/18/2014,,35,Yes,48,2014-07-01 21.24
411C,Yalbac411C,411,C,283393,1933215,217,Central American Tapir,1,2014,7,1,22.39,22.5,"different than 15, 16, 17 due to mark on left front leg",HCO ScoutGuard,Scoutguard,7/1/2014,7/16/2014,5/28/2014,7/18/2014,,35,Yes,48,2014-07-01 22.39
411C,Yalbac411C,411,C,283393,1933215,218,Central American Tapir,1,2014,7,1,23.38,23.5,"different than 215, 216, 217, 218 due to body condition being very skinny",HCO ScoutGuard,Scoutguard,7/1/2014,7/16/2014,5/28/2014,7/18/2014,,35,Yes,48,2014-07-01 23.38
411C,Yalbac411C,411,C,283393,1933215,222,Central American Tapir,1,2014,7,3,0.5,0.5,,HCO ScoutGuard,Scoutguard,7/3/2014,7/16/2014,5/28/2014,7/18/2014,,37,Yes,48,2014-07-03 0.50
407C,Yalbac407C,407,C,287745,1932109,241,Central American Tapir,1,2014,7,9,22.26,22,,Bushnell,Bushnell,7/9/2014,7/16/2014,5/28/2014,7/18/2014,,43,Yes,45,2014-07-09 22.26
409C,Yalbac409C,409,C,287509,1932206,223,Central American Tapir,1,2014,7,9,22.07,22,,Moultrie,Moultry,7/9/2014,7/17/2014,5/28/2014,7/18/2014,,43,Yes,48,2014-07-09 22.07
408C,Yalbac408C,408,C,283344,1933425,394,Central American Tapir,1,2014,7,10,4.52,4.5,,HCO ScoutGuard,Scoutguard,7/10/2014,7/18/2014,5/28/2014,7/18/2014,,44,Yes,48,2014-07-10 4.52
411C,Yalbac411C,411,C,283393,1933215,255,Central American Tapir,1,2014,7,10,23.54,23.5,,HCO ScoutGuard,Scoutguard,7/10/2014,7/16/2014,5/28/2014,7/18/2014,,44,Yes,48,2014-07-10 23.54
405C,Yalbac405C,405,C,283406,1933798,301,Central American Tapir,1,2014,7,11,12.45,12.5,,Moultrie,Moultry,7/11/2014,7/16/2014,5/28/2014,7/18/2014,,45,Yes,48,2014-07-11 12.45
405C2,Yalbac405,405,C2,283406,1933798,23,Central American Tapir,1,2014,7,21,1.02,1,male,Moultricam,Moultry,7/21/2014,9/7/2014,7/18/2014,9/18/2014,,4,Yes,50,2014-07-21 1.02
406C2,Yalbac406,406,C2,283359,1934195,25,Central American Tapir,2,2014,7,21,0.24,0,,Bushnell,Bushnell,7/21/2014,9/17/2014,7/18/2014,9/18/2014,,4,Yes,50,2014-07-21 0.24
408C2,Yalbac408,408,C2,283344,1933425,193,Central American Tapir,1,2014,7,21,0.4,0.5,female,HCO ScoutGuard,Scoutguard,7/21/2014,9/18/2014,7/18/2014,9/18/2014,,4,Yes,50,2014-07-21 0.40
408C2,Yalbac408,408,C2,283344,1933425,194,Central American Tapir,1,2014,7,21,1.19,1,,HCO ScoutGuard,Scoutguard,7/21/2014,9/18/2014,7/18/2014,9/18/2014,,4,Yes,50,2014-07-21 1.19
413C2,Yalbac413C,413,C2,302854,1927594,21,Central American Tapir,1,2014,7,21,19.5,19.5,,Bushnell,Bushnell,7/21/2014,9/17/2014,7/18/2014,9/18/2014,,4,Yes,50,2014-07-21 19.50
406C2,Yalbac406,406,C2,283359,1934195,67,Central American Tapir,1,2014,7,27,0.24,0,,Bushnell,Bushnell,7/27/2014,9/17/2014,7/18/2014,9/18/2014,,10,Yes,50,2014-07-27 0.24
413C2,Yalbac413C,413,C2,302854,1927594,81,Central American Tapir,1,2014,7,28,19.34,19.5,,Bushnell,Bushnell,7/28/2014,9/17/2014,7/18/2014,9/18/2014,,11,Yes,50,2014-07-28 19.34
406C2,Yalbac406,406,C2,283359,1934195,110,Central American Tapir,1,2014,8,2,21.38,21.5,,Bushnell,Bushnell,8/2/2014,9/17/2014,7/18/2014,9/18/2014,,16,Yes,50,2014-08-02 21.38
406C2,Yalbac406,406,C2,283359,1934195,127,Central American Tapir,1,2014,8,9,3.19,3,,Bushnell,Bushnell,8/9/2014,9/17/2014,7/18/2014,9/18/2014,,23,Yes,50,2014-08-09 3.19
408C2,Yalbac408,408,C2,283344,1933425,864,Central American Tapir,1,2014,8,9,4.25,4,,HCO ScoutGuard,Scoutguard,8/9/2014,9/18/2014,7/18/2014,9/18/2014,,23,Yes,50,2014-08-09 4.25
410C2,Yalbac410,410,C2,286612,1934360,82,Central American Tapir,1,2014,8,11,12.38,12.5,,Moultricam,Moultry,8/11/2014,9/19/2014,7/18/2014,9/18/2014,,25,Yes,48,2014-08-11 12.38
410C2,Yalbac410,410,C2,286612,1934360,106,Central American Tapir,1,2014,8,16,20.27,20,,Moultricam,Moultry,8/16/2014,9/19/2014,7/18/2014,9/18/2014,,30,Yes,48,2014-08-16 20.27
405C2,Yalbac405,405,C2,283406,1933798,214,Central American Tapir,1,2014,8,19,20.47,20.5,,Moultricam,Moultry,8/19/2014,9/7/2014,7/18/2014,9/18/2014,,33,Yes,50,2014-08-19 20.47
406C2,Yalbac406,406,C2,283359,1934195,169,Central American Tapir,1,2014,8,20,22.24,22,,Bushnell,Bushnell,8/20/2014,9/17/2014,7/18/2014,9/18/2014,,34,Yes,50,2014-08-20 22.24
413C2,Yalbac413C,413,C2,302854,1927594,681,Central American Tapir,1,2014,8,21,19.58,19.5,male,Bushnell,Bushnell,8/21/2014,9/17/2014,7/18/2014,9/18/2014,,35,Yes,50,2014-08-21 19.58
405C2,Yalbac405,405,C2,283406,1933798,296,Central American Tapir,1,2014,8,28,2,2,male,Moultricam,Moultry,8/28/2014,9/7/2014,7/18/2014,9/18/2014,,42,Yes,50,2014-08-28 2.00
407C2,Yalbac407,407,C2,287745,1932109,105,Central American Tapir,1,2014,8,29,1.21,1,,Bushnell,Bushnell,8/29/2014,9/14/2014,7/18/2014,9/18/2014,,43,Yes,50,2014-08-29 1.21
408C2,Yalbac408,408,C2,283344,1933425,1139,Central American Tapir,1,2014,8,30,1.12,1,,HCO ScoutGuard,Scoutguard,8/30/2014,9/18/2014,7/18/2014,9/18/2014,,44,Yes,50,2014-08-30 1.12
410C2,Yalbac410,410,C2,286612,1934360,160,Central American Tapir,1,2014,9,15,5.2,5,,Moultricam,Moultry,9/15/2014,9/19/2014,7/18/2014,9/18/2014,,60,Yes,48,2014-09-15 5.20
408C2,Yalbac408,408,C2,283344,1933425,1313,Central American Tapir,1,2014,9,16,19.2,19,,HCO ScoutGuard,Scoutguard,9/16/2014,9/18/2014,7/18/2014,9/18/2014,,61,Yes,50,2014-09-16 19.20
410C2,Yalbac410,410,C2,286612,1934360,163,Central American Tapir,1,2014,9,16,12.45,12.5,,Moultricam,Moultry,9/16/2014,9/19/2014,7/18/2014,9/18/2014,,61,Yes,48,2014-09-16 12.45
410D,Yalbac410D,410,D,291398,1929086,4,Central American Tapir,1,2014,9,22,19.13,NA,,Moultrie,Moultry,9/22/2014,11/3/2014,9/18/2014,11/3/2014,,5,Yes,44,2014-09-22 19.13
412D,Yalbac412D,412,D,283343,1933216,46,Central American Tapir,1,2014,9,24,3.24,NA,,ScoutGuard,Scoutguard,9/24/2014,11/2/2014,9/18/2014,11/3/2014,,7,Yes,44,2014-09-24 3.24
410D,Yalbac410D,410,D,291398,1929086,7,Central American Tapir,1,2014,9,29,1.25,NA,,Moultrie,Moultry,9/29/2014,11/3/2014,9/18/2014,11/3/2014,,12,Yes,44,2014-09-29 1.25
413D,Yalbac413D,413,D,302850,1927087,133,Central American Tapir,1,2014,10,5,4.37,NA,,Bushnell,Bushnell,10/5/2014,11/2/2014,9/18/2014,11/3/2014,,18,Yes,44,2014-10-05 4.37
407D,Yalbac407D,407,D,283444,1934825,103,Central American Tapir,1,2014,10,11,20.45,NA,,Bushnell,Bushnell,10/11/2014,11/2/2014,9/18/2014,11/3/2014,,24,Yes,44,2014-10-11 20.45
409D,Yalbac409D,409,D,283208,1934953,25,Central American Tapir,1,2014,10,11,9.26,NA,,Moultrie,Moultry,10/11/2014,11/2/2014,9/18/2014,11/3/2014,,24,Yes,44,2014-10-11 9.26
412D,Yalbac412D,412,D,283343,1933216,1503,Central American Tapir,1,2014,10,24,22.17,NA,,ScoutGuard,Scoutguard,10/24/2014,11/2/2014,9/18/2014,11/3/2014,,37,Yes,44,2014-10-24 22.17
403E,Yalbac403E,403,E,287303,1935282,4,Central American Tapir,1,2014,11,8,22.04,NA,,Bushnell,Bushnell,11/8/2014,12/21/2014,11/3/2014,12/22/2014,,6,Yes,45,2014-11-08 22.04
409E,Yalbac409E,409,E,283847,1934963,4,Central American Tapir,1,2014,11,11,20.35,NA,,Moultrie,Moultry,11/11/2014,12/15/2014,11/3/2014,12/22/2014,,9,Yes,12,2014-11-11 20.35
409E,Yalbac409E,409,E,283847,1934963,7,Central American Tapir,1,2014,11,11,20.4,NA,,Moultrie,Moultry,11/11/2014,12/15/2014,11/3/2014,12/22/2014,,9,Yes,12,2014-11-11 20.40
403E,Yalbac403E,403,E,287303,1935282,19,Central American Tapir,1,2014,11,12,23.15,NA,,Bushnell,Bushnell,11/12/2014,12/21/2014,11/3/2014,12/22/2014,,10,Yes,45,2014-11-12 23.15
404E,Yalbac404E,404,E,304653,1927840,20,Central American Tapir,1,2014,11,13,23.11,NA,,ScoutGuard,Scoutguard,11/13/2014,12/15/2014,11/3/2014,12/22/2014,,11,Yes,37,2014-11-13 23.11
403E,Yalbac403E,403,E,287303,1935282,44,Central American Tapir,1,2014,11,16,23.03,NA,,Bushnell,Bushnell,11/16/2014,12/21/2014,11/3/2014,12/22/2014,,14,Yes,45,2014-11-16 23.03
405E,Yalbac405E,405,E,283533,1933999,6,Central American Tapir,1,2014,11,17,5.32,NA,,Moultrie,Moultry,11/17/2014,12/18/2014,11/3/2014,12/22/2014,,15,Yes,32,2014-11-17 5.32
405E,Yalbac405E,405,E,283533,1933999,43,Central American Tapir,1,2014,11,24,21.14,NA,,Moultrie,Moultry,11/24/2014,12/18/2014,11/3/2014,12/22/2014,,22,Yes,32,2014-11-24 21.14
405E,Yalbac405E,405,E,283533,1933999,80,Central American Tapir,1,2014,12,6,1.4,NA,,Moultrie,Moultry,12/6/2014,12/18/2014,11/3/2014,12/22/2014,,34,Yes,32,2014-12-06 1.40
405E,Yalbac405E,405,E,283533,1933999,184,Central American Tapir,1,2014,12,13,21.01,NA,,Moultrie,Moultry,12/13/2014,12/18/2014,11/3/2014,12/22/2014,,41,Yes,32,2014-12-13 21.01
405E,Yalbac405E,405,E,283533,1933999,218,Central American Tapir,1,2014,12,14,21.35,NA,,Moultrie,Moultry,12/14/2014,12/18/2014,11/3/2014,12/22/2014,,42,Yes,32,2014-12-14 21.35
403E,Yalbac403E,403,E,287303,1935282,158,Central American Tapir,1,2014,12,16,22.56,NA,,Bushnell,Bushnell,12/16/2014,12/21/2014,11/3/2014,12/22/2014,,44,Yes,45,2014-12-16 22.56
405E,Yalbac405E,405,E,283533,1933999,232,Central American Tapir,1,2014,12,18,21.27,NA,,Moultrie,Moultry,12/18/2014,12/18/2014,11/3/2014,12/22/2014,,46,Yes,32,2014-12-18 21.27
411F,Yalbac411F,411,F,291694,1928983,322,Central American Tapir,1,2014,12,31,1.55,NA,,ScoutGuard,Scoutguard,12/31/2014,2/8/2015,12/22/2014,2/18/2015,,10,Yes,47,2014-12-31 1.55
403F,Yalbac403F,403,F,291689,1929549,643,Central American Tapir,1,2015,1,18,4.59,NA,,Bushnell,Bushnell,1/18/2015,2/17/2015,12/22/2014,2/18/2015,,28,Yes,47,2015-01-18 4.59
411F,Yalbac411F,411,F,291694,1928983,845,Central American Tapir,1,2015,1,18,0.1,NA,,ScoutGuard,Scoutguard,1/18/2015,2/8/2015,12/22/2014,2/18/2015,,28,Yes,47,2015-01-18 0.10
404F,Yalbac404F,404,F,304653,1927840,918,Central American Tapir,1,2015,1,21,1.3,NA,,ScoutGuard,Scoutguard,1/21/2015,2/17/2015,12/22/2014,2/18/2015,,31,Yes,47,2015-01-21 1.30
403F,Yalbac403F,403,F,291689,1929549,673,Central American Tapir,1,2015,1,25,5.06,NA,,Bushnell,Bushnell,1/25/2015,2/17/2015,12/22/2014,2/18/2015,,35,Yes,47,2015-01-25 5.06
402F,Yalbac402F,402,F,303762,1927588,106,Central American Tapir,1,2015,1,26,21.51,NA,,Bushnell,Bushnell,1/26/2015,2/17/2015,12/22/2014,2/18/2015,,36,Yes,47,2015-01-26 21.51
403F,Yalbac403F,403,F,291689,1929549,688,Central American Tapir,1,2015,1,26,22.43,NA,,Bushnell,Bushnell,1/26/2015,2/17/2015,12/22/2014,2/18/2015,,36,Yes,47,2015-01-26 22.43
405F,Yalbac405F,405,F,285409,1935699,151,Central American Tapir,1,2015,1,27,12.56,NA,,Moultrie,Moultry,1/27/2015,2/15/2015,12/22/2014,2/18/2015,,37,Yes,47,2015-01-27 12.56
403F,Yalbac403F,403,F,291689,1929549,889,Central American Tapir,1,2015,1,31,4.34,NA,,Bushnell,Bushnell,1/31/2015,2/17/2015,12/22/2014,2/18/2015,,41,Yes,47,2015-01-31 4.34
403F,Yalbac403F,403,F,291689,1929549,925,Central American Tapir,1,2015,2,5,5.48,NA,,Bushnell,Bushnell,2/5/2015,2/17/2015,12/22/2014,2/18/2015,,46,Yes,47,2015-02-05 5.48
413F,Yalbac413F,413,F,305716,1928611,1457,Central American Tapir,1,2015,2,15,5.54,NA,,ScoutGuard,Scoutguard,2/15/2015,2/17/2015,12/22/2014,2/18/2015,,56,Yes,47,2015-02-15 5.54
404B,Yalbac404B,404,B,305818,1928442,59,Clay-coloured Thrush,1,2014,5,17,8.41,8.5,,HCO ScoutGuard,Scoutguard,5/17/2014,5/24/2014,4/23/2014,5/28/2014,,25,No,30,2014-05-17 8.41
402F,Yalbac402F,402,F,303762,1927588,38,Clay-coloured Thrush,1,2014,12,29,16.13,NA,,Bushnell,Bushnell,12/29/2014,2/17/2015,12/22/2014,2/18/2015,,8,No,47,2014-12-29 16.13
412D,Yalbac412D,412,D,283343,1933216,1186,Collared Forest Falcon,1,2014,10,15,8.55,NA,,ScoutGuard,Scoutguard,10/15/2014,11/2/2014,9/18/2014,11/3/2014,,28,No,44,2014-10-15 8.55
407C2,Yalbac407,407,C2,287745,1932109,56,Collared Peccary,1,2014,8,7,10.29,10,,Bushnell,Bushnell,8/7/2014,9/14/2014,7/18/2014,9/18/2014,,21,Yes,50,2014-08-07 10.29
407C2,Yalbac407,407,C2,287745,1932109,62,Collared Peccary,1,2014,8,7,14.5,14.5,,Bushnell,Bushnell,8/7/2014,9/14/2014,7/18/2014,9/18/2014,,21,Yes,50,2014-08-07 14.50
409C2,Yalbac409,409,C2,287509,1932206,77,Collared Peccary,1,2014,8,16,11.53,11.5,,Moultricam,Moultry,8/16/2014,9/17/2014,7/18/2014,9/18/2014,,30,Yes,50,2014-08-16 11.53
409D,Yalbac409D,409,D,283208,1934953,28,Collared Peccary,4,2014,10,15,15.5,NA,,Moultrie,Moultry,10/15/2014,11/2/2014,9/18/2014,11/3/2014,,28,Yes,44,2014-10-15 15.50
409D,Yalbac409D,409,D,283208,1934953,40,Collared Peccary,5,2014,10,21,14.17,NA,,Moultrie,Moultry,10/21/2014,11/2/2014,9/18/2014,11/3/2014,,34,Yes,44,2014-10-21 14.17
405A,Yalbac405A,405,A,283423,1932759,52,Collared Peccary,5,2014,3,21,11.09,11,,Moultrie,Moultry,3/21/2014,4/23/2014,3/18/2014,4/23/2014,,4,Yes,35,2014-03-21 11.09
410A,Yalbac410A,410,A,282533,1934009,11,Collared Peccary,1,2014,3,21,10.27,10,,Moultrie,Moultry,3/21/2014,4/23/2014,3/18/2014,4/23/2014,,4,Yes,35,2014-03-21 10.27
406A,Yalbac406A,406,A,283348,1933228,38,Collared Peccary,3,2014,3,22,7.18,7,,Bushnell,Bushnell,3/22/2014,4/23/2014,3/18/2014,4/23/2014,,5,Yes,35,2014-03-22 7.18
403A,Yalbac403A,403,A,291031,1926154,147,Collared Peccary,1,2014,3,24,9.16,9,,Bushnell,Bushnell,3/24/2014,4/23/2014,3/18/2014,4/23/2014,,7,Yes,35,2014-03-24 9.16
406A,Yalbac406A,406,A,283348,1933228,113,Collared Peccary,2,2014,3,29,7.12,7,,Bushnell,Bushnell,3/29/2014,4/23/2014,3/18/2014,4/23/2014,,12,Yes,35,2014-03-29 7.12
406A,Yalbac406A,406,A,283348,1933228,322,Collared Peccary,1,2014,4,17,6.49,6.49,,Bushnell,Bushnell,4/17/2014,4/23/2014,3/18/2014,4/23/2014,,31,Yes,35,2014-04-17 6.49
412B,Yalbac412B,412,B,283420,1931719,211,Collared Peccary,1,2014,5,9,10.19,10,,HCO ScoutGuard,Scoutguard,5/9/2014,5/29/2014,4/23/2014,5/28/2014,,17,Yes,35,2014-05-09 10.19
406B,Yalbac406B,406,B,283558,1934171,576,Collared Peccary,2,2014,5,18,10.58,10.5,,Bushnell,Bushnell,5/18/2014,5/29/2014,4/23/2014,5/28/2014,,26,Yes,35,2014-05-18 10.58
403B,Yalbac403B,403,B,291227,1926257,133,Collared Peccary,2,2014,5,21,5.59,5.5,,Bushnell,Bushnell,5/21/2014,5/28/2014,4/23/2014,5/28/2014,,29,Yes,28,2014-05-21 5.59
403B,Yalbac403B,403,B,291227,1926257,152,Collared Peccary,2,2014,5,22,16.5,16.5,,Bushnell,Bushnell,5/22/2014,5/28/2014,4/23/2014,5/28/2014,,30,Yes,28,2014-05-22 16.50
413C,Yalbac413C,413,C,302854,1927594,116,Collared Peccary,2,2014,5,31,14.58,14.5,,Bushnell,Bushnell,5/31/2014,7/16/2014,5/28/2014,7/18/2014,,4,Yes,48,2014-05-31 14.58
403C,Yalbac403C,403,C,290976,1926510,117,Collared Peccary,2,2014,6,12,13.25,13,,Bushnell,Bushnell,6/12/2014,7/28/2014,5/28/2014,7/18/2014,,16,Yes,60,2014-06-12 13.25
403C,Yalbac403C,403,C,290976,1926510,123,Collared Peccary,1,2014,6,12,14.47,14.5,,Bushnell,Bushnell,6/12/2014,7/28/2014,5/28/2014,7/18/2014,,16,Yes,60,2014-06-12 14.47
410C,Yalbac410C,410,C,286612,1934360,253,Collared Peccary,1,2014,7,1,9.03,9,,Moultrie,Moultry,7/1/2014,7/18/2014,5/28/2014,7/18/2014,,35,Yes,50,2014-07-01 9.03
411C,Yalbac411C,411,C,283393,1933215,267,Collared Peccary,1,2014,7,13,14.01,14,,HCO ScoutGuard,Scoutguard,7/13/2014,7/16/2014,5/28/2014,7/18/2014,,47,Yes,48,2014-07-13 14.01
412C,Yalbac412C,412,C,282701,1934210,204,Collared Peccary,1,2014,7,16,10.37,10.5,,HCO ScoutGuard,Scoutguard,7/16/2014,7/17/2014,5/28/2014,7/18/2014,,50,Yes,48,2014-07-16 10.37
412D,Yalbac412D,412,D,283343,1933216,1243,Collared Peccary,3,2014,10,20,8.53,NA,,ScoutGuard,Scoutguard,10/20/2014,11/2/2014,9/18/2014,11/3/2014,,33,Yes,44,2014-10-20 8.53
404F,Yalbac404F,404,F,304653,1927840,924,Collared Peccary,1,2015,1,22,7.18,NA,,ScoutGuard,Scoutguard,1/22/2015,2/17/2015,12/22/2014,2/18/2015,,32,Yes,47,2015-01-22 7.18
404F,Yalbac404F,404,F,304653,1927840,1131,Collared Peccary,5,2015,2,12,10.58,NA,,ScoutGuard,Scoutguard,2/12/2015,2/17/2015,12/22/2014,2/18/2015,,53,Yes,47,2015-02-12 10.58
404F,Yalbac404F,404,F,304653,1927840,1191,Collared Peccary,5,2015,2,14,5.17,NA,,ScoutGuard,Scoutguard,2/14/2015,2/17/2015,12/22/2014,2/18/2015,,55,Yes,47,2015-02-14 5.17
409A,Yalbac409A,409,A,283362,1934000,83,Common Opossum,1,2014,3,22,8,8,,Moultriecam,Moultry,3/22/2014,4/16/2014,3/18/2014,4/23/2014,,5,Yes,28,2014-03-22 8.00
407A,Yalbac407A,407,A,282835,1934017,38,Common Opossum,1,2014,3,26,20.42,20.5,,Bushnell,Bushnell,3/26/2014,4/23/2014,3/18/2014,4/23/2014,,9,Yes,35,2014-03-26 20.42
403A,Yalbac403A,403,A,291031,1926154,344,Common Opossum,1,2014,3,28,23.35,23.5,,Bushnell,Bushnell,3/28/2014,4/23/2014,3/18/2014,4/23/2014,,11,Yes,35,2014-03-28 23.35
410A,Yalbac410A,410,A,282533,1934009,45,Common Opossum,1,2014,4,2,1.48,1.5,,Moultrie,Moultry,4/2/2014,4/23/2014,3/18/2014,4/23/2014,,16,Yes,35,2014-04-02 1.48
403A,Yalbac403A,403,A,291031,1926154,660,Common Opossum,1,2014,4,8,21.48,21.5,,Bushnell,Bushnell,4/8/2014,4/23/2014,3/18/2014,4/23/2014,,22,Yes,35,2014-04-08 21.48
409A,Yalbac409A,409,A,283362,1934000,163,Common Opossum,1,2014,4,11,1.14,1,,Moultriecam,Moultry,4/11/2014,4/16/2014,3/18/2014,4/23/2014,,25,Yes,28,2014-04-11 1.14
401A,Yalbac401a,401,A,299505,1927437,94,Common Opossum,1,2014,4,16,2.35,2.5,either common or virginian,Moultrie,Moultry,4/16/2014,4/23/2014,3/18/2014,4/23/2014,,30,Yes,27,2014-04-16 2.35
