"site","Location","Cam.nr","Series","Picture","Species","Nr","Year","Month","Day","Hour_exact","Hour_BERDS","Comment","Camera.Brand","Easting.1","Northing.1","Mammal","Brand","Date_Place","Date_Remov","obsdate","Last.Record","Days","visit","Notes","Conservati","Active_Log","Logged_in","Hurricane","Fire_Damag","Location_d","Landscape","date_time_obs","First_Obs"
"506G","Yalbac506G",506,"G",304,"Agouti",1,2015,12,5,9.07,9,"","Bushnell",292534,1956194,"Yes","Bushnell",2015-11-09,2015-01-09,2015-12-05,2016-01-10,61,27," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-12-05 9.07",2015-11-09
"506G","Yalbac506G",506,"G",310,"Agouti",1,2015,12,6,17.19,17.5,"","Bushnell",292534,1956194,"Yes","Bushnell",2015-11-09,2015-01-09,2015-12-06,2016-01-10,61,28," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-12-06 17.19",2015-11-09
"506G","Yalbac506G",506,"G",331,"Agouti",1,2015,12,8,7.12,7,"","Bushnell",292534,1956194,"Yes","Bushnell",2015-11-09,2015-01-09,2015-12-08,2016-01-10,61,30," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-12-08 7.12",2015-11-09
"506G","Yalbac506G",506,"G",340,"Agouti",1,2015,12,8,16.27,16.5,"","Bushnell",292534,1956194,"Yes","Bushnell",2015-11-09,2015-01-09,2015-12-08,2016-01-10,61,30," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-12-08 16.27",2015-11-09
"505G","Yalbac505G",505,"G",97,"Agouti",1,2015,12,9,7.05,7,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2015-12-09,2016-01-10,61,31," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-12-09 7.05",2015-11-09
"506G","Yalbac506G",506,"G",343,"Agouti",1,2015,12,9,7.18,7.5,"","Bushnell",292534,1956194,"Yes","Bushnell",2015-11-09,2015-01-09,2015-12-09,2016-01-10,61,31," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-12-09 7.18",2015-11-09
"506G","Yalbac506G",506,"G",364,"Agouti",1,2015,12,12,15.28,16,"","Bushnell",292534,1956194,"Yes","Bushnell",2015-11-09,2015-01-09,2015-12-12,2016-01-10,61,34," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-12-12 15.28",2015-11-09
"506G","Yalbac506G",506,"G",370,"Agouti",1,2015,12,13,9.35,9.5,"","Bushnell",292534,1956194,"Yes","Bushnell",2015-11-09,2015-01-09,2015-12-13,2016-01-10,61,35," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-12-13 9.35",2015-11-09
"507H","Yalbac507H",507,"H",223,"Agouti",1,2016,12,14,6.29,6.5,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2015-12-14,2016-03-01,90,14,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-12-14 6.29",2015-12-01
"505G","Yalbac505G",505,"G",175,"Agouti",1,2015,12,23,8.18,8.5,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2015-12-23,2016-01-10,61,45," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-12-23 8.18",2015-11-09
"506G","Yalbac506G",506,"G",430,"Agouti",1,2015,12,23,9.16,9.5,"","Bushnell",292534,1956194,"Yes","Bushnell",2015-11-09,2015-01-09,2015-12-23,2016-01-10,61,45," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-12-23 9.16",2015-11-09
"505G","Yalbac505G",505,"G",187,"Agouti",1,2015,12,24,6.46,7,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2015-12-24,2016-01-10,61,46," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-12-24 6.46",2015-11-09
"505G","Yalbac505G",505,"G",208,"Agouti",1,2015,12,31,8.08,8,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2015-12-31,2016-01-10,61,53," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-12-31 8.08",2015-11-09
"503G","Yalbac503G",503,"G",33,"Bare-throated Tiger Heron",1,2015,12,17,15.1,15,"","Bushnell",291304,1957372,"No","Bushnell",2015-11-09,2015-01-09,2015-12-17,2016-01-10,61,39," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-12-17 15.10",2015-11-09
"503E","Yalbac503E",503,"E",751,"Birds",2,2015,9,11,17.45,18,"","Bushnell",291322,1957347,"No","Bushnell",2015-06-29,2015-09-15,2015-09-11,2015-09-16,78,75," ","No","Yes",NA,"No","No","At Pond","Mature forest","2015-09-11 17.45",2015-06-29
"505G","Yalbac505G",505,"G",226,"Black-faced Ant Thrush",1,2016,1,1,8.09,8,"","Moultrie",291021,1956145,"No","Moultrycam",2015-11-09,2015-01-09,2016-01-01,2016-01-10,61,54," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2016-01-01 8.09",2015-11-09
"503D","Yalbac503D",503,"D",241,"Black-faced Ant Thrush",1,2015,6,11,14.55,15,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-06-11,2015-08-06,67,13," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-06-11 14.55",2015-05-30
"503D","Yalbac503D",503,"D",826,"Black-faced Ant Thrush",1,2015,7,21,14.38,14.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-21,2015-08-06,67,53," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-21 14.38",2015-05-30
"503D","Yalbac503D",503,"D",836,"Black-faced Ant Thrush",2,2015,7,21,18.35,18.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-21,2015-08-06,67,53," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-21 18.35",2015-05-30
"503D","Yalbac503D",503,"D",841,"Black-faced Ant Thrush",1,2015,7,22,5.4,5.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-22,2015-08-06,67,54," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-22 5.40",2015-05-30
"503D","Yalbac503D",503,"D",892,"Black-faced Ant Thrush",1,2015,7,22,18.15,18.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-22,2015-08-06,67,54," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-22 18.15",2015-05-30
"503D","Yalbac503D",503,"D",901,"Black-faced Ant Thrush",1,2015,7,23,5.31,5.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-23,2015-08-06,67,55," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-23 5.31",2015-05-30
"503D","Yalbac503D",503,"D",920,"Black-faced Ant Thrush",2,2015,7,23,18.07,18,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-23,2015-08-06,67,55," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-23 18.07",2015-05-30
"503D","Yalbac503D",503,"D",967,"Black-faced Ant Thrush",1,2015,7,25,5.35,5.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-25,2015-08-06,67,57," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-25 5.35",2015-05-30
"503D","Yalbac503D",503,"D",16,"Black-faced Ant Thrush",1,2015,7,26,18.16,18.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-26,2015-08-06,67,58," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-26 18.16",2015-05-30
"503D","Yalbac503D",503,"D",982,"Black-faced Ant Thrush",1,2015,7,26,5.44,5.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-26,2015-08-06,67,58," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-26 5.44",2015-05-30
"503D","Yalbac503D",503,"D",85,"Black-faced Ant Thrush",1,2015,7,28,17.3,17.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-28,2015-08-06,67,60," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-28 17.30",2015-05-30
"501F","Yalbac501f",501,"F",164,"Blue Ground Dove",1,2015,10,25,12.42,12.5,"","",292314,1958107,"No","Bushnell",2015-09-15,2015-11-09,2015-10-25,2015-11-10,55,41," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-10-25 12.42",2015-09-15
"503D","Yalbac503D",503,"D",784,"Blue Ground Dove",1,2015,7,19,14.19,14.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-19,2015-08-06,67,51," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-19 14.19",2015-05-30
"503D","Yalbac503D",503,"D",910,"Blue Ground Dove",1,2015,7,23,15.39,15.5,"","Bushnell",292559,1958254,"No","Bushnell",2015-05-30,2015-06-29,2015-07-23,2015-08-06,67,55," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-07-23 15.39",2015-05-30
"507H","Yalbac507H",507,"H",1009,"Clay coloured Thrush",1,2016,2,24,9.3,9.5,"Time off","Bushnell",283483,1934993.94,"No","Bushnell",2015-12-01,2016-02-29,2016-02-24,2016-03-01,90,86,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-02-24 9.30",2015-12-01
"507H","Yalbac507H",507,"H",1073,"Clay coloured Thrush",1,2016,3,1,5.54,6,"Time off","Bushnell",283483,1934993.94,"No","Bushnell",2015-12-01,2016-02-29,2016-03-01,2016-03-01,90,92,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-03-01 5.54",2015-12-01
"512E","Yalbac512E",512,"E",815,"Collared Peccary",1,2015,8,8,8.06,8,"","ScoutGuard",282178,1935684,"Yes","Scoutguard",2015-06-29,2015-09-15,2015-08-08,2015-09-16,78,41," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-08 8.06",2015-06-29
"510D","Yalbac510D",510,"D",112,"Collared Peccary",2,2015,6,30,9.34,9.5,"","Moultrie",282702,1935595,"Yes","Moultrycam",2015-05-30,2015-06-29,2015-06-30,2015-08-06,67,32," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-06-30 9.34",2015-05-30
"510D","Yalbac510D",510,"D",130,"Collared Peccary",1,2015,7,8,8,8,"","Moultrie",282702,1935595,"Yes","Moultrycam",2015-05-30,2015-06-29,2015-07-08,2015-08-06,67,40," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-07-08 8.00",2015-05-30
"504F","Yalbac504F",504,"F",781,"Collared Peccary",11,2015,10,3,7.18,7.5,"","HCO ScoutGuard",289314,1956370,"Yes","Scoutguard",2015-09-15,2015-11-09,2015-10-03,2015-10-11,25,19,"Only movies","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-10-03 7.18",2015-09-15
"507H","Yalbac507H",507,"H",667,"Crested Guan",1,2016,1,29,7.5,9,"Time off","Bushnell",283483,1934993.94,"No","Bushnell",2015-12-01,2016-02-29,2016-01-29,2016-03-01,90,60,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-01-29 7.50",2015-12-01
"507H","Yalbac507H",507,"H",712,"Crested Guan",2,2016,2,3,6.5,7,"Time off","Bushnell",283483,1934993.94,"No","Bushnell",2015-12-01,2016-02-29,2016-02-03,2016-03-01,90,65,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-02-03 6.50",2015-12-01
"509C","Yalbac509c",509,"C",145,"Crested Guan",1,2015,5,29,8.36,8.5,"","Bushnell",280114,1935198,"No","Bushnell",2015-04-10,2015-05-30,2015-05-29,2015-05-30,49,50," ","No","Yes","2015","Yes","No","Along narrow logging trail","Disturbed High forest","2015-05-29 8.36",2015-04-10
"507E","Yalbac507E",507,"E",77,"Crested Guan",2,2015,8,7,9.05,9,"","Bushnell",283482,1934992,"No","Bushnell",2015-06-29,2015-09-15,2015-08-07,2015-09-16,78,40," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-07 9.05",2015-06-29
"507E","Yalbac507E",507,"E",110,"Crested Guan",1,2015,8,8,17.05,17,"","Bushnell",283482,1934992,"No","Bushnell",2015-06-29,2015-09-15,2015-08-08,2015-09-16,78,41," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-08 17.05",2015-06-29
"507E","Yalbac507E",507,"E",117,"Crested Guan",1,2015,8,9,7.36,7.5,"","Bushnell",283482,1934992,"No","Bushnell",2015-06-29,2015-09-15,2015-08-09,2015-09-16,78,42," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-09 7.36",2015-06-29
"507E","Yalbac507E",507,"E",134,"Crested Guan",2,2015,8,9,7.45,75,"","Bushnell",283482,1934992,"No","Bushnell",2015-06-29,2015-09-15,2015-08-09,2015-09-16,78,42," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-09 7.45",2015-06-29
"507E","Yalbac507E",507,"E",145,"Crested Guan",3,2015,8,9,10.16,10,"drinking water from poddle","Bushnell",283482,1934992,"No","Bushnell",2015-06-29,2015-09-15,2015-08-09,2015-09-16,78,42," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-08-09 10.16",2015-06-29
"506E","Yalbac506E",506,"E",83,"Crested Guan",1,2015,8,12,10.35,10.5,"","Bushnell",292491,1955895,"No","Bushnell",2015-06-29,2015-09-15,2015-08-12,2015-09-16,78,45," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-12 10.35",2015-06-29
"506E","Yalbac506E",506,"E",94,"Crested Guan",1,2015,8,13,8.08,8,"","Bushnell",292491,1955895,"No","Bushnell",2015-06-29,2015-09-15,2015-08-13,2015-09-16,78,46," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-13 8.08",2015-06-29
"506E","Yalbac506E",506,"E",143,"Crested Guan",2,2015,8,19,7.56,7.5,"","Bushnell",292491,1955895,"No","Bushnell",2015-06-29,2015-09-15,2015-08-19,2015-09-16,78,52," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-19 7.56",2015-06-29
"504E","Yalbac504E",504,"E",487,"Crested Guan",2,2015,8,25,8.04,8,"","Scoutguard",290567,1955971,"No","Scoutguard",2015-06-29,2015-09-15,2015-08-25,2015-09-16,78,58," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-25 8.04",2015-06-29
"504E","Yalbac504E",504,"E",518,"Crested Guan",1,2015,8,26,15.37,15.5,"","Scoutguard",290567,1955971,"No","Scoutguard",2015-06-29,2015-09-15,2015-08-26,2015-09-16,78,59," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-26 15.37",2015-06-29
"506E","Yalbac506E",506,"E",216,"Crested Guan",1,2015,8,27,17.1,17,"","Bushnell",292491,1955895,"No","Bushnell",2015-06-29,2015-09-15,2015-08-27,2015-09-16,78,60," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-27 17.10",2015-06-29
"504E","Yalbac504E",504,"E",540,"Crested Guan",1,2015,8,28,19.02,19,"","Scoutguard",290567,1955971,"No","Scoutguard",2015-06-29,2015-09-15,2015-08-28,2015-09-16,78,61," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-28 19.02",2015-06-29
"504E","Yalbac504E",504,"E",565,"Crested Guan",1,2015,8,30,17.46,18,"","Scoutguard",290567,1955971,"No","Scoutguard",2015-06-29,2015-09-15,2015-08-30,2015-09-16,78,63," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-30 17.46",2015-06-29
"506E","Yalbac506E",506,"E",245,"Crested Guan",2,2015,8,30,7.41,7.5,"","Bushnell",292491,1955895,"No","Bushnell",2015-06-29,2015-09-15,2015-08-30,2015-09-16,78,63," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-08-30 7.41",2015-06-29
"504E","Yalbac504E",504,"E",614,"Crested Guan",2,2015,9,4,10.29,10.5,"","Scoutguard",290567,1955971,"No","Scoutguard",2015-06-29,2015-09-15,2015-09-04,2015-09-16,78,68," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-04 10.29",2015-06-29
"504E","Yalbac504E",504,"E",623,"Crested Guan",1,2015,9,4,11.13,11.5,"","Scoutguard",290567,1955971,"No","Scoutguard",2015-06-29,2015-09-15,2015-09-04,2015-09-16,78,68," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-04 11.13",2015-06-29
"504E","Yalbac504E",504,"E",646,"Crested Guan",1,2015,9,5,15.46,16,"","Scoutguard",290567,1955971,"No","Scoutguard",2015-06-29,2015-09-15,2015-09-05,2015-09-16,78,69," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-05 15.46",2015-06-29
"504E","Yalbac504E",504,"E",820,"Crested Guan",1,2015,9,12,8.37,8.5,"","Scoutguard",290567,1955971,"No","Scoutguard",2015-06-29,2015-09-15,2015-09-12,2015-09-16,78,76," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-12 8.37",2015-06-29
"504E","Yalbac504E",504,"E",871,"Crested Guan",1,2015,9,12,18.34,18.5,"","Scoutguard",290567,1955971,"No","Scoutguard",2015-06-29,2015-09-15,2015-09-12,2015-09-16,78,76," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-12 18.34",2015-06-29
"504E","Yalbac504E",504,"E",878,"Crested Guan",1,2015,9,14,8.54,9,"","Scoutguard",290567,1955971,"No","Scoutguard",2015-06-29,2015-09-15,2015-09-14,2015-09-16,78,78," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-14 8.54",2015-06-29
"504F","Yalbac504F",504,"F",11,"Crested Guan",1,2015,9,17,11.06,11,"","HCO ScoutGuard",289314,1956370,"No","Scoutguard",2015-09-15,2015-11-09,2015-09-17,2015-10-11,25,3,"Only movies","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-09-17 11.06",2015-09-15
"507G","Yalbac507G",507,"G",46,"Crested Guan",2,2015,11,22,10.46,10.5,"","Bushnell",282985,1935446,"No","Bushnell",2015-11-09,2015-12-01,2015-11-22,2015-12-02,22,14," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-11-22 10.46",2015-11-09
"502G","Yalbac502G",502,"G",3745,"Crested Guan",2,2015,11,28,11.33,11.5,"","Moultrie",289511,1956735,"No","Moultrycam",2015-11-09,2015-01-09,2015-11-28,2016-01-01,52,20," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2015-11-28 11.33",2015-11-09
"506G","Yalbac506G",506,"G",283,"Crested Guan",1,2015,12,3,13.26,13.5,"","Bushnell",292534,1956194,"No","Bushnell",2015-11-09,2015-01-09,2015-12-03,2016-01-10,61,25," ","No","Yes",NA,"No","No","Along wide logging road","Mature forest","2015-12-03 13.26",2015-11-09
"507F","Yalbac507F",507,"F",342,"Deppe's Squirrel",1,2015,11,4,6.47,6.5,"feeding","Bushnell",283119,1935211,"Yes","Bushnell",2015-09-15,2015-11-09,2015-11-04,2015-11-10,55,51," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2015-11-04 6.47",2015-09-15
"505G","Yalbac505G",505,"G",232,"Gray Fox",1,2016,1,3,10.57,11,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2016-01-03,2016-01-10,61,56," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2016-01-03 10.57",2015-11-09
"507H","Yalbac507H",507,"H",266,"Gray Fox",1,2016,1,3,2.24,2.5,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2016-01-03,2016-03-01,90,34,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-01-03 2.24",2015-12-01
"511H","Yalbac511H",511,"H",181,"Gray Fox",1,2016,1,5,19.02,19,"","Moultrie",282087,1935456.716,"Yes","Moultrycam",2015-12-01,2016-02-29,2016-01-05,2016-03-01,90,36," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-01-05 19.02",2015-12-01
"505G","Yalbac505G",505,"G",244,"Gray Fox",1,2016,1,6,16.52,17,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2016-01-06,2016-01-10,61,59," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2016-01-06 16.52",2015-11-09
"505G","Yalbac505G",505,"G",256,"Gray Fox",1,2016,1,8,5.28,5.5,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2016-01-08,2016-01-10,61,61," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2016-01-08 5.28",2015-11-09
"505G","Yalbac505G",505,"G",265,"Gray Fox",1,2016,1,9,2.17,2.5,"","Moultrie",291021,1956145,"Yes","Moultrycam",2015-11-09,2015-01-09,2016-01-09,2016-01-10,61,62," ","No","Yes",NA,"No","No","Along narrow logging trail","Mature forest","2016-01-09 2.17",2015-11-09
"507H","Yalbac507H",507,"H",340,"Gray Fox",1,2016,1,9,4.13,4,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2016-01-09,2016-03-01,90,40,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-01-09 4.13",2015-12-01
"509H","Yalbac509H",509,"H",346,"Gray Fox",1,2016,1,11,11.29,11.5,"","Bushnell",283730,1935382.07,"Yes","Bushnell",2015-12-01,2016-02-29,2016-01-11,2016-03-01,90,42," ","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-01-11 11.29",2015-12-01
"507H","Yalbac507H",507,"H",358,"Gray Fox",1,2016,1,12,10.05,10,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2016-01-12,2016-03-01,90,43,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-01-12 10.05",2015-12-01
"507H","Yalbac507H",507,"H",361,"Gray Fox",1,2016,1,12,13.24,13.5,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2016-01-12,2016-03-01,90,43,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-01-12 13.24",2015-12-01
"507H","Yalbac507H",507,"H",442,"Gray Fox",1,2016,1,18,15.39,15.5,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2016-01-18,2016-03-01,90,49,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-01-18 15.39",2015-12-01
"507H","Yalbac507H",507,"H",451,"Gray Fox",1,2016,1,18,8.06,8,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2016-01-18,2016-03-01,90,49,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-01-18 8.06",2015-12-01
"507H","Yalbac507H",507,"H",586,"Gray Fox",1,2016,1,25,1.33,1.5,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2016-01-25,2016-03-01,90,56,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-01-25 1.33",2015-12-01
"507H","Yalbac507H",507,"H",616,"Gray Fox",1,2016,1,25,23.49,24,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2016-01-25,2016-03-01,90,56,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-01-25 23.49",2015-12-01
"507H","Yalbac507H",507,"H",691,"Gray Fox",1,2016,1,31,10.13,10,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2016-01-31,2016-03-01,90,62,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-01-31 10.13",2015-12-01
"507H","Yalbac507H",507,"H",697,"Gray Fox",1,2016,2,1,8.46,9,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2016-02-01,2016-03-01,90,63,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-02-01 8.46",2015-12-01
"507H","Yalbac507H",507,"H",700,"Gray Fox",1,2016,2,1,13.07,13,"Time off","Bushnell",283483,1934993.94,"Yes","Bushnell",2015-12-01,2016-02-29,2016-02-01,2016-03-01,90,63,"Changed date","No","Yes","2015","Yes","No","Along wide logging road","Disturbed High forest","2016-02-01 13.07",2015-12-01
