"picture","species.name","Nr","Year","Month","Day","Hour.Exact","Comment","Location.1","Mammal","site","Brand","Date.Placement","Date.Removed","Days","Northing","Easting","Conservati","Active_Log","Logged_in","Hurricane","Fire_Damag","Location_d","Landscape","Location.y","Last.Record","obsdate","visit","date_time_obs"
3949,"White-tailed Deer",1,2016,4,12,"5.29","","Laguna Seca","Yes","602H","Moultrycam",2016-01-09,2016-04-21,106,1956524,289220,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-04-25,2016-04-12,95,"2016-04-12 5.29"
3953,"White-tailed Deer",1,2016,4,12,"9.12","","Laguna Seca","Yes","602H","Moultrycam",2016-01-09,2016-04-21,106,1956524,289220,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-04-25,2016-04-12,95,"2016-04-12 9.12"
3967,"White-tailed Deer",1,2016,4,15,"5.3","","Laguna Seca","Yes","602H","Moultrycam",2016-01-09,2016-04-21,106,1956524,289220,"No","No",2015,"No","No","Along narrow logging trail","Mature Forest","Laguna Seca",2016-04-25,2016-04-15,98,"2016-04-15 5.30"
3993,"Great Curassow",1,2016,4,30,"5.37","Female","Laguna Seca","No","602I","Moultrycam",2016-04-21,2016-07-05,9,1956768.973,290526.9986,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-05-01,2016-04-30,10,"2016-04-30 5.37"
3981,"Jaguar",1,2016,4,24,"20.48","","Laguna Seca","Yes","602I","Moultrycam",2016-04-21,2016-07-05,9,1956768.973,290526.9986,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-05-01,2016-04-24,4,"2016-04-24 20.48"
3990,"Ocellated Turkey",1,2016,4,29,"9.04","","Laguna Seca","No","602I","Moultrycam",2016-04-21,2016-07-05,9,1956768.973,290526.9986,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-05-01,2016-04-29,9,"2016-04-29 9.04"
4007,"White-tailed Deer",1,2016,7,7,"9.58","","Laguna Seca","Yes","602J","Moultrycam",2016-07-05,2016-09-08,15,1956615.659,290333.1831,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-07-21,2016-07-07,3,"2016-07-07 9.58"
4094,"Chachalaka",1,2016,9,9,"2.33","","Laguna Seca","No","602K","Moultrycam",2016-09-08,2016-12-07,7,1956808.685,290536.9232,"No","No",2015,"Yes","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-16,2016-09-09,2,"2016-09-09 2.33"
4096,"White-tailed Deer",3,2016,9,14,"9.1","","Laguna Seca","Yes","602K","Moultrycam",2016-09-08,2016-12-07,7,1956808.685,290536.9232,"No","No",2015,"Yes","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-16,2016-09-14,7,"2016-09-14 9.10"
4102,"White-tailed Deer",2,2016,9,15,"12.22","","Laguna Seca","Yes","602K","Moultrycam",2016-09-08,2016-12-07,7,1956808.685,290536.9232,"No","No",2015,"Yes","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-16,2016-09-15,8,"2016-09-15 12.22"
1120104,"Agouti",1,2016,1,11,"0.29","","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-11,3,"2016-01-11 0.29"
1130112,"Agouti",1,2016,1,13,"2.52","","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-13,5,"2016-01-13 2.52"
3010437,"Agouti",1,2016,3,1,"8.11","","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-03-01,53,"2016-03-01 8.11"
4090447,"Agouti",1,2016,4,9,"9.4","","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-04-09,92,"2016-04-09 9.40"
1190180,"Clay-coloured Thrush",1,2016,1,19,"16.37","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-19,11,"2016-01-19 16.37"
2060357,"Common Opossum",1,2016,2,6,"0.19","","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-02-06,29,"2016-02-06 0.19"
2120397,"Common Opossum",1,2016,2,12,"23.46","","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-02-12,35,"2016-02-12 23.46"
1090008,"Dragon fly",1,2016,1,9,"11.03","Video","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-09,1,"2016-01-09 11.03"
1180172,"Dragon fly",1,2016,1,18,"12.53","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-18,10,"2016-01-18 12.53"
2020316,"Dragon fly",1,2016,2,2,"12.34","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-02-02,25,"2016-02-02 12.34"
2080384,"Dragon fly",2,2016,2,8,"1.03","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-02-08,31,"2016-02-08 1.03"
2040345,"Flycatcher",1,2016,2,4,"13.14","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-02-04,27,"2016-02-04 13.14"
1300263,"Gray Fox",1,2016,1,30,"1.5","","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-30,22,"2016-01-30 1.50"
1140124,"Gray Hawk",1,2016,1,14,"12.57","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-14,6,"2016-01-14 12.57"
2040348,"Gray Hawk",1,2016,2,4,"1.14","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-02-04,27,"2016-02-04 1.14"
3010433,"Gray-headed Dove",1,2016,3,1,"8.1","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-03-01,53,"2016-03-01 8.10"
3010441,"Gray-headed Dove",1,2016,3,1,"8.13","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-03-01,53,"2016-03-01 8.13"
4110465,"Gray-headed Dove",1,2016,4,11,"5.27","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-04-11,94,"2016-04-11 5.27"
4110476,"Gray-headed Dove",1,2016,4,11,"7","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-04-11,94,"2016-04-11 7.00"
1140116,"Great Curassow",1,2016,1,14,"7.02","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-14,6,"2016-01-14 7.02"
1150128,"Great Curassow",1,2016,1,15,"7.17","drinking water","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-15,7,"2016-01-15 7.17"
1150129,"Great Curassow",1,2016,1,15,"7.19","male bird","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-15,7,"2016-01-15 7.19"
1190173,"Great Curassow",1,2016,1,19,"8.47","female bird","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-19,11,"2016-01-19 8.47"
1190176,"Great Curassow",1,2016,1,19,"8.47","Female ","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-19,11,"2016-01-19 8.47"
1300265,"Great Curassow",1,2016,1,30,"10.47","female bird","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-30,22,"2016-01-30 10.47"
1300269,"Great Curassow",1,2016,1,30,"10.51","female bird","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-30,22,"2016-01-30 10.51"
4100453,"Great Curassow",1,2016,4,10,"9.16","male bird","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-04-10,93,"2016-04-10 9.16"
4100457,"Great Curassow",1,2016,4,10,"11.46","male bird","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-04-10,93,"2016-04-10 11.46"
4100461,"Great Curassow",1,2016,4,10,"16.02","male bird","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-04-10,93,"2016-04-10 16.02"
4100464,"Great Curassow",1,2016,4,10,"5.02","male","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-04-10,93,"2016-04-10 5.02"
4110469,"Great Curassow",1,2016,4,11,"6.31","male bird","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-04-11,94,"2016-04-11 6.31"
4130484,"Great Curassow",1,2016,4,13,"9.31","male","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-04-13,96,"2016-04-13 9.31"
1300280,"Great Tinamou",1,2016,1,30,"2.26","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-30,22,"2016-01-30 2.26"
2030325,"Great Tinamou",2,2016,2,3,"7.17","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-02-03,26,"2016-02-03 7.17"
2030328,"Great Tinamou",2,2016,2,3,"7.17","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-02-03,26,"2016-02-03 7.17"
1300273,"Jaguar",1,2016,1,30,"14.04","","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-30,22,"2016-01-30 14.04"
2240421,"Jaguar",1,2016,3,1,"10.45","","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-03-01,53,"2016-03-01 10.45"
1310292,"lizard",1,2016,1,31,"12.37","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-31,23,"2016-01-31 12.37"
1110021,"Margay",1,2016,1,11,"13.27","animal mving around in its habitat","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-11,3,"2016-01-11 13.27"
2160405,"Ocellated Turkey",1,2016,2,16,"7.54","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-02-16,39,"2016-02-16 7.54"
1100012,"Paca",1,2016,1,10,"2.1","video","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-10,2,"2016-01-10 2.10"
1130105,"Paca",1,2016,1,13,"2.52","","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-13,5,"2016-01-13 2.52"
2040329,"Puma",1,2016,2,4,"8.38","","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-02-04,27,"2016-02-04 8.38"
4100449,"Puma",1,2016,4,10,"5.17","","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-04-10,93,"2016-04-10 5.17"
2060360,"Rat",1,2016,2,6,"12.2","","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-02-06,29,"2016-02-06 12.20"
2120393,"Rat",1,2016,2,12,"21.46","","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-02-12,35,"2016-02-12 21.46"
2120400,"Rat",1,2016,2,12,"11.46","","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-02-12,35,"2016-02-12 11.46"
2020353,"Rat",1,2016,2,13,"2.06","","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-02-13,36,"2016-02-13 2.06"
2130401,"Rat",1,2016,2,13,"0.032","","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-02-13,36,"2016-02-13 0.03"
2120396,"Rat",1,2016,2,12,"9.46","","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-02-12,35,"2016-02-12 9.46"
1200185,"Red Brocket Deer",2,2016,1,20,"8.44","Mother and its baby","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-20,12,"2016-01-20 8.44"
2230417,"Red Brocket Deer",1,2016,2,23,"12.59","","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-02-23,46,"2016-02-23 12.59"
4110473,"Ruddy Quail-dove",1,2016,4,13,"7","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-04-13,96,"2016-04-13 7.00"
1300277,"Scaled Pigeon",1,2016,1,30,"14.26","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-01-30,22,"2016-01-30 14.26"
2080372,"Scaled Pigeon",1,2016,2,8,"7.1","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-02-08,31,"2016-02-08 7.10"
4130487,"White-tailed Deer",1,2016,4,13,"9.31","","Laguna Seca","Yes","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-04-13,96,"2016-04-13 9.31"
2040333,"White-tipped Dove",1,2016,2,4,"9.02","","Laguna Seca","No","603H","Bushnell",2016-01-09,2016-04-21,98,1957175,291306,"No","No",2015,"No","No","At pond","Mature Forest","Laguna Seca",2016-04-17,2016-02-04,27,"2016-02-04 9.02"
83,"Agouti",1,2016,7,22,"7.21","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-22,18,"2016-07-22 7.21"
349,"Agouti",1,2016,9,1,"10.34","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-09-01,59,"2016-09-01 10.34"
353,"Agouti",1,2016,9,5,"7.5","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-09-05,63,"2016-09-05 7.50"
157,"Baird's Tapir",1,2016,8,7,"21","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-08-07,34,"2016-08-07 21.00"
217,"Baird's Tapir",1,2016,8,15,"21.05","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-08-15,42,"2016-08-15 21.05"
241,"Common Opossum",1,2016,8,19,"19.57","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-08-19,46,"2016-08-19 19.57"
13,"Gray Fox",1,2016,7,7,"10.38","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-07,3,"2016-07-07 10.38"
37,"Gray Fox",1,2016,7,14,"8.26","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-14,10,"2016-07-14 8.26"
65,"Gray Fox",1,2016,7,19,"9.21","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-19,15,"2016-07-19 9.21"
85,"Gray Fox",1,2016,7,22,"9.43","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-22,18,"2016-07-22 9.43"
93,"Gray Fox",1,2016,7,27,"5.42","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-27,23,"2016-07-27 5.42"
105,"Gray Fox",1,2016,7,28,"12.31","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-28,24,"2016-07-28 12.31"
109,"Gray Fox",1,2016,7,28,"13.5","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-28,24,"2016-07-28 13.50"
133,"Gray Fox",1,2016,7,31,"8.45","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-07-31,27,"2016-07-31 8.45"
141,"Gray Fox",1,2016,8,3,"11.25","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-08-03,30,"2016-08-03 11.25"
186,"Gray Fox",1,2016,8,11,"8.05","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-08-11,38,"2016-08-11 8.05"
209,"Gray Fox",1,2016,8,14,"11.22","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-08-14,41,"2016-08-14 11.22"
233,"Gray Fox",1,2016,8,18,"10.23","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-08-18,45,"2016-08-18 10.23"
253,"Gray Fox",1,2016,8,21,"0.15","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-08-21,48,"2016-08-21 0.15"
257,"Gray Fox",1,2016,8,21,"6.04","","Laguna Seca","Yes","603J","Bushnell",2016-07-05,2016-09-08,64,1958198.757,291879.4716,"No","No",2015,"No","No","Along large logging road","Mature Forest","Laguna Seca",2016-09-08,2016-08-21,48,"2016-08-21 6.04"
