site,Location,Cam.nr,series,picture,Species,Nr,Year,Month,Day,Hour,Comment,camera.brand,Location.1,Logging,Date.Placement,Date.Removed,obsdate,Days,Northing,Easting,Conservati,Active_Log,Logged_in,Hurricane,Fire_Damag,Location_d,Landscape,Area,Last_Record_clean,First_Obs,Last.Record_clean,date_time_obs
713B,Yalbac 713B,713,B,208,Gray-headed Dove,1,2017,5,30,5.53,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/30/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-30 5.53
713B,Yalbac 713B,713,B,217,Gray-headed Dove,3,2017,5,30,6.43,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/30/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-30 6.43
713B,Yalbac 713B,713,B,238,Gray-headed Dove,1,2017,5,30,13.44,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/30/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-30 13.44
713B,Yalbac 713B,713,B,268,Gray-headed Dove,2,2017,5,31,6.44,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/31/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-31 6.44
713B,Yalbac 713B,713,B,313,Gray-headed Dove,1,2017,6,1,5.49,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/1/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-01 5.49
713B,Yalbac 713B,713,B,343,Gray-headed Dove,1,2017,6,2,8.26,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/2/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-02 8.26
713B,Yalbac 713B,713,B,376,Gray-headed Dove,2,2017,6,3,6.32,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/3/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-03 6.32
713B,Yalbac 713B,713,B,382,Gray-headed Dove,1,2017,6,3,6.52,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/3/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-03 6.52
713B,Yalbac 713B,713,B,76,Ocellated Turkey,1,2017,5,22,7.59,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/22/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-22 7.59
713B,Yalbac 713B,713,B,118,Ocellated Turkey,1,2017,5,28,8.55,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/28/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-28 8.55
713B,Yalbac 713B,713,B,163,Ornate Hawk-eagle,1,2017,5,29,8.2,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/29/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-29 8.20
713B,Yalbac 713B,713,B,175,Ornate Hawk-eagle,1,2017,5,29,11.4,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/29/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-29 11.40
713B,Yalbac 713B,713,B,326,Ornate Hawk-eagle,1,2017,6,1,13.56,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/1/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-01 13.56
713B,Yalbac 713B,713,B,433,Racoon,2,2017,6,17,21.31,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/17/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-17 21.31
713B,Yalbac 713B,713,B,241,Rodent,1,2017,5,31,3.18,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/31/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-31 3.18
713B,Yalbac 713B,713,B,445,Rodent,1,2017,6,26,20.23,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/26/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-26 20.23
713B,Yalbac 713B,713,B,22,Ruddy Quail-dove,1,2017,5,20,5.15,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/20/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-20 5.15
713B,Yalbac 713B,713,B,25,Ruddy Quail-dove,1,2017,5,20,5.22,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/20/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-20 5.22
713B,Yalbac 713B,713,B,28,Ruddy Quail-dove,2,2017,5,20,5.57,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/20/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-20 5.57
713B,Yalbac 713B,713,B,31,Ruddy Quail-dove,2,2017,5,20,7.05,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/20/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-20 7.05
713B,Yalbac 713B,713,B,34,Ruddy Quail-dove,1,2017,5,20,17.35,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/20/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-20 17.35
713B,Yalbac 713B,713,B,43,Ruddy Quail-dove,3,2017,5,21,5.18,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/21/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-21 5.18
713B,Yalbac 713B,713,B,58,Ruddy Quail-dove,1,2017,5,22,6.22,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/22/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-22 6.22
713B,Yalbac 713B,713,B,115,Ruddy Quail-dove,1,2017,5,28,8.52,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/28/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-28 8.52
713B,Yalbac 713B,713,B,124,Ruddy Quail-dove,1,2017,5,28,17.07,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/28/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-28 17.07
713B,Yalbac 713B,713,B,130,Ruddy Quail-dove,1,2017,5,29,5.19,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/29/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-29 5.19
713B,Yalbac 713B,713,B,151,Ruddy Quail-dove,1,2017,5,29,7.12,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/29/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-29 7.12
713B,Yalbac 713B,713,B,157,Ruddy Quail-dove,1,2017,5,29,7.43,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/29/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-29 7.43
713B,Yalbac 713B,713,B,166,Ruddy Quail-dove,1,2017,5,29,9.14,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/29/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-29 9.14
713B,Yalbac 713B,713,B,211,Ruddy Quail-dove,1,2017,5,30,6.2,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/30/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-30 6.20
713B,Yalbac 713B,713,B,229,Ruddy Quail-dove,2,2017,5,30,7.16,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/30/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-30 7.16
713B,Yalbac 713B,713,B,249,Ruddy Quail-dove,2,2017,5,31,5.14,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/31/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-31 5.14
713B,Yalbac 713B,713,B,262,Ruddy Quail-dove,2,2017,5,31,5.5,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/31/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-31 5.50
713B,Yalbac 713B,713,B,283,Ruddy Quail-dove,2,2017,5,31,7.05,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/31/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-31 7.05
713B,Yalbac 713B,713,B,292,Ruddy Quail-dove,2,2017,5,31,9.29,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/31/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-31 9.29
713B,Yalbac 713B,713,B,298,Ruddy Quail-dove,4,2017,6,1,5.14,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/1/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-01 5.14
713B,Yalbac 713B,713,B,311,Ruddy Quail-dove,1,2017,6,1,5.49,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/1/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-01 5.49
713B,Yalbac 713B,713,B,319,Ruddy Quail-dove,1,2017,6,1,7.18,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/1/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-01 7.18
713B,Yalbac 713B,713,B,322,Ruddy Quail-dove,1,2017,6,1,8.25,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/1/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-01 8.25
713B,Yalbac 713B,713,B,328,Ruddy Quail-dove,1,2017,6,2,6.09,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/2/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-02 6.09
713B,Yalbac 713B,713,B,331,Ruddy Quail-dove,3,2017,6,2,6.19,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/2/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-02 6.19
713B,Yalbac 713B,713,B,337,Ruddy Quail-dove,2,2017,6,2,8.04,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/2/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-02 8.04
713B,Yalbac 713B,713,B,346,Ruddy Quail-dove,1,2017,6,2,8.43,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/2/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-02 8.43
713B,Yalbac 713B,713,B,349,Ruddy Quail-dove,2,2017,6,2,8.5,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/2/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-02 8.50
713B,Yalbac 713B,713,B,352,Ruddy Quail-dove,1,2017,6,2,10.29,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/2/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-02 10.29
713B,Yalbac 713B,713,B,358,Ruddy Quail-dove,1,2017,6,2,17.41,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/2/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-02 17.41
713B,Yalbac 713B,713,B,364,Ruddy Quail-dove,1,2017,6,3,5.15,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/3/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-03 5.15
713B,Yalbac 713B,713,B,379,Ruddy Quail-dove,1,2017,6,3,6.49,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/3/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-03 6.49
713B,Yalbac 713B,713,B,385,Ruddy Quail-dove,1,2017,6,3,6.59,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/3/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-03 6.59
713B,Yalbac 713B,713,B,493,Russet-naped Woodrail,1,2017,7,17,10.31,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,7/17/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-07-17 10.31
713B,Yalbac 713B,713,B,49,Scaled Pigeon,2,2017,5,21,5.58,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/21/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-21 5.58
713B,Yalbac 713B,713,B,67,Squirrel,1,2017,5,22,6.48,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/22/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-22 6.48
713B,Yalbac 713B,713,B,2,White-tailed Deer,1,2017,5,17,13.48,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/17/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-17 13.48
713B,Yalbac 713B,713,B,82,White-tailed Deer,1,2017,5,24,7.35,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/24/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-24 7.35
713B,Yalbac 713B,713,B,136,White-tailed Deer,1,2017,5,29,5.52,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/29/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-29 5.52
713B,Yalbac 713B,713,B,290,White-tailed Deer,1,2017,5,31,9.23,,Bushnell,Yalbac,No,5/15/2017,7/18/2017,5/31/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-05-31 9.23
713B,Yalbac 713B,713,B,396,White-tailed Deer,2,2017,6,3,14.04,met bambi,Bushnell,Yalbac,No,5/15/2017,7/18/2017,6/3/2017,63,1942718,287455,,,NA,,,,,,7/18/2017,5/15/2017,7/18/2017,2017-06-03 14.04
713D,Yalbac 713D,713,D,16,Russet-naped Woodrail,1,2017,8,2,14.19,,Bushnell,Yalbac,No,7/18/2017,8/29/2017,8/2/2017,16,1942752,287470,,,NA,,,,,,8/4/2017,7/18/2017,8/4/2017,2017-08-02 14.19
713D,Yalbac 713D,713,D,22,Russet-naped Woodrail,1,2017,8,4,6.49,,Bushnell,Yalbac,No,7/18/2017,8/29/2017,8/4/2017,16,1942752,287470,,,NA,,,,,,8/4/2017,7/18/2017,8/4/2017,2017-08-04 6.49
713E,Yalbac 713E,713,E,27,Unknown,1,2017,9,27,2.38,,Bushnell,Yalbac,No,8/29/2017,10/31/2017,9/27/2017,34,1942743,287473,,,NA,,,,,,10/3/2017,8/29/2017,10/16/2017,2017-09-27 2.38
713E,Yalbac 713E,713,E,55,White-tailed Deer,1,2017,10,16,10.31,,Bushnell,Yalbac,No,8/29/2017,10/31/2017,10/16/2017,34,1942743,287473,,,NA,,,,,,10/3/2017,8/29/2017,10/16/2017,2017-10-16 10.31
713F,Yalbac 713F,713,F,94,Brown Four-eyed Opossum,1,2017,11,8,19.32,,Bushnell,Yalbac,No,10/31/2017,12/1/2017,11/8/2017,32,1942758,287470,,,NA,,,,,,12/3/2017,10/31/2017,12/3/2017,2017-11-08 19.32
713F,Yalbac 713F,713,F,172,Limpkin,1,2017,12,1,5.42,,Bushnell,Yalbac,No,10/31/2017,12/1/2017,12/1/2017,32,1942758,287470,,,NA,,,,,,12/3/2017,10/31/2017,12/3/2017,2017-12-01 5.42
713F,Yalbac 713F,713,F,199,Limpkin,1,2017,12,1,7.19,,Bushnell,Yalbac,No,10/31/2017,12/1/2017,12/1/2017,32,1942758,287470,,,NA,,,,,,12/3/2017,10/31/2017,12/3/2017,2017-12-01 7.19
713F,Yalbac 713F,713,F,62,Northern Waterthrush,1,2017,11,1,7.2,,Bushnell,Yalbac,No,10/31/2017,12/1/2017,11/1/2017,32,1942758,287470,,,NA,,,,,,12/3/2017,10/31/2017,12/3/2017,2017-11-01 7.20
713F,Yalbac 713F,713,F,71,Northern Waterthrush,1,2017,11,1,10.05,,Bushnell,Yalbac,No,10/31/2017,12/1/2017,11/1/2017,32,1942758,287470,,,NA,,,,,,12/3/2017,10/31/2017,12/3/2017,2017-11-01 10.05
713F,Yalbac 713F,713,F,77,Northern Waterthrush,1,2017,11,2,9.35,,Bushnell,Yalbac,No,10/31/2017,12/1/2017,11/2/2017,32,1942758,287470,,,NA,,,,,,12/3/2017,10/31/2017,12/3/2017,2017-11-02 9.35
713F,Yalbac 713F,713,F,79,Northern Waterthrush,1,2017,11,4,8.51,,Bushnell,Yalbac,No,10/31/2017,12/1/2017,11/4/2017,32,1942758,287470,,,NA,,,,,,12/3/2017,10/31/2017,12/3/2017,2017-11-04 8.51
713F,Yalbac 713F,713,F,88,Northern Waterthrush,1,2017,11,6,8,,Bushnell,Yalbac,No,10/31/2017,12/1/2017,11/6/2017,32,1942758,287470,,,NA,,,,,,12/3/2017,10/31/2017,12/3/2017,2017-11-06 8.00
713F,Yalbac 713F,713,F,106,Northern Waterthrush,1,2017,11,10,15.54,,Bushnell,Yalbac,No,10/31/2017,12/1/2017,11/10/2017,32,1942758,287470,,,NA,,,,,,12/3/2017,10/31/2017,12/3/2017,2017-11-10 15.54
713F,Yalbac 713F,713,F,120,Northern Waterthrush,1,2017,11,13,7.02,,Bushnell,Yalbac,No,10/31/2017,12/1/2017,11/13/2017,32,1942758,287470,,,NA,,,,,,12/3/2017,10/31/2017,12/3/2017,2017-11-13 7.02
713F,Yalbac 713F,713,F,121,Northern Waterthrush,1,2017,11,14,16.05,,Bushnell,Yalbac,No,10/31/2017,12/1/2017,11/14/2017,32,1942758,287470,,,NA,,,,,,12/3/2017,10/31/2017,12/3/2017,2017-11-14 16.05
713F,Yalbac 713F,713,F,160,Northern Waterthrush,1,2017,11,25,11.5,,Bushnell,Yalbac,No,10/31/2017,12/1/2017,11/25/2017,32,1942758,287470,,,NA,,,,,,12/3/2017,10/31/2017,12/3/2017,2017-11-25 11.50
713F,Yalbac 713F,713,F,166,Northern Waterthrush,1,2017,11,29,10.56,,Bushnell,Yalbac,No,10/31/2017,12/1/2017,11/29/2017,32,1942758,287470,,,NA,,,,,,12/3/2017,10/31/2017,12/3/2017,2017-11-29 10.56
713F,Yalbac 713F,713,F,144,Paca,1,2017,11,20,0.45,,Bushnell,Yalbac,No,10/31/2017,12/1/2017,11/20/2017,32,1942758,287470,,,NA,,,,,,12/3/2017,10/31/2017,12/3/2017,2017-11-20 0.45
713G,Yalbac 713G,713,G,10,Brown Four-eyed Opossum,1,2017,12,6,22.12,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,12/6/2017,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-06 22.12
713G,Yalbac 713G,713,G,16,Brown Four-eyed Opossum,1,2017,12,7,21.5,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,12/7/2017,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-07 21.50
713G,Yalbac 713G,713,G,43,Brown Four-eyed Opossum,1,2017,12,16,21.27,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,12/16/2017,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-16 21.27
713G,Yalbac 713G,713,G,49,Brown Four-eyed Opossum,1,2017,12,18,1.18,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,12/18/2017,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-18 1.18
713G,Yalbac 713G,713,G,61,Brown Four-eyed Opossum,1,2017,12,21,2.18,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,12/21/2017,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-21 2.18
713G,Yalbac 713G,713,G,67,Brown Four-eyed Opossum,1,2017,12,21,20.54,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,12/21/2017,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-21 20.54
713G,Yalbac 713G,713,G,79,Brown Four-eyed Opossum,1,2017,12,26,1.3,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,12/26/2017,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-26 1.30
713G,Yalbac 713G,713,G,82,Brown Four-eyed Opossum,1,2017,12,27,0.51,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,12/27/2017,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-27 0.51
713G,Yalbac 713G,713,G,85,Brown Four-eyed Opossum,1,2017,12,28,3.4,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,12/28/2017,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-28 3.40
713G,Yalbac 713G,713,G,40,Clay-coloured Thrush,1,2017,12,13,11.03,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,12/13/2017,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-13 11.03
713G,Yalbac 713G,713,G,4,Limpkin,1,2017,12,1,17.37,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,12/1/2017,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-01 17.37
713G,Yalbac 713G,713,G,1,Northern Waterthrush,1,2017,12,1,11.08,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,12/1/2017,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-01 11.08
713G,Yalbac 713G,713,G,13,Northern Waterthrush,1,2017,12,7,16.24,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,12/7/2017,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-07 16.24
713G,Yalbac 713G,713,G,28,Northern Waterthrush,1,2017,12,12,14.09,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,12/12/2017,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-12 14.09
713G,Yalbac 713G,713,G,47,Northern Waterthrush,1,2017,12,17,14.05,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,12/17/2017,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-17 14.05
713G,Yalbac 713G,713,G,58,Northern Waterthrush,1,2017,12,19,10.27,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,12/19/2017,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-19 10.27
713G,Yalbac 713G,713,G,64,Northern Waterthrush,1,2017,12,21,9.13,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,12/21/2017,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-21 9.13
713G,Yalbac 713G,713,G,70,Northern Waterthrush,1,2017,12,22,7.54,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,12/22/2017,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-22 7.54
713G,Yalbac 713G,713,G,76,Northern Waterthrush,1,2017,12,25,9.06,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,12/25/2017,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-25 9.06
713G,Yalbac 713G,713,G,94,Russet-naped Woodrail,1,2018,1,1,16.15,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,1/1/2018,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2018-01-01 16.15
713G,Yalbac 713G,713,G,55,Russet-naped Woodrail,1,2017,12,18,6.27,,Bushnell,Yalbac,No,12/1/2017,1/2/2018,12/18/2017,30,1942758,287470,,,NA,,,,,,1/1/2018,12/1/2017,1/1/2018,2017-12-18 6.27
714A,Yalbac 714A,714,A,129,Bird,1,2017,2,24,15.43,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/24/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-24 15.43
714A,Yalbac 714A,714,A,209,Blue Ground Dove,1,2017,2,27,15,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/27/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-27 15.00
714A,Yalbac 714A,714,A,249,Brown Four-eyed Opossum,1,2017,2,28,19.23,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/28/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-28 19.23
714A,Yalbac 714A,714,A,121,Crested Guan,1,2017,2,24,10.02,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/24/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-24 10.02
714A,Yalbac 714A,714,A,145,Crested Guan,1,2017,2,25,16.07,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/25/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-25 16.07
714A,Yalbac 714A,714,A,309,Crested Guan,1,2017,3,3,14.19,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/3/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-03 14.19
714A,Yalbac 714A,714,A,321,Crested Guan,2,2017,3,3,14.51,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,3/3/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-03-03 14.51
714A,Yalbac 714A,714,A,41,Gray Fox,1,2017,2,22,5.32,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/22/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-22 5.32
714A,Yalbac 714A,714,A,93,Gray Fox,1,2017,2,24,5.28,,Bushnell,Yalbac,No,2/20/2017,5/15/2017,2/24/2017,23,1938061,292331,No,Yes,NA,Yes,No,Small logging road,Hurricane damaged forest,Yalbac,3/16/2017,2/20/2017,3/16/2017,2017-02-24 5.28
