site,Location,Cam.nr,series,picture,Species,Nr,Year,Month,Day,Hour,Comment,camera.brand,Location.1,Logging,Date.Placement,Date.Removed,obsdate,Days,Northing,Easting,Conservati,Active_Log,Logged_in,Hurricane,Fire_Damag,Location_d,Landscape,Area,Last_Record_clean,First_Obs,Last.Record_clean,date_time_obs
702A,Yalbac 702A,702,A,199,Gray Fox,1,2017,3,9,22.02,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/9/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-09 22.02
702A,Yalbac 702A,702,A,202,Gray Fox,1,2017,3,10,4.49,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/10/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-10 4.49
702A,Yalbac 702A,702,A,217,Gray Fox,1,2017,3,11,2.34,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/11/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-11 2.34
702A,Yalbac 702A,702,A,220,Gray Fox,1,2017,3,11,10.49,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/11/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-11 10.49
702A,Yalbac 702A,702,A,223,Gray Fox,1,2017,3,12,12.02,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/12/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-12 12.02
702A,Yalbac 702A,702,A,229,Gray Fox,1,2017,3,12,19.49,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/12/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-12 19.49
702A,Yalbac 702A,702,A,247,Gray Fox,1,2017,3,15,12.05,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/15/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-15 12.05
702A,Yalbac 702A,702,A,260,Gray Fox,1,2017,3,16,9.39,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/16/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-16 9.39
702A,Yalbac 702A,702,A,262,Gray Fox,1,2017,3,16,10.48,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/16/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-16 10.48
702A,Yalbac 702A,702,A,286,Gray Fox,1,2017,3,17,21.35,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/17/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-17 21.35
702A,Yalbac 702A,702,A,325,Gray Fox,1,2017,3,21,11.07,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/21/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-21 11.07
702A,Yalbac 702A,702,A,328,Gray Fox,1,2017,3,21,13.52,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/21/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-21 13.52
702A,Yalbac 702A,702,A,343,Gray Fox,1,2017,3,22,20.18,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/22/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-22 20.18
702A,Yalbac 702A,702,A,346,Gray Fox,1,2017,3,23,7.25,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/23/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-23 7.25
702A,Yalbac 702A,702,A,349,Gray Fox,1,2017,3,23,11.23,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/23/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-23 11.23
702A,Yalbac 702A,702,A,355,Gray Fox,1,2017,3,23,14.43,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/23/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-23 14.43
702A,Yalbac 702A,702,A,361,Gray Fox,1,2017,3,24,9.28,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/24/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-24 9.28
702A,Yalbac 702A,702,A,364,Gray Fox,1,2017,3,24,14.02,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/24/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-24 14.02
702A,Yalbac 702A,702,A,367,Gray Fox,1,2017,3,25,14.18,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/25/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-25 14.18
702A,Yalbac 702A,702,A,370,Gray Fox,1,2017,3,25,11.15,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/25/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-25 11.15
702A,Yalbac 702A,702,A,373,Gray Fox,1,2017,3,25,23.41,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/25/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-25 23.41
702A,Yalbac 702A,702,A,382,Gray Fox,1,2017,3,26,11.43,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/26/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-26 11.43
702A,Yalbac 702A,702,A,385,Gray Fox,1,2017,3,26,22.33,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/26/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-26 22.33
702A,Yalbac 702A,702,A,388,Gray Fox,1,2017,3,26,23.51,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/26/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-26 23.51
702A,Yalbac 702A,702,A,400,Gray Fox,1,2017,3,27,22.08,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/27/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-27 22.08
702A,Yalbac 702A,702,A,403,Gray Fox,1,2017,3,28,4.26,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/28/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-28 4.26
702A,Yalbac 702A,702,A,412,Gray Fox,1,2017,3,29,21.38,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/29/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-29 21.38
702A,Yalbac 702A,702,A,418,Gray Fox,1,2017,3,31,1.57,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/31/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-31 1.57
702A,Yalbac 702A,702,A,424,Gray Fox,1,2017,4,1,7.58,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/1/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-01 7.58
702A,Yalbac 702A,702,A,439,Gray Fox,1,2017,4,2,5.55,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/2/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-02 5.55
702A,Yalbac 702A,702,A,463,Gray Fox,1,2017,4,6,8.23,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/6/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-06 8.23
702A,Yalbac 702A,702,A,466,Gray Fox,1,2017,4,8,9.59,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/8/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-08 9.59
702A,Yalbac 702A,702,A,481,Gray Fox,1,2017,4,8,21.24,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/8/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-08 21.24
702A,Yalbac 702A,702,A,487,Gray Fox,1,2017,4,9,12.04,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/9/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-09 12.04
702A,Yalbac 702A,702,A,490,Gray Fox,1,2017,4,9,22.05,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/9/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-09 22.05
702A,Yalbac 702A,702,A,526,Gray Fox,1,2017,4,13,8,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/13/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-13 8.00
702A,Yalbac 702A,702,A,538,Gray Fox,1,2017,4,15,9.21,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/15/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-15 9.21
702A,Yalbac 702A,702,A,541,Gray Fox,1,2017,4,15,11.08,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/15/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-15 11.08
702A,Yalbac 702A,702,A,544,Gray Fox,1,2017,4,15,23.39,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/15/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-15 23.39
702A,Yalbac 702A,702,A,547,Gray Fox,1,2017,4,16,1.25,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/16/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-16 1.25
702A,Yalbac 702A,702,A,553,Gray Fox,1,2017,4,16,14.59,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/16/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-16 14.59
702A,Yalbac 702A,702,A,580,Gray Fox,1,2017,4,19,11.1,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/19/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-19 11.10
702A,Yalbac 702A,702,A,634,Gray Fox,1,2017,4,21,19.11,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/21/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-21 19.11
702A,Yalbac 702A,702,A,637,Gray Fox,1,2017,4,22,4.04,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/22/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-22 4.04
702A,Yalbac 702A,702,A,640,Gray Fox,1,2017,4,22,21.56,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/22/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-22 21.56
702A,Yalbac 702A,702,A,658,Gray Fox,1,2017,4,25,3.15,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/25/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-25 3.15
702A,Yalbac 702A,702,A,136,Great Curassow,2,2017,2,10,7.14,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,2/10/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-02-10 7.14
702A,Yalbac 702A,702,A,139,Great Curassow,1,2017,2,10,10.25,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,2/10/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-02-10 10.25
702A,Yalbac 702A,702,A,190,Great Curassow,1,2017,2,16,7.34,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,2/16/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-02-16 7.34
702A,Yalbac 702A,702,A,103,Great Curassow,1,2017,3,3,7.29,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/3/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-03 7.29
702A,Yalbac 702A,702,A,121,Great Curassow,1,2017,3,5,15.59,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/5/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-05 15.59
702A,Yalbac 702A,702,A,130,Great Curassow,1,2017,3,6,17.11,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/6/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-06 17.11
702A,Yalbac 702A,702,A,139,Great Curassow,1,2017,3,7,7.55,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/7/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-07 7.55
702A,Yalbac 702A,702,A,142,Great Curassow,1,2017,3,7,9.02,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/7/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-07 9.02
702A,Yalbac 702A,702,A,184,Great Curassow,2,2017,3,9,10.51,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/9/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-09 10.51
702A,Yalbac 702A,702,A,214,Great Curassow,4,2017,3,10,14.36,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/10/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-10 14.36
702A,Yalbac 702A,702,A,226,Great Curassow,1,2017,3,12,18.05,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/12/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-12 18.05
702A,Yalbac 702A,702,A,250,Great Curassow,1,2017,3,15,12.4,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/15/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-15 12.40
702A,Yalbac 702A,702,A,269,Great Curassow,1,2017,3,16,13.42,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/16/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-16 13.42
702A,Yalbac 702A,702,A,298,Great Curassow,1,2017,3,19,6.23,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/19/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-19 6.23
702A,Yalbac 702A,702,A,319,Great Curassow,2,2017,3,21,8.17,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/21/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-21 8.17
702A,Yalbac 702A,702,A,352,Great Curassow,1,2017,3,23,11.58,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/23/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-23 11.58
702A,Yalbac 702A,702,A,646,Great Curassow,2,2017,4,23,7.27,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/23/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-23 7.27
702A,Yalbac 702A,702,A,652,Great Curassow,1,2017,4,24,6.56,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/24/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-24 6.56
702A,Yalbac 702A,702,A,213,Humans,2,2017,2,20,14.09,Neeltje en Amber,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,2/20/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-02-20 14.09
702A,Yalbac 702A,702,A,34,Jaguar,1,2017,2,22,3.14,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,2/22/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-02-22 3.14
702A,Yalbac 702A,702,A,79,Jaguar,1,2017,2,24,19.21,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,2/24/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-02-24 19.21
702A,Yalbac 702A,702,A,82,Jaguar,1,2017,2,25,1.1,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,2/25/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-02-25 1.10
702A,Yalbac 702A,702,A,94,Jaguar,1,2017,3,2,4.16,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/2/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-02 4.16
702A,Yalbac 702A,702,A,160,Jaguar,1,2017,3,8,14.57,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/8/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-08 14.57
702A,Yalbac 702A,702,A,196,Jaguar,1,2017,3,9,19.05,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/9/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-09 19.05
702A,Yalbac 702A,702,A,313,Jaguar,1,2017,3,20,19.43,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/20/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-20 19.43
702A,Yalbac 702A,702,A,436,Mottled Owl,1,2017,4,2,5.23,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/2/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-02 5.23
702A,Yalbac 702A,702,A,8,Neeltje,1,2017,2,20,14.12,Neeltje ,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,2/20/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-02-20 14.12
702A,Yalbac 702A,702,A,232,Ocellated Turkey,1,2017,3,13,14.59,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/13/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-13 14.59
702A,Yalbac 702A,702,A,235,Ocellated Turkey,1,2017,3,13,15.54,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/13/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-13 15.54
702A,Yalbac 702A,702,A,37,Ocellated Turkey,1,2017,1,28,17.1,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,1/28/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-01-28 17.10
702A,Yalbac 702A,702,A,115,Ocellated Turkey,1,2017,3,5,8.06,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/5/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-05 8.06
702A,Yalbac 702A,702,A,238,Ocellated Turkey,1,2017,3,13,17.11,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/13/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-13 17.11
702A,Yalbac 702A,702,A,274,Ocellated Turkey,1,2017,3,16,16.32,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/16/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-16 16.32
702A,Yalbac 702A,702,A,304,Ocellated Turkey,1,2017,3,19,7.17,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/19/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-19 7.17
702A,Yalbac 702A,702,A,310,Ocellated Turkey,1,2017,3,20,8,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/20/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-20 8.00
702A,Yalbac 702A,702,A,406,Ocellated Turkey,1,2017,3,28,15.47,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/28/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-28 15.47
702A,Yalbac 702A,702,A,415,Ocellated Turkey,1,2017,3,30,6.55,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/30/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-30 6.55
702A,Yalbac 702A,702,A,421,Ocellated Turkey,1,2017,3,31,16.16,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,3/31/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-03-31 16.16
702A,Yalbac 702A,702,A,508,Ocellated Turkey,1,2017,4,10,17.56,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/10/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-10 17.56
702A,Yalbac 702A,702,A,562,Ocellated Turkey,8,2017,4,18,7.07,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,4/18/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-04-18 7.07
702A,Yalbac 702A,702,A,34,Ocelot,1,2017,1,27,23.59,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,1/27/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-01-27 23.59
702A,Yalbac 702A,702,A,43,Ocelot,1,2017,1,30,22.12,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,1/30/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-01-30 22.12
702A,Yalbac 702A,702,A,46,Ocelot,1,2017,1,31,0.52,,Moultrie,Laguna Seca,Yes,1/27/2017,5/15/2017,1/31/2017,100,1955449,291963,No,Yes,NA,No,No,Next main road,Mature Forest,Laguna Seca,5/8/2017,1/27/2017,5/8/2017,2017-01-31 0.52
